# Subset of stars selected as members
ID Mag Col Mass_mu Mass_std Mass_binar_mu Mass_binar_std P_binar
"Gaia DR2 5289931177754324864" 12.12530 0.77727 1.33125 0.01440 1.28087 0.01986 0.12
"Gaia DR2 5290931561536172416" 12.14020 0.76940 1.32812 0.01427 1.27826 0.01944 0.11
"Gaia DR2 5291256776460093696" 12.14256 0.79230 1.32641 0.01424 1.27556 0.01961 0.18
"Gaia DR2 5290830097230075904" 12.14480 0.76262 1.32731 0.01422 1.27794 0.01945 0.12
"Gaia DR2 5291035426727395328" 12.14726 0.91261 1.31944 0.01414 1.21662 0.03592 0.88
"Gaia DR2 5290767562500539392" 12.15297 0.85673 1.32064 0.01422 1.26260 0.02558 0.65
"Gaia DR2 5290011373383335168" 12.15461 0.74931 1.32547 0.01399 1.27686 0.01916 0.17
"Gaia DR2 5290797386759788928" 12.18060 0.86448 1.31350 0.01419 1.25510 0.02590 0.67
"Gaia DR2 5290735779747993088" 12.18848 0.92111 1.30876 0.01385 1.20754 0.03568 0.88
"Gaia DR2 5290816353334936576" 12.19546 0.81191 1.31229 0.01405 1.26197 0.01952 0.24
"Gaia DR2 5290768215341699200" 12.19707 0.79295 1.31276 0.01410 1.26368 0.01930 0.13
"Gaia DR2 5290655549759622144" 12.19799 0.78171 1.31315 0.01417 1.26468 0.01899 0.11
"Gaia DR2 5291074017011442176" 12.20315 0.96270 1.30319 0.01394 1.18010 0.02942 0.84
"Gaia DR2 5290820064186534144" 12.22131 0.77733 1.30754 0.01403 1.25939 0.01793 0.13
"Gaia DR2 5290766252535812224" 12.22953 0.83166 1.30298 0.01392 1.25257 0.01897 0.35
"Gaia DR2 5290765565341001984" 12.25626 0.92162 1.29225 0.01366 1.21238 0.03550 0.86
"Gaia DR2 5290689084863589248" 12.25773 0.83786 1.29589 0.01384 1.24598 0.01803 0.35
"Gaia DR2 5290782023655716736" 12.27295 0.77696 1.29509 0.01374 1.24756 0.01727 0.16
"Gaia DR2 5291187365490141440" 12.28914 0.85261 1.28769 0.01368 1.23853 0.01713 0.42
"Gaia DR2 5291048384646003968" 12.28938 0.78771 1.29054 0.01390 1.24359 0.01703 0.13
"Gaia DR2 5290713445918198528" 12.29171 0.88949 1.28515 0.01362 1.23185 0.02347 0.70
"Gaia DR2 5290798692429758976" 12.29280 0.78875 1.28961 0.01390 1.24255 0.01676 0.13
"Gaia DR2 5290026762248360960" 12.29366 0.78360 1.28964 0.01388 1.24273 0.01679 0.15
"Gaia DR2 5290709357109480704" 12.30015 0.88160 1.28351 0.01368 1.23218 0.02136 0.64
"Gaia DR2 5290826936134381440" 12.30083 0.80423 1.28712 0.01366 1.24000 0.01655 0.11
"Gaia DR2 5290723204083832448" 12.31162 0.83136 1.28311 0.01365 1.23600 0.01684 0.22
"Gaia DR2 5290001787016179328" 12.31847 0.77743 1.28400 0.01369 1.23852 0.01661 0.19
"Gaia DR2 5290888062107313152" 12.33136 0.90787 1.27483 0.01354 1.22136 0.02263 0.77
"Gaia DR2 5290708601194720384" 12.34037 0.89290 1.27342 0.01348 1.22359 0.01909 0.67
"Gaia DR2 5290874829311320832" 12.34530 0.80332 1.27642 0.01360 1.23124 0.01627 0.12
"Gaia DR2 5289804459038767232" 12.35201 0.81731 1.27411 0.01352 1.22862 0.01612 0.11
"Gaia DR2 5290741208586484352" 12.35362 0.84380 1.27266 0.01356 1.22655 0.01608 0.25
"Gaia DR2 5291030448862535808" 12.35453 0.79914 1.27437 0.01352 1.22955 0.01639 0.14
"Gaia DR2 5290824320493640576" 12.36557 0.82779 1.27044 0.01350 1.22539 0.01598 0.14
"Gaia DR2 5290737188497096064" 12.36939 0.81055 1.27035 0.01350 1.22588 0.01588 0.12
"Gaia DR2 5290001920155452800" 12.39695 0.92660 1.25856 0.01323 1.20578 0.02264 0.80
"Gaia DR2 5290004909454899840" 12.39722 0.83932 1.26251 0.01332 1.21875 0.01520 0.16
"Gaia DR2 5290822572447442176" 12.42003 1.00394 1.24951 0.01323 1.14044 0.03794 0.83
"Gaia DR2 5290832051434754176" 12.42443 0.77729 1.25900 0.01317 1.21701 0.01558 0.25
"Gaia DR2 5290770345645486976" 12.43073 0.84074 1.25460 0.01319 1.21195 0.01525 0.13
"Gaia DR2 5289940145646342784" 12.43214 0.80522 1.25588 0.01331 1.21371 0.01519 0.17
"Gaia DR2 5290672179872595840" 12.46694 0.91120 1.24300 0.01300 1.19889 0.01577 0.62
"Gaia DR2 5290715365765596800" 12.48060 0.88375 1.24106 0.01302 1.19927 0.01469 0.37
"Gaia DR2 5290924345991094400" 12.48184 0.83217 1.24320 0.01301 1.20234 0.01455 0.12
"Gaia DR2 5290691588824895360" 12.49272 0.88665 1.23820 0.01284 1.19696 0.01493 0.38
"Gaia DR2 5290725677984929152" 12.49782 0.81862 1.24017 0.01301 1.20003 0.01460 0.17
"Gaia DR2 5290991347480505600" 12.50787 0.84164 1.23686 0.01289 1.19702 0.01448 0.11
"Gaia DR2 5290725231308404864" 12.52364 0.86399 1.23226 0.01289 1.19210 0.01519 0.16
"Gaia DR2 5290722276370987648" 12.54205 0.86344 1.22818 0.01258 1.18889 0.01509 0.13
"Gaia DR2 5290742857853957504" 12.54306 0.85721 1.22825 0.01259 1.18904 0.01505 0.11
"Gaia DR2 5289995494884385280" 12.54612 0.84497 1.22810 0.01255 1.18926 0.01519 0.11
"Gaia DR2 5290720657163454080" 12.56186 0.87944 1.22300 0.01251 1.18366 0.01578 0.20
"Gaia DR2 5289801401021895552" 12.56516 0.87046 1.22272 0.01251 1.18350 0.01580 0.14
"Gaia DR2 5290985364587849088" 12.57178 1.00108 1.21549 0.01224 1.13423 0.03867 0.87
"Gaia DR2 5290697709157756160" 12.59857 0.91644 1.21342 0.01223 1.17206 0.01568 0.44
"Gaia DR2 5290669873469360512" 12.60008 0.89452 1.21403 0.01226 1.17348 0.01493 0.26
"Gaia DR2 5290730106091599104" 12.61043 0.86810 1.21300 0.01226 1.17328 0.01479 0.10
"Gaia DR2 5289992574306636672" 12.61548 0.93683 1.20888 0.01213 1.16672 0.01721 0.58
"Gaia DR2 5289795525506757632" 12.61701 0.85170 1.21231 0.01213 1.17291 0.01480 0.13
"Gaia DR2 5290826558177392640" 12.62203 0.87850 1.20995 0.01220 1.17057 0.01477 0.12
"Gaia DR2 5290775190368696320" 12.62403 0.88858 1.20916 0.01219 1.16942 0.01494 0.17
"Gaia DR2 5290885863084040704" 12.62759 0.86012 1.20960 0.01217 1.17067 0.01472 0.11
"Gaia DR2 5289898020605414016" 12.63486 0.88626 1.20709 0.01208 1.16777 0.01494 0.15
"Gaia DR2 5290815253823430912" 12.64574 0.94375 1.20221 0.01211 1.16074 0.01806 0.58
"Gaia DR2 5290810370439846016" 12.66033 0.88291 1.20177 0.01213 1.16357 0.01522 0.11
"Gaia DR2 5289799923553136896" 12.66582 0.88339 1.20058 0.01210 1.16249 0.01539 0.11
"Gaia DR2 5290721864054120320" 12.68532 0.99221 1.19198 0.01229 1.13826 0.02740 0.80
"Gaia DR2 5289916952822778880" 12.69658 0.88199 1.19420 0.01230 1.15674 0.01606 0.10
"Gaia DR2 5289890495822656640" 12.70977 0.92288 1.18963 0.01243 1.14978 0.01784 0.30
"Gaia DR2 5290823568880135296" 12.72405 0.92180 1.18664 0.01258 1.14680 0.01803 0.27
"Gaia DR2 5290816353334937216" 12.73801 0.88371 1.18518 0.01255 1.14732 0.01781 0.11
"Gaia DR2 5289972031483161600" 12.75391 0.89853 1.18112 0.01262 1.14234 0.01851 0.11
"Gaia DR2 5291029658588623488" 12.75514 0.84985 1.18297 0.01268 1.14645 0.01803 0.23
"Gaia DR2 5290000069029332736" 12.78408 0.86785 1.17580 0.01266 1.13818 0.01899 0.19
"Gaia DR2 5290720042987976576" 12.79657 0.91970 1.17082 0.01262 1.13023 0.01904 0.15
"Gaia DR2 5290027625539444224" 12.80569 0.86975 1.17102 0.01256 1.13331 0.01921 0.20
"Gaia DR2 5290747977456314880" 12.81589 0.88043 1.16841 0.01246 1.13017 0.01913 0.17
"Gaia DR2 5290754643245585792" 12.81643 0.90221 1.16738 0.01244 1.12747 0.01891 0.11
"Gaia DR2 5290640328395589120" 12.81967 0.93774 1.16504 0.01240 1.12292 0.01873 0.23
"Gaia DR2 5290797970875348352" 12.82595 0.88244 1.16608 0.01236 1.12744 0.01922 0.17
"Gaia DR2 5289947739148461440" 12.83188 0.86370 1.16564 0.01222 1.12768 0.01941 0.23
"Gaia DR2 5290920325901674240" 12.83564 0.91805 1.16243 0.01239 1.12099 0.01872 0.12
"Gaia DR2 5290007112775924992" 12.83721 0.88677 1.16353 0.01241 1.12375 0.01918 0.16
"Gaia DR2 5290728834785867264" 12.83823 0.90012 1.16268 0.01235 1.12229 0.01880 0.12
"Gaia DR2 5290756361232528768" 12.83973 0.88487 1.16305 0.01241 1.12325 0.01912 0.17
"Gaia DR2 5290660738079873408" 12.84811 0.91740 1.15986 0.01224 1.11856 0.01867 0.11
"Gaia DR2 5290666854113227136" 12.84906 0.93070 1.15905 0.01211 1.11716 0.01854 0.15
"Gaia DR2 5290032092305523584" 12.86313 0.88600 1.15798 0.01210 1.11858 0.01879 0.18
"Gaia DR2 5289932277265953280" 12.87632 0.92845 1.15342 0.01220 1.11238 0.01837 0.12
"Gaia DR2 5290737669533445248" 12.87763 0.89416 1.15463 0.01208 1.11485 0.01860 0.17
"Gaia DR2 5290715954179096320" 12.88049 0.97379 1.15040 0.01206 1.10683 0.01839 0.40
"Gaia DR2 5290636377025252864" 12.88812 1.01831 1.14716 0.01195 1.09725 0.02078 0.69
"Gaia DR2 5290707948359695488" 12.90046 0.97795 1.14640 0.01179 1.10214 0.01819 0.40
"Gaia DR2 5290667541308087168" 12.90146 0.91819 1.14868 0.01192 1.10778 0.01829 0.11
"Gaia DR2 5289898329843059584" 12.90605 1.07485 1.14088 0.01189 1.06046 0.03299 0.85
"Gaia DR2 5290724715912323840" 12.91953 0.93902 1.14409 0.01185 1.10218 0.01791 0.13
"Gaia DR2 5290802197122984192" 12.91970 0.85513 1.14755 0.01186 1.10957 0.01853 0.28
"Gaia DR2 5290650052201575040" 12.92021 0.92907 1.14436 0.01186 1.10307 0.01793 0.11
"Gaia DR2 5290820785740950656" 12.92898 0.89748 1.14389 0.01184 1.10383 0.01786 0.19
"Gaia DR2 5290841057986430336" 12.92932 0.89310 1.14399 0.01186 1.10409 0.01788 0.20
"Gaia DR2 5289845518925415808" 12.94778 0.94726 1.13794 0.01188 1.09607 0.01745 0.14
"Gaia DR2 5290652938419483904" 12.95791 0.93951 1.13620 0.01185 1.09474 0.01720 0.12
"Gaia DR2 5290824530952816896" 12.95879 0.90357 1.13744 0.01189 1.09756 0.01775 0.19
"Gaia DR2 5290664861248309760" 12.96205 0.94280 1.13520 0.01175 1.09351 0.01695 0.12
"Gaia DR2 5290782062316848896" 12.96532 0.92003 1.13551 0.01172 1.09471 0.01725 0.14
"Gaia DR2 5290710800218328192" 12.96833 0.98762 1.13195 0.01163 1.08895 0.01717 0.37
"Gaia DR2 5290667713106775040" 12.97508 0.94240 1.13249 0.01162 1.09120 0.01686 0.12
"Gaia DR2 5290896480243232896" 12.97848 0.99224 1.12973 0.01189 1.08683 0.01726 0.39
"Gaia DR2 5290712449485869056" 13.01599 0.96462 1.12338 0.01170 1.08309 0.01678 0.16
"Gaia DR2 5290914759623592192" 13.01775 0.91096 1.12549 0.01167 1.08616 0.01693 0.20
"Gaia DR2 5289715810913353600" 13.03449 0.97256 1.11939 0.01171 1.08007 0.01658 0.18
"Gaia DR2 5290705199580612224" 13.03637 0.96636 1.11923 0.01165 1.08015 0.01660 0.15
"Gaia DR2 5290814807146918016" 13.04271 0.94473 1.11894 0.01169 1.08047 0.01639 0.12
"Gaia DR2 5290037761662208256" 13.04366 0.81322 1.12424 0.01162 1.08753 0.01708 0.35
"Gaia DR2 5289982713061723008" 13.04900 0.91150 1.11909 0.01166 1.08155 0.01646 0.22
"Gaia DR2 5290770826682093312" 13.06516 0.96901 1.11335 0.01151 1.07588 0.01630 0.14
"Gaia DR2 5290655481040144256" 13.07421 0.95874 1.11196 0.01147 1.07502 0.01616 0.12
"Gaia DR2 5290011235944457088" 13.08108 0.92346 1.11213 0.01141 1.07598 0.01619 0.21
"Gaia DR2 5291031101698322304" 13.09703 0.93930 1.10845 0.01154 1.07252 0.01650 0.17
"Gaia DR2 5290340986354455936" 13.10293 0.93188 1.10757 0.01154 1.07207 0.01655 0.20
"Gaia DR2 5290842672894136064" 13.11514 0.93298 1.10511 0.01149 1.07008 0.01617 0.20
"Gaia DR2 5290836110184083840" 13.11565 1.01713 1.10146 0.01132 1.06391 0.01642 0.36
"Gaia DR2 5291035912061108992" 13.12319 0.91871 1.10412 0.01153 1.06972 0.01623 0.24
"Gaia DR2 5291010004818471680" 13.13078 0.98190 1.09993 0.01139 1.06376 0.01647 0.13
"Gaia DR2 5290823981196998784" 13.14436 0.94930 1.09872 0.01129 1.06362 0.01656 0.17
"Gaia DR2 5290725781064133760" 13.15189 0.97962 1.09607 0.01149 1.06032 0.01706 0.12
"Gaia DR2 5290000721864368768" 13.16605 0.93677 1.09500 0.01129 1.06044 0.01719 0.22
"Gaia DR2 5290886481559461760" 13.18180 0.97297 1.09037 0.01117 1.05600 0.01700 0.13
"Gaia DR2 5290844734478459648" 13.18797 0.92986 1.09101 0.01121 1.05743 0.01713 0.24
"Gaia DR2 5289844213255345920" 13.18873 0.99491 1.08823 0.01134 1.05290 0.01724 0.13
"Gaia DR2 5289982957879844608" 13.19073 0.98991 1.08809 0.01139 1.05290 0.01723 0.12
"Gaia DR2 5290951112226990336" 13.20695 0.96307 1.08615 0.01121 1.05192 0.01772 0.17
"Gaia DR2 5290719836829549056" 13.20814 0.99951 1.08429 0.01114 1.04911 0.01746 0.13
"Gaia DR2 5290667472588665600" 13.20902 0.96018 1.08590 0.01121 1.05165 0.01771 0.18
"Gaia DR2 5291005297534450560" 13.21527 0.96909 1.08423 0.01111 1.05028 0.01759 0.16
"Gaia DR2 5291093533342800512" 13.22167 1.20363 1.07320 0.01111 0.98959 0.02716 0.78
"Gaia DR2 5290757014067554688" 13.22373 0.97612 1.08229 0.01107 1.04788 0.01775 0.14
"Gaia DR2 5290713652076611200" 13.23690 1.02612 1.07785 0.01127 1.04110 0.01738 0.23
"Gaia DR2 5290668602159040512" 13.25045 1.14695 1.07020 0.01133 1.00833 0.02777 0.84
"Gaia DR2 5290000996742276224" 13.25353 0.96161 1.07745 0.01113 1.04298 0.01795 0.20
"Gaia DR2 5289886716251534336" 13.25521 1.05408 1.07312 0.01104 1.03476 0.01740 0.39
"Gaia DR2 5290730144750809472" 13.26573 1.01566 1.07275 0.01104 1.03666 0.01774 0.14
"Gaia DR2 5290994302418060160" 13.26688 0.98704 1.07369 0.01101 1.03863 0.01803 0.13
"Gaia DR2 5291151429501880832" 13.27327 1.03290 1.07062 0.01126 1.03395 0.01739 0.22
"Gaia DR2 5290821060618950912" 13.27369 0.98603 1.07251 0.01108 1.03742 0.01779 0.14
"Gaia DR2 5290718943476432512" 13.28637 1.01394 1.06899 0.01097 1.03343 0.01745 0.12
"Gaia DR2 5290779176098269696" 13.29142 0.89795 1.07284 0.01100 1.04025 0.01828 0.32
"Gaia DR2 5290935375466863104" 13.30111 0.98250 1.06736 0.01092 1.03282 0.01793 0.17
"Gaia DR2 5290769314853433600" 13.30113 1.20572 1.05807 0.01084 0.97778 0.02827 0.82
"Gaia DR2 5290753230194611968" 13.31054 0.97358 1.06600 0.01076 1.03177 0.01806 0.20
"Gaia DR2 5289873315953700608" 13.31607 1.02644 1.06293 0.01105 1.02694 0.01769 0.13
"Gaia DR2 5289839609050551552" 13.32468 1.03724 1.06090 0.01096 1.02431 0.01788 0.18
"Gaia DR2 5290745881512256000" 13.32502 0.98364 1.06302 0.01101 1.02853 0.01815 0.18
"Gaia DR2 5290710903297629824" 13.33166 1.20735 1.05251 0.01083 0.97216 0.02805 0.83
"Gaia DR2 5290704581105449856" 13.33591 1.05764 1.05784 0.01073 1.01983 0.01722 0.28
"Gaia DR2 5290793366670504320" 13.34709 1.01169 1.05761 0.01067 1.02231 0.01826 0.12
"Gaia DR2 5289913207611441024" 13.35851 1.01062 1.05569 0.01085 1.01960 0.01839 0.12
"Gaia DR2 5290742411177350144" 13.36314 0.99000 1.05569 0.01083 1.02056 0.01827 0.18
"Gaia DR2 5291114424063215232" 13.36613 1.00064 1.05475 0.01097 1.01882 0.01816 0.16
"Gaia DR2 5291030208344498560" 13.37995 0.97852 1.05313 0.01089 1.01783 0.01846 0.22
"Gaia DR2 5290740452672243968" 13.38048 1.03500 1.05046 0.01068 1.01347 0.01879 0.12
"Gaia DR2 5290761068516409216" 13.38546 0.99825 1.05108 0.01082 1.01501 0.01858 0.17
"Gaia DR2 5290817281048004736" 13.41116 1.02581 1.04542 0.01085 1.00876 0.01869 0.12
"Gaia DR2 5290341261232279680" 13.44111 1.00408 1.04091 0.01063 1.00409 0.01842 0.19
"Gaia DR2 5290816490774016128" 13.44329 1.01547 1.04005 0.01066 1.00316 0.01827 0.16
"Gaia DR2 5290816731292063872" 13.45825 1.00123 1.03791 0.01083 1.00184 0.01820 0.21
"Gaia DR2 5290423346646600704" 13.46777 1.05368 1.03396 0.01043 0.99627 0.01712 0.11
"Gaia DR2 5290829478754780288" 13.48737 1.18469 1.02521 0.01044 0.97500 0.02221 0.80
"Gaia DR2 5291002445676294016" 13.49164 1.03230 1.03068 0.01061 0.99392 0.01801 0.14
"Gaia DR2 5290847208379612544" 13.49840 1.02200 1.02986 0.01069 0.99357 0.01801 0.18
"Gaia DR2 5290767047110673280" 13.50124 1.02420 1.02924 0.01065 0.99289 0.01779 0.17
"Gaia DR2 5290036937028491008" 13.51261 1.01150 1.02765 0.01047 0.99184 0.01789 0.21
"Gaia DR2 5290762752143565184" 13.52794 1.03663 1.02420 0.01047 0.98740 0.01778 0.15
"Gaia DR2 5290721726615163648" 13.53404 1.05423 1.02219 0.01062 0.98469 0.01781 0.11
"Gaia DR2 5290902733714916864" 13.53618 1.06293 1.02141 0.01058 0.98366 0.01762 0.11
"Gaia DR2 5289888262439659136" 13.55798 1.06080 1.01769 0.01027 0.97944 0.01736 0.11
"Gaia DR2 5290007387653835648" 13.56379 1.01548 1.01840 0.01036 0.98157 0.01769 0.23
"Gaia DR2 5290772029272852864" 13.57508 1.05857 1.01491 0.01034 0.97640 0.01749 0.12
"Gaia DR2 5290997291715292800" 13.57610 1.07999 1.01364 0.01048 0.97479 0.01731 0.11
"Gaia DR2 5291173522814752640" 13.57828 1.06522 1.01398 0.01047 0.97550 0.01763 0.11
"Gaia DR2 5289806726781358464" 13.58319 1.14360 1.00992 0.01027 0.96837 0.01558 0.45
"Gaia DR2 5289951690518300416" 13.58431 1.03883 1.01398 0.01046 0.97620 0.01776 0.18
"Gaia DR2 5290722242011168512" 13.58524 1.07008 1.01246 0.01034 0.97372 0.01719 0.11
"Gaia DR2 5290034909804081792" 13.58574 1.02986 1.01414 0.01044 0.97654 0.01775 0.20
"Gaia DR2 5290019791519261824" 13.59162 1.03329 1.01287 0.01041 0.97537 0.01790 0.20
"Gaia DR2 5290898404387972736" 13.60657 1.05950 1.00933 0.01028 0.97082 0.01739 0.14
"Gaia DR2 5290671527037565696" 13.61889 1.05367 1.00749 0.01027 0.96885 0.01706 0.16
"Gaia DR2 5290669568532575232" 13.61904 1.10384 1.00528 0.01037 0.96590 0.01657 0.16
"Gaia DR2 5290646410069174400" 13.61928 1.07932 1.00635 0.01027 0.96734 0.01677 0.11
"Gaia DR2 5290767115830162560" 13.62129 1.14789 1.00294 0.01027 0.96206 0.01583 0.42
"Gaia DR2 5290799444043059584" 13.63514 1.06390 1.00403 0.01031 0.96604 0.01688 0.14
"Gaia DR2 5290951455824379264" 13.63599 1.06291 1.00396 0.01029 0.96591 0.01689 0.15
"Gaia DR2 5290723925638255104" 13.64970 1.13629 0.99888 0.01016 0.95843 0.01596 0.30
"Gaia DR2 5289787073010871424" 13.65375 1.13353 0.99823 0.01009 0.95797 0.01603 0.28
"Gaia DR2 5290643248973350016" 13.66929 1.27461 0.98995 0.01003 0.92143 0.02603 0.83
"Gaia DR2 5289926676628726400" 13.67175 1.08112 0.99711 0.01019 0.95861 0.01665 0.12
"Gaia DR2 5290815082024737152" 13.67868 1.26898 0.98850 0.01003 0.92274 0.02610 0.83
"Gaia DR2 5290645860313348608" 13.68374 1.12160 0.99356 0.01014 0.95437 0.01625 0.17
"Gaia DR2 5290720798902314240" 13.69494 1.11677 0.99195 0.01007 0.95276 0.01663 0.14
"Gaia DR2 5290954994877585920" 13.70023 1.25872 0.98536 0.01006 0.92767 0.02497 0.82
"Gaia DR2 5290946782899935872" 13.72024 1.06525 0.98955 0.01007 0.95206 0.01676 0.19
"Gaia DR2 5290732721731067136" 13.72323 1.18995 0.98429 0.00997 0.94203 0.01852 0.52
"Gaia DR2 5290725368747361920" 13.73486 1.14203 0.98424 0.00993 0.94463 0.01673 0.21
"Gaia DR2 5290722070212556544" 13.75315 1.27027 0.97617 0.00987 0.91987 0.02533 0.81
"Gaia DR2 5290409190434650496" 13.75662 1.10844 0.98178 0.00995 0.94378 0.01674 0.11
"Gaia DR2 5290664070974413696" 13.79506 1.10948 0.97552 0.00983 0.93783 0.01628 0.12
"Gaia DR2 5290672351671291776" 13.80157 1.09463 0.97503 0.00982 0.93763 0.01637 0.16
"Gaia DR2 5290752787819629056" 13.80379 1.09700 0.97460 0.00988 0.93725 0.01635 0.16
"Gaia DR2 5290657989300789632" 13.80628 1.22860 0.96897 0.00982 0.92726 0.01823 0.60
"Gaia DR2 5291094839012934272" 13.82141 1.15125 0.96934 0.00991 0.93149 0.01563 0.15
"Gaia DR2 5291106624402757632" 13.83633 1.01475 0.97217 0.00982 0.93633 0.01676 0.31
"Gaia DR2 5290850609994130560" 13.83860 1.09930 0.96868 0.00985 0.93199 0.01654 0.17
"Gaia DR2 5289926401750888064" 13.84902 1.16440 0.96430 0.00980 0.92649 0.01635 0.19
"Gaia DR2 5290641943303303168" 13.85240 1.13754 0.96472 0.00975 0.92731 0.01640 0.10
"Gaia DR2 5290795119017167232" 13.85768 1.09300 0.96564 0.00978 0.92908 0.01638 0.20
"Gaia DR2 5290653350736340736" 13.87356 1.31842 0.95432 0.00985 0.89350 0.02665 0.81
"Gaia DR2 5290923452637893376" 13.90193 1.18157 0.95499 0.00968 0.91818 0.01613 0.21
"Gaia DR2 5290672557829815296" 13.90880 1.14755 0.95524 0.00969 0.91919 0.01640 0.10
"Gaia DR2 5290888199546264576" 13.91427 1.11938 0.95543 0.00965 0.91978 0.01674 0.17
"Gaia DR2 5290618956638156672" 13.91703 1.17462 0.95295 0.00970 0.91685 0.01609 0.16
"Gaia DR2 5290703687752332544" 13.91743 1.23349 0.95074 0.00969 0.91262 0.01640 0.48
"Gaia DR2 5290724681552585088" 13.94330 1.15449 0.94937 0.00959 0.91465 0.01633 0.10
"Gaia DR2 5289877576561348480" 13.95270 1.13761 0.94849 0.00972 0.91438 0.01620 0.14
"Gaia DR2 5289751579400878336" 13.95388 1.26165 0.94381 0.00960 0.90510 0.01649 0.58
"Gaia DR2 5290635414952667392" 13.95560 1.23430 0.94452 0.00962 0.90782 0.01552 0.43
"Gaia DR2 5289992372447986816" 13.96017 1.15544 0.94665 0.00972 0.91256 0.01568 0.11
"Gaia DR2 5290730385268977536" 13.96717 1.14330 0.94597 0.00974 0.91226 0.01575 0.14
"Gaia DR2 5289914478921674880" 13.97597 1.20068 0.94256 0.00964 0.90750 0.01493 0.22
"Gaia DR2 5290411252018835584" 13.97858 1.38557 0.93507 0.00955 0.86736 0.02915 0.78
"Gaia DR2 5291244853630884096" 13.98369 1.16808 0.94259 0.00962 0.90851 0.01519 0.10
"Gaia DR2 5290704409306836608" 13.99381 1.23677 0.93818 0.00969 0.90286 0.01502 0.39
"Gaia DR2 5290726262100476032" 14.00031 1.16139 0.94001 0.00958 0.90685 0.01583 0.11
"Gaia DR2 5290740830629369344" 14.00122 1.18661 0.93889 0.00958 0.90523 0.01538 0.12
"Gaia DR2 5290815185103954048" 14.00313 1.14922 0.94003 0.00960 0.90718 0.01576 0.14
"Gaia DR2 5290770448724704896" 14.00322 1.20259 0.93792 0.00963 0.90403 0.01515 0.19
"Gaia DR2 5290840954907199872" 14.00753 1.15254 0.93918 0.00956 0.90644 0.01578 0.14
"Gaia DR2 5290768971256039296" 14.01374 1.16152 0.93784 0.00960 0.90505 0.01539 0.12
"Gaia DR2 5289975364377712256" 14.01388 1.19417 0.93670 0.00958 0.90311 0.01500 0.14
"Gaia DR2 5290645791593868288" 14.01886 1.14286 0.93770 0.00959 0.90529 0.01563 0.17
"Gaia DR2 5291028043680884096" 14.05549 1.21458 0.92925 0.00953 0.89586 0.01501 0.19
"Gaia DR2 5290764263972054784" 14.05662 1.37406 0.92303 0.00957 0.86446 0.02645 0.82
"Gaia DR2 5290738906484117248" 14.06035 1.16895 0.93021 0.00953 0.89754 0.01525 0.13
"Gaia DR2 5290017592496087296" 14.06161 1.15902 0.93039 0.00957 0.89807 0.01546 0.15
"Gaia DR2 5291008596069161856" 14.06809 1.36261 0.92166 0.00958 0.86952 0.02372 0.81
"Gaia DR2 5290664070974326272" 14.07131 1.17576 0.92832 0.00949 0.89604 0.01498 0.12
"Gaia DR2 5290919295109011712" 14.08402 1.15122 0.92723 0.00942 0.89554 0.01541 0.19
"Gaia DR2 5291027390845814912" 14.09108 1.14752 0.92627 0.00938 0.89498 0.01556 0.20
"Gaia DR2 5290670393166282496" 14.09430 1.16955 0.92483 0.00940 0.89330 0.01523 0.15
"Gaia DR2 5289907843192345472" 14.11901 1.17994 0.92068 0.00936 0.88949 0.01450 0.13
"Gaia DR2 5289993162721899264" 14.12134 1.21623 0.91887 0.00942 0.88740 0.01338 0.13
"Gaia DR2 5290673038866056192" 14.12594 1.18498 0.91940 0.00936 0.88822 0.01422 0.13
"Gaia DR2 5290651323511794816" 14.12844 1.18564 0.91891 0.00938 0.88800 0.01418 0.13
"Gaia DR2 5290884797933312640" 14.14918 1.25772 0.91300 0.00940 0.88176 0.01239 0.30
"Gaia DR2 5289895065667973760" 14.15382 1.25823 0.91231 0.00928 0.88119 0.01253 0.30
"Gaia DR2 5289976360810053888" 14.15716 1.18924 0.91430 0.00930 0.88434 0.01315 0.13
"Gaia DR2 5290824771470856576" 14.16591 1.21723 0.91198 0.00929 0.88193 0.01250 0.10
"Gaia DR2 5289872972356315520" 14.17086 1.20629 0.91168 0.00936 0.88182 0.01264 0.11
"Gaia DR2 5290708291957076480" 14.17533 1.22534 0.91027 0.00923 0.88059 0.01267 0.12
"Gaia DR2 5289926573549512064" 14.17700 1.18368 0.91160 0.00934 0.88207 0.01295 0.16
"Gaia DR2 5290802472000890752" 14.17908 1.19514 0.91071 0.00929 0.88138 0.01276 0.13
"Gaia DR2 5290767459427547136" 14.18260 1.19432 0.91032 0.00923 0.88087 0.01292 0.14
"Gaia DR2 5291044089678689408" 14.19359 1.17139 0.90948 0.00928 0.88057 0.01327 0.20
"Gaia DR2 5290669568532574720" 14.20996 1.19119 0.90619 0.00925 0.87781 0.01312 0.16
"Gaia DR2 5290819342632176512" 14.21063 1.26243 0.90343 0.00932 0.87419 0.01248 0.25
"Gaia DR2 5290823671959351936" 14.24706 1.20681 0.89988 0.00916 0.87235 0.01291 0.15
"Gaia DR2 5290673348103622272" 14.24919 1.23433 0.89857 0.00917 0.87095 0.01264 0.10
"Gaia DR2 5290950906068692992" 14.25127 1.22427 0.89862 0.00915 0.87116 0.01275 0.11
"Gaia DR2 5291043917879994880" 14.25436 1.19425 0.89921 0.00919 0.87196 0.01309 0.18
