# Subset of stars selected as members
ID Mag Col Mass_mu Mass_std Mass_binar_mu Mass_binar_std P_binar
"Gaia DR2 5290024533163062144" 8.26253 -0.00770 3.46005 0.09181 3.13239 0.13699 0.39
"Gaia DR2 5290722929205920640" 8.31543 0.06321 3.42440 0.08854 3.08888 0.12246 0.33
"Gaia DR2 5290832364972775808" 8.34036 0.00861 3.40878 0.08747 3.07842 0.12561 0.36
"Gaia DR2 5289877744061776896" 8.35180 0.05593 3.39994 0.08647 3.06486 0.11917 0.28
"Gaia DR2 5290818586713364352" 8.35876 0.08421 3.39496 0.08608 3.05389 0.12029 0.52
"Gaia DR2 5290769211774211968" 8.36205 0.04842 3.39353 0.08601 3.05920 0.12189 0.27
"Gaia DR2 5290722860486442752" 8.48378 0.12984 3.30759 0.07940 2.94087 0.11318 0.74
"Gaia DR2 5290814768486344320" 8.53027 0.10767 3.27547 0.07720 2.91336 0.11654 0.67
"Gaia DR2 5290795187732777088" 8.53327 0.22883 3.26972 0.07637 2.88865 0.10988 0.58
"Gaia DR2 5290669774690987776" 8.73543 0.17354 3.12475 0.06767 2.74189 0.10563 0.71
"Gaia DR2 5290718737318003840" 8.75936 0.15102 3.10796 0.06710 2.72413 0.10468 0.78
"Gaia DR2 5290816009737675392" 8.76070 0.05321 3.11085 0.06717 2.73737 0.11639 0.23
"Gaia DR2 5290722929205920896" 8.76551 0.12591 3.10456 0.06673 2.72422 0.10841 0.70
"Gaia DR2 5290949669118299776" 8.84866 0.04139 3.04654 0.06372 2.67073 0.11129 0.27
"Gaia DR2 5290723891278514048" 8.89275 0.11205 3.01093 0.06210 2.62627 0.10313 0.41
"Gaia DR2 5290706711409106304" 8.89389 0.14035 3.00864 0.06184 2.61972 0.10326 0.72
"Gaia DR2 5290720455304928512" 8.98401 0.17813 2.93987 0.05870 2.55269 0.10252 0.81
"Gaia DR2 5289743779740249728" 9.03882 0.16926 2.89922 0.05687 2.51401 0.10320 0.81
"Gaia DR2 5290767150189898496" 9.05742 0.08259 2.88984 0.05680 2.49525 0.10578 0.17
"Gaia DR2 5290696128609865600" 9.06159 0.12289 2.88470 0.05658 2.49084 0.10596 0.35
"Gaia DR2 5290882564550310016" 9.14871 0.13871 2.81847 0.05412 2.41873 0.10397 0.43
"Gaia DR2 5290738562881739648" 9.16021 0.15109 2.80931 0.05384 2.41297 0.10395 0.55
"Gaia DR2 5289732784624068736" 9.19104 0.16077 2.78590 0.05294 2.39058 0.10293 0.61
"Gaia DR2 5289938290220478848" 9.24301 0.14708 2.74816 0.05176 2.34235 0.09906 0.41
"Gaia DR2 5290723135364356736" 9.24458 0.21184 2.74254 0.05161 2.38330 0.10261 0.85
"Gaia DR2 5289876270891357824" 9.26558 0.18508 2.72883 0.05137 2.34061 0.09961 0.76
"Gaia DR2 5290657336465950976" 9.33183 0.12867 2.68354 0.04933 2.27672 0.08807 0.17
"Gaia DR2 5290859406087169152" 9.34732 0.15264 2.67058 0.04957 2.26471 0.08609 0.34
"Gaia DR2 5290722173291771136" 9.37094 0.16760 2.65230 0.04901 2.25199 0.08452 0.46
"Gaia DR2 5290726777496558080" 9.40636 0.09618 2.63118 0.04832 2.22788 0.08043 0.18
"Gaia DR2 5290673519902401024" 9.40886 0.15351 2.62530 0.04787 2.22967 0.08470 0.28
"Gaia DR2 5290730144750808192" 9.41580 0.17286 2.61900 0.04800 2.23129 0.08601 0.45
"Gaia DR2 5290001134181211264" 9.42947 0.12274 2.61249 0.04783 2.21635 0.08277 0.12
"Gaia DR2 5290719665030852096" 9.43052 0.14620 2.61008 0.04758 2.21887 0.08364 0.21
"Gaia DR2 5290667949324010240" 9.43083 0.24414 2.60294 0.04762 2.26497 0.08885 0.87
"Gaia DR2 5290673829139963520" 9.46618 0.30478 2.57250 0.04683 2.26058 0.08611 0.73
"Gaia DR2 5290816937450497408" 9.47562 0.14902 2.57727 0.04699 2.19118 0.08557 0.19
"Gaia DR2 5290847380178313856" 9.53072 0.10177 2.54091 0.04586 2.16402 0.08616 0.19
"Gaia DR2 5290863804133456640" 9.55457 0.11861 2.52256 0.04531 2.16677 0.09112 0.15
"Gaia DR2 5291062472139045760" 9.55932 0.14417 2.51719 0.04524 2.16991 0.09268 0.12
"Gaia DR2 5290721486096996736" 9.56718 0.17484 2.50944 0.04507 2.17626 0.09548 0.29
"Gaia DR2 5290770586163654656" 9.56942 0.33479 2.49474 0.04475 2.18236 0.08475 0.73
"Gaia DR2 5290816800011540992" 9.57458 0.13777 2.50711 0.04489 2.17359 0.09533 0.11
"Gaia DR2 5290949566038905984" 9.60802 0.11102 2.48524 0.04446 2.17330 0.10187 0.18
"Gaia DR2 5290821060618951296" 9.62176 0.17211 2.47020 0.04385 2.17497 0.09846 0.21
"Gaia DR2 5290816147171750272" 9.62975 0.34419 2.45052 0.04396 2.13168 0.07978 0.74
"Gaia DR2 5290724200516244608" 9.64871 0.25533 2.44414 0.04377 2.15561 0.09663 0.81
"Gaia DR2 5290725265668145664" 9.65084 0.12901 2.45342 0.04335 2.18321 0.09535 0.14
"Gaia DR2 5291137857405153792" 9.70183 0.20094 2.41109 0.04247 2.16736 0.09175 0.34
"Gaia DR2 5290816318975199744" 9.70315 0.18236 2.41152 0.04250 2.17097 0.09130 0.20
"Gaia DR2 5289976085932146560" 9.70947 0.15736 2.40989 0.04251 2.17508 0.08961 0.10
"Gaia DR2 5290723685120164096" 9.79180 0.40070 2.33006 0.04161 1.97879 0.07310 0.73
"Gaia DR2 5290722345090384768" 9.83146 0.31076 2.31070 0.04043 2.05624 0.08987 0.90
"Gaia DR2 5290825836622877440" 9.85252 0.22024 2.30493 0.04018 2.11993 0.05545 0.31
"Gaia DR2 5290772201071458944" 9.86643 0.15167 2.30204 0.03969 2.13039 0.04483 0.14
"Gaia DR2 5290721383017776896" 9.87512 0.32941 2.27891 0.03976 2.00706 0.09368 0.92
"Gaia DR2 5290921975169123712" 9.91199 0.22409 2.26453 0.03881 2.09870 0.03784 0.27
"Gaia DR2 5290763611136930176" 9.91438 0.21576 2.26380 0.03882 2.09874 0.03798 0.21
"Gaia DR2 5290724337955116672" 9.95831 0.21624 2.23475 0.03781 2.07745 0.03591 0.17
"Gaia DR2 5290708291951869312" 9.98423 0.26465 2.21289 0.03749 2.05507 0.03560 0.46
"Gaia DR2 5290901290606131584" 10.02494 0.19888 2.19371 0.03661 2.04561 0.03366 0.08
"Gaia DR2 5290722035852820736" 10.06933 0.22209 2.16327 0.03565 2.01992 0.03465 0.10
"Gaia DR2 5290929877908984704" 10.09895 0.26783 2.14008 0.03531 2.00011 0.03382 0.34
"Gaia DR2 5290009621036840064" 10.11292 0.20696 2.13818 0.03477 2.00107 0.03437 0.08
"Gaia DR2 5290829410035301376" 10.11336 0.26664 2.13137 0.03493 1.99274 0.03309 0.32
"Gaia DR2 5290725437466835840" 10.15846 0.22378 2.10900 0.03409 1.97675 0.03200 0.07
"Gaia DR2 5290398951232592384" 10.16127 0.21563 2.10834 0.03393 1.97628 0.03188 0.08
"Gaia DR2 5290739662398290432" 10.16636 0.26666 2.09957 0.03402 1.96855 0.03087 0.25
"Gaia DR2 5290769658450722816" 10.18177 0.26615 2.09042 0.03365 1.96174 0.03094 0.23
"Gaia DR2 5290816112816893056" 10.19561 0.58465 2.04422 0.03401 1.71909 0.02825 0.72
"Gaia DR2 5290671286515026304" 10.22384 0.28803 2.06324 0.03280 1.94119 0.03114 0.32
"Gaia DR2 5289697497169250176" 10.22966 0.23470 2.06623 0.03279 1.94479 0.03115 0.07
"Gaia DR2 5291027871882168576" 10.23715 0.22745 2.06262 0.03251 1.94184 0.03094 0.09
"Gaia DR2 5290838274842249984" 10.25114 0.24258 2.05303 0.03243 1.93297 0.03064 0.07
"Gaia DR2 5290895518170546816" 10.25129 0.29373 2.04680 0.03237 1.92642 0.02977 0.32
"Gaia DR2 5290747084103123712" 10.28050 0.27639 2.03246 0.03188 1.91602 0.02977 0.17
"Gaia DR2 5291009523782112640" 10.29385 0.25156 2.02807 0.03150 1.91259 0.02958 0.07
"Gaia DR2 5290636583183684992" 10.29718 0.43734 2.00375 0.03178 1.83345 0.04641 0.92
"Gaia DR2 5290722379450124672" 10.30875 0.55855 1.98184 0.03177 1.68579 0.02689 0.80
"Gaia DR2 5291032613526130048" 10.33360 0.27963 2.00286 0.03097 1.89310 0.02873 0.13
"Gaia DR2 5290669431093618816" 10.33776 0.27067 2.00156 0.03072 1.89253 0.02860 0.09
"Gaia DR2 5290749386201860480" 10.33823 0.53349 1.96872 0.03140 1.68460 0.02775 0.86
"Gaia DR2 5289989692388398080" 10.35751 0.29435 1.98820 0.03037 1.88157 0.02828 0.18
"Gaia DR2 5290642694916327424" 10.36224 0.33758 1.98027 0.03050 1.87404 0.02873 0.44
"Gaia DR2 5290814463549522048" 10.37356 0.33111 1.97513 0.03033 1.86956 0.02831 0.39
"Gaia DR2 5291102123276830592" 10.40940 0.26026 1.96494 0.02958 1.86344 0.02777 0.10
"Gaia DR2 5290923143397680640" 10.43146 0.27843 1.95125 0.02917 1.85254 0.02760 0.07
"Gaia DR2 5290943072048101376" 10.45170 0.31379 1.93641 0.02884 1.84002 0.02732 0.16
"Gaia DR2 5290672695264349184" 10.46505 0.32695 1.92823 0.02871 1.83258 0.02855 0.22
"Gaia DR2 5290654244089553536" 10.53016 0.33441 1.89515 0.02745 1.80387 0.02899 0.16
"Gaia DR2 5290809687541511040" 10.55484 0.34831 1.88162 0.02692 1.79222 0.02880 0.20
"Gaia DR2 5290721760974905088" 10.56023 0.39961 1.87233 0.02682 1.78270 0.02818 0.50
"Gaia DR2 5290737119777616640" 10.57646 0.36933 1.86880 0.02655 1.78052 0.02865 0.29
"Gaia DR2 5289950487924058752" 10.61322 0.35780 1.85352 0.02573 1.76756 0.02859 0.15
"Gaia DR2 5291055462752429440" 10.61413 0.34549 1.85475 0.02574 1.76880 0.02864 0.09
"Gaia DR2 5289893004083666304" 10.63377 0.34936 1.84547 0.02537 1.76049 0.02716 0.09
"Gaia DR2 5290743682487671552" 10.63770 0.37156 1.84077 0.02529 1.75521 0.02660 0.19
"Gaia DR2 5290776908350801664" 10.66276 0.40332 1.82561 0.02488 1.74242 0.02576 0.34
"Gaia DR2 5290030339954374912" 10.68040 0.34168 1.82626 0.02457 1.74401 0.02640 0.08
"Gaia DR2 5290901290606134656" 10.69148 0.40607 1.81297 0.02438 1.73248 0.02537 0.30
"Gaia DR2 5290770276926009600" 10.69326 0.47986 1.80227 0.02426 1.72112 0.02396 0.72
"Gaia DR2 5289877748360039168" 10.69950 0.44016 1.80500 0.02424 1.72540 0.02487 0.49
"Gaia DR2 5290715370058746368" 10.70803 0.40609 1.80607 0.02409 1.72662 0.02531 0.27
"Gaia DR2 5290768043538081280" 10.70901 0.40155 1.80623 0.02410 1.72685 0.02535 0.24
"Gaia DR2 5290779760210781056" 10.71272 0.38230 1.80726 0.02397 1.72799 0.02515 0.12
"Gaia DR2 5290719115275116288" 10.73936 0.53240 1.77614 0.02339 1.69120 0.02809 0.86
"Gaia DR2 5290836522500952832" 10.74075 0.42340 1.79017 0.02355 1.71308 0.02342 0.31
"Gaia DR2 5290816628212850176" 10.75182 0.39805 1.78915 0.02348 1.71239 0.02380 0.14
"Gaia DR2 5290004673234138112" 10.75476 0.40025 1.78768 0.02334 1.71114 0.02399 0.15
"Gaia DR2 5291247602410155392" 10.76334 0.46175 1.77598 0.02315 1.70089 0.02486 0.50
"Gaia DR2 5291241829974083840" 10.76359 0.41227 1.78246 0.02323 1.70691 0.02468 0.20
"Gaia DR2 5289930181318610432" 10.76495 0.41165 1.78203 0.02324 1.70649 0.02474 0.19
"Gaia DR2 5290828928999061120" 10.76834 0.43096 1.77810 0.02318 1.70347 0.02452 0.30
"Gaia DR2 5290850472555175168" 10.77477 0.40901 1.77843 0.02314 1.70403 0.02468 0.16
"Gaia DR2 5290822538087854976" 10.79121 0.38606 1.77497 0.02289 1.70149 0.02475 0.07
"Gaia DR2 5290762030585055488" 10.79249 0.40064 1.77258 0.02278 1.69917 0.02489 0.09
"Gaia DR2 5290671286515023744" 10.80250 0.49445 1.75632 0.02256 1.68170 0.02400 0.61
"Gaia DR2 5290781203323379456" 10.80502 0.41568 1.76571 0.02269 1.69210 0.02441 0.14
"Gaia DR2 5290718806032777600" 10.80528 0.42654 1.76416 0.02267 1.69070 0.02417 0.20
"Gaia DR2 5290780997164946176" 10.80993 0.43198 1.76158 0.02260 1.68824 0.02408 0.22
"Gaia DR2 5289811949461425280" 10.81492 0.69134 1.72572 0.02177 1.53819 0.02825 0.83
"Gaia DR2 5290722242006786432" 10.83286 0.44454 1.75114 0.02228 1.67873 0.02418 0.25
"Gaia DR2 5290742582976042496" 10.84604 0.46608 1.74336 0.02202 1.67188 0.02440 0.36
"Gaia DR2 5290650705036608256" 10.85247 0.50495 1.73586 0.02186 1.66371 0.02498 0.57
"Gaia DR2 5290720901976984576" 10.90160 0.48448 1.72037 0.02130 1.64927 0.02645 0.35
"Gaia DR2 5290968085934209152" 10.90516 0.43914 1.72481 0.02152 1.65523 0.02589 0.09
"Gaia DR2 5289833213840076544" 10.94890 0.51153 1.69985 0.02071 1.62796 0.02701 0.41
"Gaia DR2 5290940976104125696" 10.95524 0.43625 1.70699 0.02094 1.63654 0.02732 0.08
"Gaia DR2 5290765019886216448" 10.95587 0.50944 1.69775 0.02071 1.62585 0.02716 0.38
"Gaia DR2 5290726914930519424" 10.99676 0.69281 1.66145 0.01962 1.50111 0.03212 0.91
"Gaia DR2 5290648093696480640" 11.00104 0.60964 1.66985 0.01991 1.58724 0.03256 0.80
"Gaia DR2 5290747943096587776" 11.02315 0.52146 1.67285 0.01997 1.60067 0.02634 0.31
"Gaia DR2 5290833189601524480" 11.02603 0.49277 1.67527 0.02014 1.60341 0.02717 0.14
"Gaia DR2 5290721554811929856" 11.03965 0.57555 1.66082 0.01967 1.58687 0.02724 0.59
"Gaia DR2 5290868820655092992" 11.07642 0.51831 1.65530 0.01944 1.58263 0.02669 0.18
"Gaia DR2 5290671698836255616" 11.07761 0.51152 1.65572 0.01943 1.58329 0.02676 0.14
"Gaia DR2 5290682693952246656" 11.08239 0.58228 1.64583 0.01926 1.57143 0.02656 0.55
"Gaia DR2 5290832468051992320" 11.09639 0.52317 1.64805 0.01929 1.57485 0.02634 0.17
"Gaia DR2 5290864800565868544" 11.11143 0.72878 1.62026 0.01842 1.46541 0.03157 0.88
"Gaia DR2 5290633662602127232" 11.11896 0.54959 1.63767 0.01909 1.56499 0.02526 0.29
"Gaia DR2 5290739147002207232" 11.12945 0.53728 1.63563 0.01910 1.56271 0.02502 0.19
"Gaia DR2 5290669602892315520" 11.13526 0.54583 1.63289 0.01893 1.56016 0.02476 0.23
"Gaia DR2 5290739181361937024" 11.14137 0.55631 1.62968 0.01890 1.55673 0.02437 0.28
"Gaia DR2 5290718806037481728" 11.14310 0.54833 1.62997 0.01890 1.55695 0.02457 0.23
"Gaia DR2 5290706196007797760" 11.14654 0.55163 1.62848 0.01894 1.55547 0.02464 0.24
"Gaia DR2 5290720111707457152" 11.17219 0.76400 1.59762 0.01804 1.44327 0.03100 0.83
"Gaia DR2 5291237328844633472" 11.19497 0.58320 1.60973 0.01843 1.53752 0.02453 0.34
"Gaia DR2 5291199704935161600" 11.19693 0.55073 1.61265 0.01863 1.54077 0.02481 0.14
"Gaia DR2 5290740929411321216" 11.20302 0.57307 1.60823 0.01842 1.53610 0.02458 0.26
"Gaia DR2 5290771204639131648" 11.20466 0.55158 1.61008 0.01852 1.53808 0.02486 0.13
"Gaia DR2 5290766737873019648" 11.24197 0.59935 1.59334 0.01822 1.52299 0.02433 0.35
"Gaia DR2 5290019997677687424" 11.24501 0.56176 1.59642 0.01834 1.52601 0.02426 0.12
"Gaia DR2 5291106383884588672" 11.24668 0.55711 1.59637 0.01835 1.52596 0.02435 0.10
"Gaia DR2 5290006150703319936" 11.24677 0.54716 1.59728 0.01834 1.52677 0.02420 0.08
"Gaia DR2 5290671527037564672" 11.25800 0.65786 1.58237 0.01797 1.50572 0.02751 0.67
"Gaia DR2 5290918573554531584" 11.25954 0.58127 1.58982 0.01818 1.51966 0.02383 0.20
"Gaia DR2 5290738356723303936" 11.27768 0.55990 1.58630 0.01819 1.51547 0.02324 0.08
"Gaia DR2 5291103463306757120" 11.28963 0.67279 1.57117 0.01766 1.49622 0.02738 0.70
"Gaia DR2 5290815872298718208" 11.29438 0.76257 1.56122 0.01734 1.42044 0.03425 0.88
"Gaia DR2 5291032132489758208" 11.29875 0.57849 1.57790 0.01804 1.50669 0.02292 0.12
"Gaia DR2 5289946399118750848" 11.31621 0.62395 1.56803 0.01783 1.49779 0.02378 0.36
"Gaia DR2 5290777419450772352" 11.32259 0.61975 1.56647 0.01774 1.49665 0.02371 0.32
"Gaia DR2 5290701935405663744" 11.33876 0.66777 1.55702 0.01755 1.48412 0.02710 0.60
"Gaia DR2 5291101607880805376" 11.34186 0.59690 1.56292 0.01776 1.49333 0.02299 0.14
"Gaia DR2 5289748349585460352" 11.35513 0.58710 1.55976 0.01777 1.49092 0.02241 0.09
"Gaia DR2 5289934751163440000" 11.35723 0.59321 1.55852 0.01776 1.48969 0.02250 0.10
"Gaia DR2 5290616517096896512" 11.38019 0.65179 1.54608 0.01755 1.47667 0.02504 0.42
"Gaia DR2 5289803119005929344" 11.40302 0.66533 1.53797 0.01722 1.46820 0.02626 0.47
"Gaia DR2 5290664891307297920" 11.40453 0.77547 1.52780 0.01679 1.39547 0.03882 0.88
"Gaia DR2 5290748424132935552" 11.41879 0.69526 1.53074 0.01715 1.45728 0.02917 0.63
"Gaia DR2 5290716881891963520" 11.41956 0.75069 1.52556 0.01693 1.41982 0.04066 0.86
"Gaia DR2 5290763095740848128" 11.42024 0.63587 1.53560 0.01739 1.46812 0.02400 0.24
"Gaia DR2 5290704306227620992" 11.43768 0.72428 1.52268 0.01696 1.43993 0.03532 0.76
"Gaia DR2 5290718599879047168" 11.46207 0.67622 1.51962 0.01711 1.45123 0.02365 0.44
"Gaia DR2 5290730488348194304" 11.46944 0.66836 1.51817 0.01705 1.45032 0.02329 0.37
"Gaia DR2 5291171701748700032" 11.48446 0.66070 1.51449 0.01711 1.44799 0.02204 0.29
"Gaia DR2 5290935341107132800" 11.49559 0.64800 1.51219 0.01700 1.44699 0.02118 0.18
"Gaia DR2 5290790446088863360" 11.49740 0.68174 1.50892 0.01699 1.44324 0.02289 0.41
"Gaia DR2 5290719390148237184" 11.50242 0.66848 1.50861 0.01704 1.44365 0.02183 0.31
"Gaia DR2 5290348339338231296" 11.50728 0.55243 1.51713 0.01746 1.45073 0.02098 0.27
"Gaia DR2 5290814875866306432" 11.54772 0.69393 1.49332 0.01679 1.42889 0.02625 0.41
"Gaia DR2 5290000309547500800" 11.55720 0.63138 1.49547 0.01695 1.43369 0.02085 0.11
"Gaia DR2 5290741036787805440" 11.57190 0.65810 1.48914 0.01672 1.42792 0.02277 0.12
"Gaia DR2 5290020650512718336" 11.59016 0.69431 1.48103 0.01650 1.41850 0.02578 0.33
"Gaia DR2 5289922244222398336" 11.60145 0.75638 1.47319 0.01633 1.39642 0.03727 0.74
"Gaia DR2 5290721554816473856" 11.60324 0.71861 1.47551 0.01643 1.40930 0.03050 0.49
"Gaia DR2 5290941835097576704" 11.60380 0.68102 1.47803 0.01652 1.41656 0.02397 0.21
"Gaia DR2 5290776633477524352" 11.60410 0.70039 1.47660 0.01658 1.41364 0.02632 0.35
"Gaia DR2 5290944137200387200" 11.60977 0.70312 1.47486 0.01645 1.41125 0.02762 0.36
"Gaia DR2 5290955544632800000" 11.62350 0.75013 1.46742 0.01633 1.39621 0.03435 0.67
"Gaia DR2 5290765397843334912" 11.62710 0.80251 1.46267 0.01609 1.35304 0.04375 0.86
"Gaia DR2 5290606140456026368" 11.63921 0.70977 1.46591 0.01630 1.40501 0.02440 0.36
"Gaia DR2 5290822022691634688" 11.64121 0.68009 1.46748 0.01646 1.40801 0.02274 0.15
"Gaia DR2 5290655549759621888" 11.65290 0.69259 1.46312 0.01641 1.40456 0.02274 0.21
"Gaia DR2 5291040103949259264" 11.70228 0.67869 1.45018 0.01618 1.39229 0.02170 0.10
"Gaia DR2 5291188812898066560" 11.71604 0.73998 1.44218 0.01586 1.37927 0.02911 0.45
"Gaia DR2 5290768215341699840" 11.71909 0.83829 1.43485 0.01566 1.31197 0.04103 0.87
"Gaia DR2 5290616791974803072" 11.73797 0.72672 1.43687 0.01605 1.37683 0.02661 0.31
"Gaia DR2 5290922593644422528" 11.74235 0.73489 1.43509 0.01585 1.37384 0.02782 0.37
"Gaia DR2 5290854939321026816" 11.80085 0.71678 1.42012 0.01576 1.36422 0.02297 0.14
"Gaia DR2 5290937505770739456" 11.80418 0.70366 1.42002 0.01579 1.36487 0.02160 0.10
"Gaia DR2 5290819651869671552" 11.81188 0.70942 1.41757 0.01568 1.36235 0.02171 0.11
"Gaia DR2 5291085321365182464" 11.81647 0.65236 1.41981 0.01596 1.36549 0.02107 0.25
"Gaia DR2 5290664929967787264" 11.81749 0.73751 1.41430 0.01563 1.35640 0.02487 0.26
"Gaia DR2 5289977872638551808" 11.82038 0.72319 1.41441 0.01569 1.35839 0.02270 0.16
"Gaia DR2 5290721142499618816" 11.83514 0.74612 1.40915 0.01555 1.35016 0.02549 0.29
"Gaia DR2 5290669602892315008" 11.83617 0.72378 1.41004 0.01551 1.35457 0.02234 0.14
"Gaia DR2 5289883417716710272" 11.83967 0.95518 1.39559 0.01495 1.24392 0.03102 0.71
"Gaia DR2 5290040544801035136" 11.86194 0.73438 1.40244 0.01535 1.34665 0.02359 0.17
"Gaia DR2 5289960619749942784" 11.86280 0.70495 1.40381 0.01553 1.35003 0.02167 0.12
"Gaia DR2 5290720867621791488" 11.87203 0.76179 1.39812 0.01535 1.33947 0.02589 0.36
"Gaia DR2 5290737218559327232" 11.88125 0.73773 1.39698 0.01535 1.34178 0.02236 0.17
"Gaia DR2 5290394690620893312" 11.88968 0.72376 1.39547 0.01524 1.34128 0.02125 0.11
"Gaia DR2 5290766188117237120" 11.89521 0.73658 1.39335 0.01537 1.33821 0.02196 0.14
"Gaia DR2 5290721898413863424" 11.90100 0.84377 1.38576 0.01508 1.29291 0.04439 0.83
"Gaia DR2 5290896067926369664" 11.90662 0.75243 1.38937 0.01521 1.33339 0.02372 0.23
"Gaia DR2 5290634418520265088" 11.90812 0.78884 1.38687 0.01510 1.32519 0.02844 0.51
"Gaia DR2 5290724681552584192" 11.91849 0.75803 1.38596 0.01519 1.32970 0.02395 0.25
"Gaia DR2 5290006734818801792" 11.91886 0.68771 1.38971 0.01531 1.33743 0.02040 0.22
"Gaia DR2 5290773919058477440" 11.93008 0.71142 1.38545 0.01528 1.33322 0.02138 0.14
"Gaia DR2 5291031582733905408" 11.94286 0.83520 1.37525 0.01491 1.29907 0.03904 0.77
"Gaia DR2 5290780997164946688" 11.94885 0.72127 1.37976 0.01503 1.32756 0.02145 0.13
"Gaia DR2 5290882461471091712" 11.96558 0.88739 1.36661 0.01469 1.23671 0.03933 0.89
"Gaia DR2 5290826867414904576" 11.97137 0.76027 1.37171 0.01486 1.31615 0.02323 0.19
"Gaia DR2 5290682797031462784" 11.97619 0.81632 1.36760 0.01476 1.30366 0.02968 0.61
"Gaia DR2 5290678360325641344" 11.99314 0.91707 1.35802 0.01445 1.21645 0.03053 0.85
"Gaia DR2 5290702107204358144" 11.99379 0.78330 1.36462 0.01476 1.30708 0.02527 0.33
"Gaia DR2 5290838962037067648" 12.00344 0.73037 1.36502 0.01485 1.31278 0.02103 0.13
"Gaia DR2 5290648712171776896" 12.00940 0.78373 1.36067 0.01495 1.30413 0.02378 0.30
"Gaia DR2 5290771032840440832" 12.01672 0.74470 1.36083 0.01498 1.30861 0.02106 0.11
"Gaia DR2 5290753749892394752" 12.02524 0.73657 1.35906 0.01477 1.30738 0.02104 0.13
"Gaia DR2 5290781443841554432" 12.03462 0.83267 1.35167 0.01454 1.28813 0.02863 0.65
"Gaia DR2 5290933829278574208" 12.04532 0.89674 1.34566 0.01458 1.22964 0.03894 0.88
"Gaia DR2 5290646130890161536" 12.04570 0.76654 1.35218 0.01473 1.29789 0.02164 0.14
"Gaia DR2 5290036627790843648" 12.04650 0.72983 1.35394 0.01479 1.30261 0.02048 0.16
"Gaia DR2 5289987115408111360" 12.05809 0.80855 1.34680 0.01454 1.28941 0.02502 0.43
"Gaia DR2 5290039720167307264" 12.05828 0.68332 1.35335 0.01483 1.30319 0.02029 0.29
"Gaia DR2 5291047968031896576" 12.05859 0.75407 1.34958 0.01458 1.29668 0.02022 0.11
"Gaia DR2 5290824290434649344" 12.06675 0.80695 1.34485 0.01465 1.28820 0.02448 0.40
"Gaia DR2 5289790642124240512" 12.07384 0.77740 1.34443 0.01462 1.29157 0.02180 0.17
"Gaia DR2 5290777522534884864" 12.07809 0.77949 1.34329 0.01453 1.29016 0.02206 0.18
"Gaia DR2 5290722310730727040" 12.08416 0.77624 1.34198 0.01431 1.28987 0.02117 0.15
"Gaia DR2 5289718078656029312" 12.08566 0.73697 1.34350 0.01456 1.29322 0.01998 0.17
"Gaia DR2 5290772269790935808" 12.08762 0.90272 1.33478 0.01425 1.22361 0.03768 0.88
"Gaia DR2 5289446774160819712" 12.10690 0.82744 1.33363 0.01413 1.27688 0.02525 0.50
"Gaia DR2 5290816486474806912" 12.10907 0.77516 1.33566 0.01440 1.28459 0.02022 0.13
"Gaia DR2 5290952074299736704" 12.11867 0.75131 1.33447 0.01437 1.28512 0.01965 0.14
"Gaia DR2 5290715507502414592" 12.12013 0.79988 1.33146 0.01440 1.27888 0.02169 0.26
"Gaia DR2 5290712449485868928" 12.12062 0.79564 1.33158 0.01440 1.27948 0.02114 0.23
