# Subset of stars selected as members
ID Mag Col Mass_mu Mass_std Mass_binar_mu Mass_binar_std P_binar
"Gaia DR2 5290393144437053824" 14.26088 1.22494 0.89284 0.01461 0.87035 0.01861 0.14
"Gaia DR2 5290918642274007808" 14.26564 1.06337 0.89796 0.01456 0.87832 0.01877 0.36
"Gaia DR2 5290740452672244480" 14.27428 1.37862 0.88514 0.01456 0.85442 0.02267 0.73
"Gaia DR2 5290803326698474880" 14.28225 1.25459 0.88839 0.01457 0.86591 0.01800 0.14
"Gaia DR2 5290770998480701184" 14.28684 1.23839 0.88832 0.01454 0.86639 0.01799 0.13
"Gaia DR2 5290741277305967232" 14.30318 1.20725 0.88718 0.01450 0.86612 0.01763 0.20
"Gaia DR2 5290801235050411136" 14.30318 1.21301 0.88697 0.01447 0.86575 0.01770 0.19
"Gaia DR2 5290669018776755584" 14.30579 1.45516 0.87761 0.01446 0.82353 0.02697 0.82
"Gaia DR2 5290722035852820224" 14.30685 1.26514 0.88458 0.01451 0.86170 0.01760 0.15
"Gaia DR2 5290833258325773312" 14.32371 1.21888 0.88376 0.01449 0.86217 0.01730 0.18
"Gaia DR2 5290769039975605760" 14.32563 1.21805 0.88354 0.01455 0.86189 0.01731 0.19
"Gaia DR2 5290854973680764288" 14.32618 1.22916 0.88295 0.01442 0.86111 0.01726 0.16
"Gaia DR2 5290723204083832704" 14.32845 1.25523 0.88168 0.01435 0.85936 0.01702 0.13
"Gaia DR2 5290829856711908608" 14.32935 1.44244 0.87454 0.01431 0.82771 0.02790 0.81
"Gaia DR2 5290712037169006336" 14.33236 1.34437 0.87784 0.01443 0.85289 0.01923 0.51
"Gaia DR2 5289978010077507328" 14.33274 1.28202 0.88006 0.01444 0.85709 0.01705 0.18
"Gaia DR2 5290870263764127488" 14.33839 1.35119 0.87681 0.01440 0.85127 0.01959 0.54
"Gaia DR2 5290767218909364224" 14.35257 1.23407 0.87902 0.01435 0.85741 0.01713 0.17
"Gaia DR2 5290739937276199168" 14.35267 1.22079 0.87941 0.01435 0.85824 0.01686 0.20
"Gaia DR2 5290717534726987136" 14.35280 1.27309 0.87761 0.01436 0.85515 0.01732 0.14
"Gaia DR2 5290758933911651584" 14.36987 1.29875 0.87402 0.01422 0.85179 0.01769 0.21
"Gaia DR2 5289959868135815424" 14.37757 1.28186 0.87359 0.01425 0.85185 0.01758 0.15
"Gaia DR2 5291081301275802624" 14.38529 1.29478 0.87200 0.01429 0.85000 0.01753 0.18
"Gaia DR2 5289899910390965248" 14.38929 1.49981 0.86373 0.01427 0.80685 0.02453 0.82
"Gaia DR2 5291116829245039104" 14.39855 1.25499 0.87160 0.01426 0.85067 0.01731 0.15
"Gaia DR2 5290327998373432832" 14.39868 1.23748 0.87218 0.01430 0.85160 0.01738 0.19
"Gaia DR2 5290670496245496576" 14.42075 1.26746 0.86812 0.01411 0.84694 0.01722 0.14
"Gaia DR2 5291131844450888064" 14.42532 1.31840 0.86543 0.01408 0.84351 0.01689 0.24
"Gaia DR2 5290769933328623616" 14.42536 1.34867 0.86429 0.01419 0.84138 0.01761 0.40
"Gaia DR2 5290815082024737664" 14.42668 1.29682 0.86605 0.01403 0.84445 0.01701 0.15
"Gaia DR2 5290927816324296960" 14.43716 1.28602 0.86493 0.01408 0.84385 0.01660 0.13
"Gaia DR2 5290726193380997120" 14.43791 1.25828 0.86589 0.01404 0.84525 0.01674 0.16
"Gaia DR2 5290854114687316352" 14.43980 1.25658 0.86570 0.01401 0.84512 0.01669 0.17
"Gaia DR2 5290712758723428224" 14.44822 1.32107 0.86232 0.01402 0.84055 0.01683 0.22
"Gaia DR2 5290622117734044416" 14.44885 1.28215 0.86350 0.01412 0.84298 0.01661 0.13
"Gaia DR2 5290702175923834624" 14.45082 1.27357 0.86354 0.01412 0.84319 0.01647 0.14
"Gaia DR2 5290815906658459008" 14.45204 1.24917 0.86424 0.01409 0.84411 0.01666 0.19
"Gaia DR2 5290670324446806912" 14.45741 1.29866 0.86181 0.01404 0.84080 0.01675 0.14
"Gaia DR2 5290658161099482752" 14.45867 1.62424 0.84931 0.01377 0.78320 0.02220 0.72
"Gaia DR2 5290819445711387648" 14.46709 1.41305 0.85605 0.01402 0.82982 0.01989 0.66
"Gaia DR2 5289859606418009344" 14.47424 1.30639 0.85908 0.01391 0.83867 0.01668 0.14
"Gaia DR2 5290847826854912512" 14.48669 1.24660 0.85959 0.01393 0.83990 0.01672 0.21
"Gaia DR2 5289971447367604224" 14.49151 1.26847 0.85805 0.01375 0.83870 0.01647 0.17
"Gaia DR2 5290815047664997248" 14.49321 1.27155 0.85771 0.01373 0.83816 0.01648 0.16
"Gaia DR2 5290821438576074752" 14.49672 1.28659 0.85664 0.01388 0.83684 0.01636 0.14
"Gaia DR2 5291051854979713536" 14.50348 1.29913 0.85532 0.01389 0.83507 0.01609 0.13
"Gaia DR2 5290672867067372672" 14.50786 1.29024 0.85501 0.01390 0.83510 0.01612 0.14
"Gaia DR2 5290759110011311232" 14.50819 1.27951 0.85539 0.01388 0.83551 0.01615 0.16
"Gaia DR2 5291036324377993088" 14.52186 1.26357 0.85420 0.01389 0.83471 0.01610 0.20
"Gaia DR2 5290669602892314496" 14.52982 1.27697 0.85253 0.01382 0.83289 0.01553 0.17
"Gaia DR2 5290669877770204032" 14.53740 1.52581 0.84221 0.01358 0.78994 0.02490 0.84
"Gaia DR2 5290852499779743104" 14.54423 1.31507 0.84916 0.01364 0.82894 0.01575 0.13
"Gaia DR2 5290767150189899776" 14.54566 1.30149 0.84938 0.01363 0.82947 0.01557 0.14
"Gaia DR2 5290826317659219456" 14.54642 1.31754 0.84872 0.01361 0.82841 0.01573 0.13
"Gaia DR2 5290776839636049664" 14.54855 1.31088 0.84868 0.01361 0.82865 0.01562 0.13
"Gaia DR2 5290902802434393728" 14.55205 1.29420 0.84883 0.01360 0.82919 0.01554 0.15
"Gaia DR2 5290643145894030208" 14.55518 1.44760 0.84269 0.01352 0.81722 0.01890 0.70
"Gaia DR2 5290991553638944896" 14.56362 1.30549 0.84683 0.01372 0.82718 0.01555 0.14
"Gaia DR2 5289876992445790080" 14.56656 1.31178 0.84629 0.01373 0.82626 0.01562 0.13
"Gaia DR2 5291061235188475520" 14.57571 1.29911 0.84549 0.01374 0.82566 0.01569 0.15
"Gaia DR2 5291041547058288896" 14.59149 1.29777 0.84333 0.01348 0.82397 0.01572 0.16
"Gaia DR2 5290666991552265088" 14.59288 1.32202 0.84225 0.01343 0.82258 0.01576 0.13
"Gaia DR2 5290641599705993728" 14.60726 1.32842 0.84014 0.01351 0.81997 0.01531 0.13
"Gaia DR2 5290710525340502784" 14.61661 1.34352 0.83838 0.01361 0.81842 0.01559 0.14
"Gaia DR2 5290720833262052480" 14.61964 1.30800 0.83926 0.01353 0.81951 0.01558 0.16
"Gaia DR2 5290815734859774080" 14.62017 1.33695 0.83815 0.01360 0.81841 0.01551 0.13
"Gaia DR2 5290814978945611648" 14.62869 1.33036 0.83716 0.01359 0.81774 0.01549 0.13
"Gaia DR2 5290821404216489216" 14.64726 1.34507 0.83414 0.01325 0.81519 0.01550 0.13
"Gaia DR2 5290764951166829824" 14.65022 1.31311 0.83492 0.01340 0.81643 0.01576 0.17
"Gaia DR2 5291101436082116352" 14.65473 1.31933 0.83410 0.01324 0.81559 0.01572 0.16
"Gaia DR2 5290838721524182272" 14.66255 1.51533 0.82585 0.01322 0.79431 0.02248 0.79
"Gaia DR2 5290001718296770688" 14.66500 1.33018 0.83248 0.01324 0.81387 0.01546 0.14
"Gaia DR2 5290824049916475136" 14.67580 1.34600 0.83051 0.01344 0.81169 0.01527 0.13
"Gaia DR2 5290684411939327104" 14.67768 1.57854 0.82154 0.01340 0.76617 0.02284 0.86
"Gaia DR2 5290703584673116032" 14.67983 1.38110 0.82851 0.01332 0.80928 0.01529 0.20
"Gaia DR2 5290747771297885824" 14.69464 1.41354 0.82546 0.01322 0.80538 0.01512 0.34
"Gaia DR2 5290779279177397632" 14.70745 1.35619 0.82585 0.01312 0.80732 0.01510 0.13
"Gaia DR2 5290853805449669376" 14.70873 1.34890 0.82596 0.01309 0.80773 0.01512 0.13
"Gaia DR2 5290648093692934912" 14.71393 1.09160 0.83465 0.01328 0.81755 0.01658 0.39
"Gaia DR2 5290740452672243584" 14.71939 1.35305 0.82455 0.01310 0.80614 0.01491 0.13
"Gaia DR2 5291070100001163264" 14.72452 1.35727 0.82377 0.01311 0.80526 0.01496 0.13
"Gaia DR2 5290606243535243648" 14.72573 1.37400 0.82289 0.01333 0.80432 0.01479 0.14
"Gaia DR2 5291064396284484224" 14.73606 1.35970 0.82209 0.01333 0.80379 0.01465 0.13
"Gaia DR2 5290834598355785472" 14.74391 1.32168 0.82244 0.01334 0.80490 0.01499 0.20
"Gaia DR2 5290750382637937920" 14.74782 1.36276 0.82041 0.01316 0.80214 0.01496 0.13
"Gaia DR2 5290751482149639296" 14.75157 1.36915 0.81977 0.01309 0.80135 0.01500 0.13
"Gaia DR2 5290725849783612288" 14.75378 1.41400 0.81774 0.01303 0.79874 0.01520 0.25
"Gaia DR2 5291028009321137664" 14.75378 1.37846 0.81917 0.01309 0.80066 0.01503 0.13
"Gaia DR2 5290663727377028736" 14.76152 1.36904 0.81848 0.01297 0.80033 0.01507 0.13
"Gaia DR2 5290804155628075136" 14.76378 1.36010 0.81850 0.01297 0.80047 0.01508 0.14
"Gaia DR2 5290701420009591552" 14.76573 1.37836 0.81756 0.01298 0.79912 0.01516 0.13
"Gaia DR2 5290720764542575360" 14.78545 1.36091 0.81565 0.01292 0.79763 0.01522 0.15
"Gaia DR2 5290837755153683840" 14.78805 1.32420 0.81679 0.01296 0.79915 0.01541 0.22
"Gaia DR2 5290721279938737280" 14.79576 1.41194 0.81252 0.01305 0.79359 0.01494 0.19
"Gaia DR2 5290652663541576832" 14.80746 1.36830 0.81270 0.01300 0.79455 0.01517 0.14
"Gaia DR2 5291139059996091520" 14.80785 1.38228 0.81202 0.01298 0.79385 0.01506 0.12
"Gaia DR2 5289880084822105728" 14.81220 1.45756 0.80883 0.01282 0.78887 0.01509 0.39
"Gaia DR2 5290724166156426112" 14.81652 1.65206 0.80100 0.01280 0.74345 0.01807 0.87
"Gaia DR2 5290008281007108608" 14.81949 1.36203 0.81138 0.01300 0.79334 0.01524 0.16
"Gaia DR2 5290929843549247232" 14.82017 1.36746 0.81107 0.01284 0.79272 0.01517 0.15
"Gaia DR2 5290699564583515648" 14.82247 1.47956 0.80664 0.01303 0.78645 0.01482 0.49
"Gaia DR2 5291034194074141568" 14.82296 1.35985 0.81098 0.01283 0.79288 0.01525 0.17
"Gaia DR2 5290738047490663808" 14.83234 1.41159 0.80795 0.01279 0.78901 0.01507 0.15
"Gaia DR2 5290643077174550144" 14.83630 1.37706 0.80875 0.01277 0.79027 0.01521 0.14
"Gaia DR2 5290814978945611008" 14.85242 1.37952 0.80659 0.01297 0.78837 0.01508 0.15
"Gaia DR2 5290717843964557056" 14.86140 1.55287 0.79912 0.01270 0.77533 0.01662 0.75
"Gaia DR2 5290718118842704768" 14.86221 1.39396 0.80477 0.01286 0.78669 0.01480 0.13
"Gaia DR2 5290723032285136128" 14.86363 1.39299 0.80468 0.01284 0.78628 0.01490 0.13
"Gaia DR2 5289956913198386688" 14.88327 1.37043 0.80305 0.01272 0.78518 0.01493 0.18
"Gaia DR2 5290840233352691328" 14.88881 1.39564 0.80150 0.01255 0.78354 0.01491 0.14
"Gaia DR2 5290798280112896896" 14.89090 1.73575 0.78875 0.01261 0.72737 0.01534 0.80
"Gaia DR2 5290753956050829056" 14.89633 1.44591 0.79876 0.01266 0.78022 0.01436 0.21
"Gaia DR2 5290725437466834816" 14.89879 1.39467 0.80020 0.01266 0.78238 0.01470 0.14
"Gaia DR2 5290874833609343744" 14.90178 1.36558 0.80094 0.01270 0.78323 0.01497 0.21
"Gaia DR2 5290840233352691968" 14.90378 1.38804 0.79979 0.01260 0.78206 0.01459 0.16
"Gaia DR2 5290673794780226560" 14.90695 1.39100 0.79932 0.01263 0.78165 0.01461 0.15
"Gaia DR2 5290835113751864704" 14.90774 1.40308 0.79894 0.01267 0.78099 0.01459 0.13
"Gaia DR2 5290022059261997056" 14.90944 1.36800 0.79982 0.01262 0.78233 0.01479 0.20
"Gaia DR2 5290733168407670656" 14.91982 1.46785 0.79502 0.01259 0.77656 0.01413 0.28
"Gaia DR2 5290940941744376064" 14.92164 1.38837 0.79767 0.01260 0.78000 0.01461 0.17
"Gaia DR2 5290820235985229440" 14.92917 1.41688 0.79568 0.01256 0.77779 0.01423 0.12
"Gaia DR2 5290660600640916608" 14.93382 1.43709 0.79439 0.01249 0.77648 0.01418 0.14
"Gaia DR2 5290776702197093888" 14.93387 1.41252 0.79529 0.01259 0.77761 0.01431 0.13
"Gaia DR2 5291064705522126208" 14.94061 1.67940 0.78472 0.01237 0.73492 0.01927 0.87
"Gaia DR2 5289994502751632384" 14.94072 1.40984 0.79457 0.01254 0.77696 0.01431 0.14
"Gaia DR2 5290664689449614720" 14.94476 1.40659 0.79418 0.01244 0.77651 0.01414 0.14
"Gaia DR2 5289991994490876928" 14.96009 1.56287 0.78660 0.01251 0.76687 0.01355 0.70
"Gaia DR2 5290819445711388800" 14.96159 1.42061 0.79164 0.01245 0.77440 0.01412 0.13
"Gaia DR2 5290661116036894592" 14.96560 1.49480 0.78854 0.01254 0.77026 0.01371 0.35
"Gaia DR2 5289988416778566272" 14.96610 1.44103 0.79043 0.01240 0.77295 0.01395 0.13
"Gaia DR2 5289813117692497536" 14.96683 1.47611 0.78897 0.01245 0.77102 0.01378 0.25
"Gaia DR2 5290828757200371072" 14.97417 1.43156 0.78970 0.01242 0.77249 0.01395 0.12
"Gaia DR2 5290950047075198080" 14.98372 1.40691 0.78945 0.01241 0.77236 0.01386 0.17
"Gaia DR2 5290658470337128704" 14.98895 1.44808 0.78720 0.01250 0.76998 0.01376 0.13
"Gaia DR2 5290746190749912192" 14.99736 1.44328 0.78646 0.01238 0.76926 0.01380 0.12
"Gaia DR2 5290757460744159104" 14.99909 1.43537 0.78652 0.01241 0.76947 0.01392 0.12
"Gaia DR2 5290713686436349312" 14.99926 1.48725 0.78461 0.01229 0.76702 0.01334 0.26
"Gaia DR2 5290818380559513088" 15.01258 1.42588 0.78523 0.01227 0.76834 0.01371 0.14
"Gaia DR2 5290662730944520320" 15.02306 1.44888 0.78328 0.01221 0.76590 0.01345 0.12
"Gaia DR2 5290732584292109952" 15.02323 1.46618 0.78276 0.01225 0.76526 0.01335 0.14
"Gaia DR2 5290653075858442752" 15.02624 1.43773 0.78329 0.01220 0.76609 0.01348 0.13
"Gaia DR2 5291050136992718080" 15.04649 1.45419 0.78011 0.01229 0.76326 0.01319 0.12
"Gaia DR2 5290023674169675264" 15.05451 1.45742 0.77903 0.01227 0.76224 0.01309 0.12
"Gaia DR2 5290417127533939712" 15.08285 1.48554 0.77500 0.01215 0.75815 0.01264 0.14
"Gaia DR2 5290002989607023488" 15.09247 1.43934 0.77546 0.01211 0.75910 0.01296 0.16
"Gaia DR2 5290815975377935616" 15.09266 1.45044 0.77513 0.01213 0.75871 0.01286 0.14
"Gaia DR2 5290721829694303360" 15.09435 1.67597 0.76672 0.01210 0.73951 0.01684 0.83
"Gaia DR2 5289797827609246720" 15.11573 1.50992 0.77013 0.01208 0.75398 0.01214 0.19
"Gaia DR2 5290901221886654464" 15.13343 1.46668 0.76960 0.01192 0.75414 0.01215 0.13
"Gaia DR2 5290924105472526208" 15.14088 1.50657 0.76744 0.01184 0.75149 0.01201 0.14
"Gaia DR2 5289930318760941952" 15.15913 1.49069 0.76599 0.01176 0.75056 0.01195 0.11
"Gaia DR2 5291067694819378048" 15.16999 1.49833 0.76449 0.01169 0.74920 0.01199 0.11
"Gaia DR2 5290827554609678208" 15.18354 1.53936 0.76134 0.01156 0.74599 0.01179 0.21
"Gaia DR2 5290954960517841408" 15.18915 1.48700 0.76271 0.01167 0.74780 0.01190 0.12
"Gaia DR2 5290758663334893440" 15.18929 1.48018 0.76293 0.01160 0.74803 0.01200 0.14
"Gaia DR2 5290413622840629504" 15.20461 1.27656 0.76834 0.01159 0.75453 0.01269 0.37
"Gaia DR2 5290935787783733504" 15.21187 1.49915 0.75982 0.01143 0.74509 0.01206 0.11
"Gaia DR2 5290668881337798272" 15.21650 1.51413 0.75878 0.01140 0.74408 0.01226 0.10
"Gaia DR2 5290737806972563456" 15.23158 1.51252 0.75709 0.01133 0.74288 0.01237 0.10
"Gaia DR2 5289805661629623936" 15.23236 1.55258 0.75569 0.01127 0.74086 0.01248 0.20
"Gaia DR2 5290815150744301952" 15.23451 1.51678 0.75665 0.01126 0.74240 0.01253 0.10
"Gaia DR2 5290769727170190848" 15.23586 1.52097 0.75634 0.01127 0.74208 0.01270 0.10
"Gaia DR2 5289749036780140032" 15.24377 1.51846 0.75568 0.01117 0.74142 0.01253 0.10
"Gaia DR2 5290731965816830080" 15.24470 1.55135 0.75442 0.01112 0.73987 0.01262 0.17
"Gaia DR2 5290805152060400512" 15.24521 1.52946 0.75511 0.01120 0.74074 0.01247 0.11
"Gaia DR2 5290000137748809856" 15.24919 1.49495 0.75592 0.01121 0.74202 0.01253 0.14
"Gaia DR2 5290802815598272128" 15.25456 1.52443 0.75433 0.01101 0.74009 0.01259 0.10
"Gaia DR2 5290731312981791872" 15.26635 1.71091 0.74627 0.01092 0.72755 0.01376 0.79
"Gaia DR2 5290854011608101760" 15.28057 1.64535 0.74728 0.01087 0.73187 0.01239 0.55
"Gaia DR2 5290936264526411776" 15.28625 1.63444 0.74709 0.01079 0.73189 0.01246 0.49
"Gaia DR2 5290011407743074048" 15.30478 1.53175 0.74890 0.01070 0.73541 0.01268 0.10
"Gaia DR2 5290029103008123520" 15.31113 1.82436 0.73763 0.01041 0.69737 0.01837 0.85
"Gaia DR2 5290769727170191232" 15.32083 1.53415 0.74724 0.01054 0.73375 0.01274 0.11
"Gaia DR2 5290717672165866496" 15.32626 1.58866 0.74476 0.01044 0.73046 0.01263 0.20
"Gaia DR2 5290708051438912640" 15.33666 1.58212 0.74395 0.01037 0.72978 0.01274 0.15
"Gaia DR2 5289894515912156544" 15.34091 1.76928 0.73685 0.01031 0.71412 0.01591 0.82
"Gaia DR2 5290820888820255488" 15.34478 1.55180 0.74430 0.01027 0.73035 0.01262 0.10
"Gaia DR2 5291056837141838464" 15.34684 1.62578 0.74144 0.01039 0.72664 0.01249 0.33
"Gaia DR2 5289697462813059200" 15.34946 1.56247 0.74333 0.01032 0.72950 0.01280 0.09
"Gaia DR2 5290702622600509824" 15.35184 1.57192 0.74277 0.01032 0.72894 0.01286 0.10
"Gaia DR2 5290755193001408128" 15.35663 1.55646 0.74286 0.01031 0.72910 0.01289 0.10
"Gaia DR2 5290660738079873920" 15.36232 1.60400 0.74075 0.01016 0.72621 0.01257 0.20
"Gaia DR2 5290904451701850496" 15.36434 1.58672 0.74116 0.01025 0.72700 0.01262 0.13
"Gaia DR2 5290733855602448640" 15.36821 1.58243 0.74096 0.01014 0.72688 0.01263 0.11
"Gaia DR2 5290040304282868096" 15.37315 1.56882 0.74097 0.01012 0.72708 0.01269 0.09
"Gaia DR2 5291006019089017600" 15.37893 1.58795 0.73978 0.01010 0.72544 0.01269 0.12
"Gaia DR2 5289776799449214592" 15.38130 1.55451 0.74072 0.01012 0.72708 0.01277 0.11
"Gaia DR2 5290716229056925952" 15.38196 1.58735 0.73950 0.01006 0.72531 0.01268 0.11
"Gaia DR2 5289758313909474816" 15.39439 1.55903 0.73933 0.00999 0.72550 0.01294 0.11
"Gaia DR2 5291000349732384000" 15.39506 1.59266 0.73806 0.01004 0.72386 0.01278 0.11
"Gaia DR2 5291054466319931392" 15.39804 1.62377 0.73667 0.01010 0.72193 0.01277 0.23
"Gaia DR2 5289874724703122432" 15.40597 1.57262 0.73774 0.00993 0.72369 0.01278 0.10
"Gaia DR2 5290898782345126528" 15.41353 1.65201 0.73427 0.00994 0.71913 0.01248 0.33
"Gaia DR2 5290725025149969920" 15.42607 1.60332 0.73485 0.00992 0.72032 0.01274 0.11
"Gaia DR2 5290766531714592384" 15.42863 1.58066 0.73550 0.00993 0.72124 0.01288 0.10
"Gaia DR2 5290951112226981632" 15.43043 1.57656 0.73548 0.00991 0.72119 0.01291 0.10
"Gaia DR2 5290661871951147264" 15.43610 1.60795 0.73380 0.00986 0.71923 0.01268 0.11
"Gaia DR2 5291029486789919104" 15.43756 1.57378 0.73481 0.00990 0.72065 0.01310 0.11
"Gaia DR2 5291262239658360192" 15.44162 1.55130 0.73532 0.00990 0.72122 0.01300 0.17
"Gaia DR2 5290905310695346944" 15.44812 1.53680 0.73524 0.00994 0.72133 0.01310 0.20
"Gaia DR2 5290928022482693120" 15.45450 1.59980 0.73251 0.00989 0.71797 0.01251 0.09
"Gaia DR2 5289865481933559936" 15.45467 1.58125 0.73310 0.00987 0.71873 0.01274 0.11
"Gaia DR2 5290726846215993600" 15.45748 1.64425 0.73055 0.00980 0.71567 0.01276 0.22
"Gaia DR2 5290950287593356928" 15.46073 1.57199 0.73289 0.00985 0.71863 0.01279 0.14
"Gaia DR2 5290852809017392384" 15.47161 1.84530 0.72235 0.00963 0.69390 0.01849 0.84
"Gaia DR2 5290920841297756288" 15.47268 1.61263 0.73035 0.00979 0.71564 0.01281 0.10
"Gaia DR2 5290769589731340160" 15.47312 1.59607 0.73088 0.00984 0.71670 0.01269 0.10
"Gaia DR2 5290722310730726912" 15.48359 1.58224 0.73044 0.00977 0.71618 0.01283 0.14
"Gaia DR2 5290011540883346688" 15.48611 1.63467 0.72846 0.00976 0.71330 0.01287 0.13
"Gaia DR2 5290836934817777664" 15.48999 1.61341 0.72886 0.00978 0.71398 0.01292 0.09
"Gaia DR2 5290674000938662528" 15.49316 1.88706 0.71915 0.00960 0.68110 0.01896 0.86
"Gaia DR2 5290008624604423808" 15.49471 1.70632 0.72525 0.00971 0.70915 0.01294 0.43
"Gaia DR2 5290709494548431616" 15.50108 1.63721 0.72706 0.00971 0.71215 0.01288 0.12
"Gaia DR2 5290001855735725696" 15.51303 1.60536 0.72712 0.00969 0.71239 0.01308 0.11
"Gaia DR2 5290708532475243776" 15.51506 1.58413 0.72767 0.00976 0.71289 0.01316 0.16
"Gaia DR2 5290941354061209344" 15.52567 1.62490 0.72538 0.00971 0.71037 0.01299 0.10
"Gaia DR2 5289888399878613376" 15.52595 1.61720 0.72557 0.00972 0.71086 0.01310 0.10
"Gaia DR2 5290659363690545920" 15.52754 1.68885 0.72291 0.00966 0.70714 0.01301 0.29
"Gaia DR2 5290921253614620416" 15.53176 1.68271 0.72272 0.00961 0.70711 0.01292 0.25
"Gaia DR2 5291012032043116288" 15.53336 1.64454 0.72389 0.00973 0.70865 0.01290 0.11
"Gaia DR2 5290651941987110272" 15.53826 1.63208 0.72389 0.00972 0.70878 0.01293 0.10
"Gaia DR2 5290734680236169344" 15.54281 1.62745 0.72364 0.00968 0.70859 0.01296 0.10
"Gaia DR2 5290792851274423296" 15.54719 1.62910 0.72322 0.00964 0.70799 0.01305 0.10
"Gaia DR2 5290829650553566208" 15.55734 1.81563 0.71596 0.00956 0.69695 0.01397 0.75
"Gaia DR2 5289982957879843968" 15.55994 1.67693 0.72051 0.00971 0.70504 0.01258 0.18
"Gaia DR2 5289996182079618560" 15.56168 1.63147 0.72194 0.00969 0.70678 0.01313 0.10
"Gaia DR2 5290767425067805824" 15.56197 1.92898 0.71171 0.00955 0.67075 0.01908 0.85
"Gaia DR2 5289978594193197440" 15.56914 1.61149 0.72198 0.00966 0.70684 0.01320 0.15
"Gaia DR2 5290797867796130944" 15.58927 1.64092 0.71932 0.00966 0.70392 0.01283 0.11
"Gaia DR2 5290689806418176768" 15.59145 1.65123 0.71867 0.00973 0.70347 0.01273 0.10
"Gaia DR2 5290746431268081408" 15.61312 1.64377 0.71702 0.00962 0.70200 0.01280 0.12
"Gaia DR2 5290938708361319424" 15.61393 1.91242 0.70792 0.00954 0.67495 0.02036 0.84
"Gaia DR2 5290714236192167936" 15.61636 1.66569 0.71603 0.00957 0.70082 0.01258 0.10
"Gaia DR2 5289891114297950336" 15.61667 1.69600 0.71502 0.00959 0.69951 0.01244 0.17
"Gaia DR2 5290848548409448320" 15.62883 1.93658 0.70582 0.00954 0.66762 0.02027 0.85
"Gaia DR2 5290714957746593536" 15.62965 1.75555 0.71185 0.00963 0.69566 0.01242 0.41
"Gaia DR2 5290668984417019392" 15.63058 1.66872 0.71471 0.00965 0.69950 0.01256 0.10
"Gaia DR2 5290646032112048128" 15.63801 1.71630 0.71262 0.00964 0.69671 0.01237 0.22
"Gaia DR2 5290924380350473088" 15.63926 1.66337 0.71415 0.00969 0.69885 0.01260 0.10
"Gaia DR2 5290644623362744448" 15.64123 1.68218 0.71339 0.00969 0.69785 0.01237 0.10
"Gaia DR2 5290002302412249088" 15.64477 1.96367 0.70356 0.00955 0.66136 0.01944 0.86
"Gaia DR2 5290736363863548032" 15.66350 1.73101 0.70981 0.00964 0.69407 0.01233 0.24
"Gaia DR2 5291006293966968320" 15.66392 1.67502 0.71164 0.00965 0.69623 0.01238 0.10
"Gaia DR2 5290774984210278272" 15.67074 1.67878 0.71088 0.00958 0.69553 0.01246 0.10
"Gaia DR2 5290933863638628096" 15.67706 1.68474 0.71016 0.00959 0.69480 0.01232 0.10
"Gaia DR2 5290941285341713664" 15.67781 1.70632 0.70942 0.00964 0.69400 0.01235 0.12
"Gaia DR2 5290765947599154048" 15.67803 1.68866 0.71001 0.00960 0.69468 0.01238 0.10
"Gaia DR2 5290813982513178624" 15.67899 1.66337 0.71073 0.00959 0.69545 0.01257 0.13
"Gaia DR2 5290925170624343040" 15.67910 1.68750 0.70995 0.00963 0.69462 0.01240 0.10
"Gaia DR2 5290661700152454400" 15.68797 1.69944 0.70886 0.00963 0.69352 0.01246 0.10
"Gaia DR2 5290999937415263104" 15.69185 1.64511 0.71029 0.00962 0.69510 0.01251 0.18
"Gaia DR2 5290667232070350080" 15.69841 1.69708 0.70800 0.00963 0.69260 0.01261 0.10
"Gaia DR2 5289907675693554688" 15.70320 1.68099 0.70811 0.00964 0.69282 0.01254 0.12
"Gaia DR2 5289891423535761920" 15.70529 1.69122 0.70759 0.00967 0.69233 0.01264 0.10
"Gaia DR2 5294124229767597696" 15.70642 1.98914 0.69754 0.00959 0.65379 0.01786 0.86
"Gaia DR2 5291040584985545344" 15.71228 1.73353 0.70559 0.00955 0.69027 0.01276 0.17
"Gaia DR2 5290014122162418688" 15.72107 1.73391 0.70487 0.00968 0.68974 0.01290 0.16
"Gaia DR2 5290763886014843392" 15.72131 1.70339 0.70581 0.00957 0.69069 0.01274 0.10
"Gaia DR2 5290994439857036928" 15.72638 1.71044 0.70514 0.00968 0.69021 0.01294 0.10
"Gaia DR2 5289893828717390720" 15.72766 2.02378 0.69470 0.00959 0.64893 0.01671 0.84
"Gaia DR2 5290614592951539456" 15.72841 1.70197 0.70528 0.00960 0.69026 0.01291 0.10
"Gaia DR2 5291034228433888128" 15.73993 1.85816 0.69907 0.00957 0.68121 0.01436 0.66
"Gaia DR2 5290968910571178496" 15.76828 1.73567 0.70073 0.00961 0.68584 0.01298 0.11
"Gaia DR2 5290938021166494464" 15.76996 1.73614 0.70057 0.00965 0.68571 0.01295 0.11
"Gaia DR2 5290627409133614464" 15.77303 1.72519 0.70067 0.00964 0.68588 0.01303 0.10
"Gaia DR2 5290665204845694336" 15.77899 1.77055 0.69860 0.00971 0.68341 0.01318 0.21
"Gaia DR2 5290806835687773184" 15.78532 1.72927 0.69957 0.00967 0.68460 0.01308 0.10
"Gaia DR2 5290688084132627328" 15.78684 1.81608 0.69656 0.00965 0.68013 0.01330 0.41
