EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP
"Gaia EDR3 5969763134224906112" -0.262468 -0.493932 253.55758564107 -39.96008700213 "" "" "" "" "" "" 15.81131 0.004555 2.792913 0.029845588757916083
"Gaia EDR3 5969765333248664960" -0.398201 -0.492558 253.38051800441 -39.95806207506 "" "" "" "" "" "" 18.105616 0.006776 2.464426 0.021414046129942216
"Gaia EDR3 5969765367631808896" -0.391779 -0.491443 253.38890359855 -39.95698421845 "" "" "" "" "" "" 17.134584 0.014245 1.680067 0.008194274808789252
"Gaia EDR3 5969766394099150464" -0.281541 -0.455103 253.5329103822 -39.92118306348 "" "" "" "" "" "" 16.65055 0.004709 1.430917 0.0062219655338261945
"Gaia EDR3 5969766535839420288" -0.348753 -0.485139 253.44507584525 -39.95091141555 "" "" "" "" "" "" 18.066412 0.003308 3.305395 0.034335572393372635
"Gaia EDR3 5969766604582382464" -0.362429 -0.486404 253.42722645811 -39.95210594334 "" "" "" "" "" "" 18.303406 0.012834 3.0919 0.02969497868692473
"Gaia EDR3 5969767046934179968" -0.320338 -0.453765 253.48233180862 -39.91967618167 "" "" "" "" "" "" 16.606365 0.003395 3.386709 0.0181022180702458
"Gaia EDR3 5969767051251664256" -0.320177 -0.453659 253.48254233371 -39.91957068612 "" "" "" "" "" "" 17.253904 0.003744 "" ""
"Gaia EDR3 5969767154331035904" -0.324652 -0.431941 253.47684170049 -39.89783180316 "" "" "" "" "" "" 17.698559 0.016978 2.293531 0.014459371393443526
"Gaia EDR3 5969771964683782912" 0.011051 -0.473105 253.9144227215 -39.9397594628 "" "" "" "" "" "" 18.087345 0.005953 1.798216 0.034588913191477486
"Gaia EDR3 5969775194512942976" -0.014883 -0.446206 253.88060672545 -39.91286005227 "" "" "" "" "" "" 16.704178 0.003327 2.597066 0.010836481831048766
"Gaia EDR3 5969775984786950912" -0.04349 -0.431035 253.84332260569 -39.89767695589 "" "" "" "" "" "" 18.06515 0.004486 "" ""
"Gaia EDR3 5969776122212319872" -0.076399 -0.4383 253.80041789159 -39.90491322076 "" "" "" "" "" "" 18.142553 0.00535 "" ""
"Gaia EDR3 5969776190931822592" -0.075447 -0.419403 253.80168488504 -39.8860169905 "" "" "" "" "" "" 17.361841 0.006873 1.906633 0.01616864096803941
"Gaia EDR3 5969777015579003904" 0.106403 -0.494352 254.03882835811 -39.96092529632 "" "" "" "" "" "" 18.148912 0.004112 2.268454 0.018505260738349787
"Gaia EDR3 5969777702773804288" 0.051252 -0.471981 253.96685418225 -39.93861767982 "" "" "" "" "" "" 15.390269 0.009373 1.450416 0.005467712810701357
"Gaia EDR3 5969777805839278592" 0.036194 -0.471492 253.94721400199 -39.93813805265 "" "" "" "" "" "" 16.93476 0.063999 "" ""
"Gaia EDR3 5969777908918504448" 0.043542 -0.45783 253.95678582516 -39.9244716855 "" "" "" "" "" "" 18.137363 0.004398 2.161768 0.044725949604544776
"Gaia EDR3 5969778046374543104" 0.078377 -0.466296 254.00222256547 -39.93290690887 "" "" "" "" "" "" 18.488482 0.016148 3.355038 0.055444127265468685
"Gaia EDR3 5969780898215819520" 0.011278 -0.437536 253.91471063453 -39.90419034965 "" "" "" "" "" "" 18.334839 0.00664 2.161692 0.028707343283007874
"Gaia EDR3 5969780928263413120" 0.032069 -0.429012 253.94180848179 -39.89565962128 "" "" "" "" "" "" 17.418877 0.009991 2.034411 0.027034298039962615
"Gaia EDR3 5969781649817940480" 0.038998 -0.361416 253.95079000726 -39.82806011844 "" "" "" "" "" "" 18.317322 0.003793 "" ""
"Gaia EDR3 5969782066463975040" -0.002179 -0.37062 253.89717187898 -39.8372753209 "" "" "" "" "" "" 17.849619 0.009683 1.813732 0.015167242969343681
"Gaia EDR3 5969783814481474816" 0.095875 -0.284367 254.02471158303 -39.75095595746 "" "" "" "" "" "" 17.375776 0.003846 1.709239 0.016176666692377866
"Gaia EDR3 5969783818807651712" 0.095679 -0.284404 254.02445679199 -39.750993112 "" "" "" "" "" "" 17.509007 0.00482 1.737798 0.019926943876145714
"Gaia EDR3 5969783818807652352" 0.100277 -0.281392 254.03043134565 -39.74797463187 "" "" "" "" "" "" 17.573442 0.004647 "" ""
"Gaia EDR3 5969784158079885952" 0.031585 -0.300443 253.94110028071 -39.76709093426 "" "" "" "" "" "" 17.536253 0.005905 1.622837 0.011452333750701489
"Gaia EDR3 5969785944788405120" -0.150247 -0.473666 253.70404957794 -39.94015771716 "" "" "" "" "" "" 17.493828 0.005947 3.250652 0.022213309237652103
"Gaia EDR3 5969786395790887552" -0.228558 -0.483622 253.60186998682 -39.94989792666 "" "" "" "" "" "" 16.100485 0.01509 2.576254 0.006897640102417346
"Gaia EDR3 5969786838141624960" -0.192213 -0.458599 253.64937116877 -39.92498634366 "" "" "" "" "" "" 18.247217 0.004463 2.312815 0.025249664928346828
"Gaia EDR3 5969787323500403968" -0.197976 -0.405821 253.64205435026 -39.87219230933 "" "" "" "" "" "" 15.800187 0.012373 1.315675 0.007017917356486161
"Gaia EDR3 5969787392219817600" -0.128129 -0.460256 253.73292997998 -39.92679234299 "" "" "" "" "" "" 16.071342 0.0061 1.660605 0.006432634893377349
"Gaia EDR3 5969787559696180864" -0.098076 -0.429648 253.77217601501 -39.89623410944 "" "" "" "" "" "" 18.086021 0.007661 "" ""
"Gaia EDR3 5969787667097746432" -0.144967 -0.431969 253.71105062463 -39.89847172424 "" "" "" "" "" "" 16.187323 0.00322 "" ""
"Gaia EDR3 5969788010695420544" -0.101956 -0.393039 253.76718939187 -39.85961920304 "" "" "" "" "" "" 17.243834 0.013451 1.630009 0.009867323099213824
"Gaia EDR3 5969788766595332224" -0.173832 -0.386005 253.67357788839 -39.85244185455 "" "" "" "" "" "" 18.119999 0.011555 2.385445 0.02055600285368135
"Gaia EDR3 5969788766609412736" -0.170175 -0.387377 253.67833668833 -39.85382256338 "" "" "" "" "" "" 18.488937 0.005965 "" ""
"Gaia EDR3 5969789041474167680" -0.120387 -0.351151 253.74327431418 -39.81770136318 "" "" "" "" "" "" 15.713553 0.00486 "" ""
"Gaia EDR3 5969789178926565376" -0.111825 -0.334035 253.75445773392 -39.80059959707 "" "" "" "" "" "" 17.743666 0.011701 3.157095 0.020746107100659696
"Gaia EDR3 5969789453804501760" -0.124111 -0.302346 253.73853991229 -39.7688898379 "" "" "" "" "" "" 18.051495 0.003927 "" ""
"Gaia EDR3 5969789591229038592" -0.252052 -0.459842 253.57133749337 -39.9260365543 "" "" "" "" "" "" 18.171951 0.005378 3.246191 0.03306734265562145
"Gaia EDR3 5969789591243131008" -0.252168 -0.459811 253.57118664675 -39.92600493214 "" "" "" "" "" "" 18.070866 0.018775 3.330467 0.03762072944850372
"Gaia EDR3 5969789591243132928" -0.256012 -0.458672 253.56617968994 -39.92485146523 "" "" "" "" "" "" 15.95403 0.01012 1.859534 0.0054199620958425435
"Gaia EDR3 5969789689999938304" -0.255655 -0.438636 253.56674275973 -39.90481769829 "" "" "" "" "" "" 17.932564 0.006456 2.04134 0.028295720732337035
"Gaia EDR3 5969789758719457152" -0.233625 -0.41127 253.59558164148 -39.87752932607 "" "" "" "" "" "" 18.216568 0.007983 2.137978 0.03170898949864504
"Gaia EDR3 5969789763027750144" -0.231013 -0.429888 253.59890321258 -39.89615599143 "" "" "" "" "" "" 17.987902 0.00518 2.795998 0.027572729715097374
"Gaia EDR3 5969789969186287488" -0.279864 -0.40971 253.53533709734 -39.87579791554 "" "" "" "" "" "" 12.893178 0.004695 "" ""
"Gaia EDR3 5969790342836842624" -0.215485 -0.378025 253.61935410176 -39.84434409736 "" "" "" "" "" "" 17.33709 0.006392 2.114122 0.014945288678353512
"Gaia EDR3 5969790347160818816" -0.213188 -0.377067 253.62234928449 -39.84339284785 "" "" "" "" "" "" 17.287592 0.00623 1.941908 0.009616357741710156
"Gaia EDR3 5969790381520563456" -0.212265 -0.363906 253.62360415945 -39.83023494592 "" "" "" "" "" "" 17.178095 0.013972 1.614673 0.008544996160363366
"Gaia EDR3 5969790587661588224" -0.218001 -0.353581 253.61617865163 -39.81989225402 "" "" "" "" "" "" 18.449245 0.008204 2.041988 0.054794981029869454
