DR2Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP
"Gaia DR2 5288333930953828096" -0.428695 -1.42591 118.5983111893 -62.17620417129 "" "" "" "" "" "" 20.915847864472113 0.0214023101244658 1.9666109877621771 0.35141880681538773
"Gaia DR2 5288333965313495680" -0.420712 -1.415643 118.61571461176 -62.16604929413 "" "" "" "" "" "" 21.010635747536035 0.023399806598141108 "" ""
"Gaia DR2 5288334102752708608" -0.448322 -1.412731 118.55668754727 -62.16274450879 "" "" "" "" "" "" 21.122726951515688 0.029809689139438815 "" ""
"Gaia DR2 5288334235894875264" -0.42493 -1.387215 118.6075342407 -62.13756579678 "" "" "" "" "" "" 20.897001951747217 0.017329730930311406 0.8691380953982986 0.5330340411262791
"Gaia DR2 5288341382721170560" -0.7354 -1.493282 117.93795519911 -62.23770435367 "" "" "" "" "" "" 20.97768634415082 0.01938635167475054 0.18478053526836646 0.5120421767548508
"Gaia DR2 5288341524455971584" -0.70032 -1.491881 118.0133078439 -62.23713065561 "" "" "" "" "" "" 21.087977876898112 0.023130859621677418 "" ""
"Gaia DR2 5288341558816152448" -0.683736 -1.495892 118.04870131508 -62.24151768826 "" "" "" "" "" "" 20.93366492006545 0.018988585255114314 1.25575904877525 0.5392081087786046
"Gaia DR2 5288341554519766912" -0.674941 -1.490642 118.06782894627 -62.23646551944 "" "" "" "" "" "" 20.66903055499815 0.011173941339887226 0.2121184658345605 0.28149157451034323
"Gaia DR2 5288341627535182080" -0.684653 -1.474379 118.04777613079 -62.2199904076 "" "" "" "" "" "" 20.992813828312393 0.01941275281281802 1.9931444604707451 0.8606002290556063
"Gaia DR2 5288341863756751488" -0.678825 -1.466144 118.06067213847 -62.21188816652 "" "" "" "" "" "" 20.864469552308627 0.019186834738497142 1.5327859062014397 0.6517011529053179
"Gaia DR2 5288342074210325504" -0.75756 -1.492938 117.89042121822 -62.23681706635 "" "" "" "" "" "" 20.686230696171933 0.009749602457183823 2.3781327032745097 0.15624938369596317
"Gaia DR2 5288342108571966464" -0.739519 -1.492652 117.92914968105 -62.2369750027 "" "" "" "" "" "" 20.591849595125744 0.013560082384626493 "" ""
"Gaia DR2 5288342142933279616" -0.741645 -1.487053 117.92488104758 -62.23132623913 "" "" "" "" "" "" 20.990516884539385 0.026419639829448855 3.025042656888676 0.43223114974940835
"Gaia DR2 5288342314730011136" -0.786601 -1.48128 117.82875353241 -62.22442688177 "" "" "" "" "" "" 20.887048208743803 0.017238124717314833 1.4282444572101376 0.6868109286950019
"Gaia DR2 5288342246010920064" -0.777766 -1.488061 117.84733061435 -62.23143248433 "" "" "" "" "" "" 20.77834051789992 0.013975608379666509 2.6691506220895214 0.4348908724482649
"Gaia DR2 5288342314730206336" -0.793375 -1.485543 117.8139853085 -62.22851310637 "" "" "" "" "" "" 20.876668242449536 0.013460164261091303 1.6999629915616872 0.46431092820838904
"Gaia DR2 5288342413512573184" -0.743226 -1.462347 117.92278837514 -62.20658946059 "" "" "" "" "" "" 20.969356749160664 0.018511483114748137 1.1478042388048486 0.713901973127335
"Gaia DR2 5288342589607751296" -0.72831 -1.464891 117.95463397202 -62.20949280642 "" "" "" "" "" "" 20.907446252703004 0.020365023891550583 1.5912926654573738 0.7713372006589788
"Gaia DR2 5288342791469699456" -0.735953 -1.454469 117.93878973803 -62.19889035373 "" "" "" "" "" "" 21.01811198668196 0.02877004852530322 "" ""
"Gaia DR2 5288342894548933376" -0.734697 -1.428835 117.94281042649 -62.17329521723 "" "" "" "" "" "" 20.856201355440504 0.017176419838405187 1.2021952263700975 0.4577950443763237
"Gaia DR2 5288342864485768832" -0.735086 -1.432818 117.94177049349 -62.1772679089 "" "" "" "" "" "" 20.739529063239765 0.014723495759796559 1.14766496902201 0.46310520368769903
"Gaia DR2 5288343551680893696" -0.599175 -1.493015 118.23032928243 -62.24042338691 "" "" "" "" "" "" 21.09190686795836 0.035439230382461405 "" ""
"Gaia DR2 5288343581744414848" -0.592009 -1.495539 118.24560409698 -62.24308770329 "" "" "" "" "" "" 21.041155106919994 0.019555948208792473 "" ""
"Gaia DR2 5288343689119726080" -0.561852 -1.496099 118.31031745339 -62.24421860575 "" "" "" "" "" "" 20.79942112398569 0.01376804453954094 2.155733789909849 0.3055110034931705
"Gaia DR2 5288343753543075968" -0.538155 -1.480687 118.36177491143 -62.2292376141 "" "" "" "" "" "" 20.862938369253456 0.02152235856362675 1.2053106305124501 0.20863996306611793
"Gaia DR2 5288343753542326912" -0.537253 -1.49028 118.36334545693 -62.23884471537 "" "" "" "" "" "" 20.999011051854865 0.0222011795219218 0.9944851583776071 0.3277754994959749
"Gaia DR2 5288343792199148032" -0.530645 -1.481839 118.37784469583 -62.2305213385 "" "" "" "" "" "" 20.95413426733822 0.019954386893427403 2.10738166883176 0.24308781728328044
"Gaia DR2 5288343757839743488" -0.53566 -1.484477 118.36698396748 -62.23307066236 "" "" "" "" "" "" 21.060254128202317 0.02338975426062529 "" ""
"Gaia DR2 5288343890981975168" -0.570995 -1.490972 118.29089677346 -62.23892236012 "" "" "" "" "" "" 20.911972378796854 0.015009018254880569 0.23527384324394873 0.43234641760465026
"Gaia DR2 5288344067077147264" -0.540321 -1.454884 118.3581138669 -62.20340078576 "" "" "" "" "" "" 20.919871598063537 0.01749418996516697 2.23209730407099 0.34897056222085526
"Gaia DR2 5288344135796533888" -0.546549 -1.439518 118.34535502274 -62.18792642031 "" "" "" "" "" "" 21.063163514033253 0.020731962199035336 "" ""
"Gaia DR2 5288344131505698432" -0.548648 -1.445389 118.34063078898 -62.19375860434 "" "" "" "" "" "" 20.975562584841416 0.025439096891412404 0.704390179502969 0.504729501373234
"Gaia DR2 5288344303304524928" -0.60559 -1.492892 118.21656613228 -62.24017367735 "" "" "" "" "" "" 20.90492514092061 0.014242555904092844 1.8573356848610594 0.3554999467983898
"Gaia DR2 5288344307595427200" -0.610468 -1.491339 118.20616394107 -62.23852315424 "" "" "" "" "" "" 21.118039731740538 0.021750625499203945 "" ""
"Gaia DR2 5288344307595138432" -0.612273 -1.487093 118.2024738224 -62.23424196444 "" "" "" "" "" "" 20.943370653006248 0.020949094047169384 "" ""
"Gaia DR2 5288344685552549504" -0.614016 -1.448726 118.20039998297 -62.19584887149 "" "" "" "" "" "" 21.281141178752357 0.03743400944170278 "" ""
"Gaia DR2 5288344582473454464" -0.614252 -1.462954 118.19927658772 -62.21006870624 "" "" "" "" "" "" 21.090019177761448 0.02772057099770596 "" ""
"Gaia DR2 5288344651192152960" -0.627551 -1.45564 118.17108542111 -62.20248582262 "" "" "" "" "" "" 21.00844661539158 0.02248088591479142 "" ""
"Gaia DR2 5288344788631354624" -0.588659 -1.459853 118.25428267291 -62.20747338634 "" "" "" "" "" "" 21.145974905606757 0.025399361026300964 "" ""
"Gaia DR2 5288344719912001152" -0.577741 -1.466226 118.27743032622 -62.21405460048 "" "" "" "" "" "" 21.06684970641467 0.020909233279144398 "" ""
"Gaia DR2 5288344719912084608" -0.579258 -1.465492 118.27420634205 -62.21329209326 "" "" "" "" "" "" 21.06838932125683 0.04022193460551187 "" ""
"Gaia DR2 5288344857351297408" -0.562033 -1.440654 118.31213334483 -62.1887811653 "" "" "" "" "" "" 20.888483246291536 0.01679335004375728 2.5101217766397284 0.2574749388746096
"Gaia DR2 5288344960429344640" -0.549685 -1.41696 118.33950940549 -62.16531622334 "" "" "" "" "" "" 20.82744010589789 0.014403464810497063 1.9319130163973597 0.42916796151281045
"Gaia DR2 5288344990492166400" -0.600097 -1.441153 118.23055071662 -62.18855406226 "" "" "" "" "" "" 14.19443624561949 0.005236314862216463 0.8627927062411516 0.003565761915478315
"Gaia DR2 5288345097869209472" -0.596562 -1.420548 118.23899374998 -62.16802313598 "" "" "" "" "" "" 21.25979878340022 0.027954888809715618 "" ""
"Gaia DR2 5288345097868746880" -0.595168 -1.421994 118.2419173034 -62.16949641099 "" "" "" "" "" "" 20.944607176498693 0.022520861195379233 0.4288517119967139 0.6460207092064714
"Gaia DR2 5288345196651403264" -0.58216 -1.416944 118.2699799701 -62.16469800481 "" "" "" "" "" "" 20.62104593010243 0.013003000275047027 1.4841162701986192 0.17704784603627924
"Gaia DR2 5288345231011158784" -0.568856 -1.390172 118.2995357725 -62.13818221492 "" "" "" "" "" "" 20.890443177393752 0.01535482631880344 1.2486148807578559 0.3801630639578537
"Gaia DR2 5288345235308163328" -0.571 -1.403865 118.29439944751 -62.15183287942 "" "" "" "" "" "" 20.86664243142351 0.034527967045961956 0.6701190045105996 0.1716828268860901
"Gaia DR2 5288345338386903808" -0.522854 -1.459429 118.39539290566 -62.20824924871 "" "" "" "" "" "" 20.784491344094825 0.015819991983044845 0.7108261233604587 0.16520502956764135
"Gaia DR2 5288345372744814464" -0.508918 -1.436616 118.42609337931 -62.18567579484 "" "" "" "" "" "" 20.803759254437537 0.01478049253812439 0.9938194022262685 0.2997202681946688
"Gaia DR2 5288345510186624256" -0.482012 -1.416617 118.48442329222 -62.16611698739 "" "" "" "" "" "" 18.59695681289838 0.0025624662500709603 "" ""
"Gaia DR2 5288345510185848960" -0.48679 -1.416903 118.47418261116 -62.16632732216 "" "" "" "" "" "" 20.930267957765103 0.02619122662324466 1.5751396293804376 0.3556115498151411
"Gaia DR2 5288345574609284224" -0.514898 -1.42985 118.41352741646 -62.17881059223 "" "" "" "" "" "" 21.077517759222772 0.020061691984941673 "" ""
"Gaia DR2 5288345613265069696" -0.53468 -1.436025 118.37092003432 -62.18464419094 "" "" "" "" "" "" 20.979104495090102 0.01771661946680343 1.1543754227146579 0.2706825564182798
"Gaia DR2 5288345540249420160" -0.524545 -1.446953 118.39222816062 -62.19574630171 "" "" "" "" "" "" 20.771872533295166 0.012152187007026924 1.2955284880510227 0.2257552364575884
"Gaia DR2 5288345750704019328" -0.515265 -1.410246 118.41345364009 -62.15920378002 "" "" "" "" "" "" 21.052483054897827 0.018897655074513856 "" ""
"Gaia DR2 5288345716344417408" -0.493023 -1.402914 118.46132235023 -62.15224042851 "" "" "" "" "" "" 20.881845821192005 0.019700391086932962 "" ""
"Gaia DR2 5288345716344500608" -0.489554 -1.406985 118.46860624113 -62.15636621082 "" "" "" "" "" "" 21.067157454774087 0.019888037326558465 "" ""
"Gaia DR2 5288345888144708224" -0.466768 -1.406684 118.51739155451 -62.15642171283 "" "" "" "" "" "" 20.832883644307266 0.014683966140884833 0.7531385100199905 0.19665208666683623
"Gaia DR2 5288346163020877312" -0.483717 -1.388348 118.48173505454 -62.13782456352 "" "" "" "" "" "" 20.982800379952945 0.031022444548463615 0.9662479521316705 0.38963589431136414
"Gaia DR2 5288346197380755968" -0.467107 -1.36862 118.51791567478 -62.11835765576 "" "" "" "" "" "" 21.034563972852407 0.02640583231832164 "" ""
"Gaia DR2 5288346094301143168" -0.478698 -1.385731 118.49256006313 -62.13528703927 "" "" "" "" "" "" 21.218686622647688 0.028103529264177054 "" ""
"Gaia DR2 5288346090005115776" -0.480884 -1.401774 118.48734152624 -62.15129379609 "" "" "" "" "" "" 16.913714287488204 0.007694509512944761 1.1882575710293644 0.00801304638590628
"Gaia DR2 5288346300459640064" -0.45798 -1.351246 118.5379878586 -62.101124198 "" "" "" "" "" "" 20.90161678256594 0.023390821177892516 1.5525902309968167 1.125316036856537
"Gaia DR2 5288346300460310400" -0.460757 -1.35215 118.53202573816 -62.10198601675 "" "" "" "" "" "" 20.967670386608713 0.017979979521444103 0.36641565654861097 0.43954383302376027
"Gaia DR2 5288346403539268096" -0.525163 -1.404404 118.39247956174 -62.15319440341 "" "" "" "" "" "" 21.04808888939425 0.023447301454173994 "" ""
"Gaia DR2 5288346369181016960" -0.536609 -1.40927 118.36779893379 -62.15785980519 "" "" "" "" "" "" 20.7344197069648 0.01216367392552472 1.730770078168895 0.568395217749273
"Gaia DR2 5288346506618262912" -0.515681 -1.400808 118.41290433512 -62.14975980974 "" "" "" "" "" "" 20.89411120860127 0.027955943859952436 1.850822362354517 0.37272894082472546
"Gaia DR2 5288346506618685824" -0.512155 -1.392866 118.42073807716 -62.14187918643 "" "" "" "" "" "" 20.855188069128264 0.015524789729093756 0.9916832902602692 0.1792880178245037
"Gaia DR2 5288346540977608576" -0.509342 -1.386287 118.42699228526 -62.135347644 "" "" "" "" "" "" 21.026232714178686 0.023381741733753486 "" ""
"Gaia DR2 5288346747136432896" -0.539009 -1.373234 118.3640284215 -62.12178853206 "" "" "" "" "" "" 20.98793861793392 0.017760237016802266 0.36472850759282593 0.54319782733081
"Gaia DR2 5288346880278625152" -0.518307 -1.339604 118.40951293713 -62.08852162823 "" "" "" "" "" "" 20.6884 0.014013506975054199 0.5338266446774753 0.22379472625945523
"Gaia DR2 5288346884575705728" -0.521295 -1.357873 118.4024631059 -62.10673639048 "" "" "" "" "" "" 21.053698374688643 0.02522032066980407 "" ""
"Gaia DR2 5288347125093549696" -0.477127 -1.339618 118.49746684831 -62.08920519709 "" "" "" "" "" "" 20.884573966246897 0.021187773641935033 1.2520188474518896 0.6972701171803377
"Gaia DR2 5288347159453028736" -0.45966 -1.325006 118.53524466195 -62.0748621361 "" "" "" "" "" "" 20.97513833102758 0.02473818213923664 1.4933083460258416 0.36034644736852217
"Gaia DR2 5288347056371597440" -0.462659 -1.339934 118.52835739851 -62.08974280048 "" "" "" "" "" "" 20.032865736308956 0.01921104084055749 "" ""
"Gaia DR2 5288347262530695552" -0.503399 -1.338935 118.4413767417 -62.08810176581 "" "" "" "" "" "" 20.8916208365442 0.031028401107803208 0.5982065959029867 0.5315356582350483
"Gaia DR2 5288347331251979392" -0.479624 -1.324158 118.49265262148 -62.07370845824 "" "" "" "" "" "" 20.885615065408302 0.019081241946131956 1.0354718473546711 0.3854018212760439
"Gaia DR2 5288347464394105344" -0.656112 -1.464603 118.10944697907 -62.21084510551 "" "" "" "" "" "" 20.87705570556128 0.014348701464128484 0.9478155019310819 0.40088494925342905
"Gaia DR2 5288347674849129600" -0.640059 -1.440301 118.14496538792 -62.18689066995 "" "" "" "" "" "" 21.23724666784571 0.029861646294276768 "" ""
"Gaia DR2 5288347812288334720" -0.666071 -1.429591 118.08974025151 -62.17562569765 "" "" "" "" "" "" 20.801949593140606 0.01348892323769911 1.8101900084941427 0.3053874084249789
"Gaia DR2 5288347743568443520" -0.658068 -1.443527 118.10623154806 -62.18973241999 "" "" "" "" "" "" 21.02875509529007 0.019528047573536454 "" ""
"Gaia DR2 5288347915364936832" -0.633655 -1.416636 118.15974393935 -62.16336499952 "" "" "" "" "" "" 19.849253869276748 0.007887487744283305 "" ""
"Gaia DR2 5288348087166649088" -0.611553 -1.398941 118.20782543396 -62.14612475923 "" "" "" "" "" "" 20.950258117137768 0.017696819006704098 1.2668674585851534 0.39116103605917657
"Gaia DR2 5288348155886412800" -0.585894 -1.405189 118.2624692122 -62.15287355278 "" "" "" "" "" "" 19.99552346509051 0.005457063997818881 "" ""
"Gaia DR2 5288348190245189376" -0.574232 -1.393359 118.28790716047 -62.1412682111 "" "" "" "" "" "" 20.979814265792477 0.020866661276865834 0.2835757128544216 0.6970654468320677
"Gaia DR2 5288348254668646272" -0.581208 -1.372224 118.27384711159 -62.12000520799 "" "" "" "" "" "" 19.765360356474645 0.004037879559802138 "" ""
"Gaia DR2 5288348357747352448" -0.623045 -1.39173 118.18355240585 -62.1386827912 "" "" "" "" "" "" 21.015907743782165 0.022737351463149952 "" ""
"Gaia DR2 5288348533842965376" -0.591075 -1.350717 118.25364377249 -62.09831295643 "" "" "" "" "" "" 20.84837301071198 0.019633486463079417 1.5053328586406458 0.2566625481860765
"Gaia DR2 5288348430763358464" -0.590545 -1.373593 118.25382887434 -62.12119505976 "" "" "" "" "" "" 20.995259667216036 0.029754522660168467 "" ""
"Gaia DR2 5288348602562066176" -0.668251 -1.416382 118.08569280142 -62.16237289047 "" "" "" "" "" "" 21.0302415908738 0.025218177034145632 "" ""
"Gaia DR2 5288348705638918656" -0.654678 -1.406685 118.11519733973 -62.15297268372 "" "" "" "" "" "" 20.58986470205966 0.014076442218447846 "" ""
"Gaia DR2 5288348735704478976" -0.634101 -1.384934 118.16020542053 -62.13166092593 "" "" "" "" "" "" 20.90003234418952 0.01715456941098527 1.0614451384760315 0.4585608163400868
"Gaia DR2 5288348843080890880" -0.686506 -1.4031 118.0472557655 -62.1486895949 "" "" "" "" "" "" 20.831891877894613 0.012766777021392135 1.1936564638662794 0.20920083632410927
"Gaia DR2 5288348843080235648" -0.683342 -1.396938 118.05432303659 -62.14260017364 "" "" "" "" "" "" 20.97499694992122 0.017650412627900788 3.1698182159013975 0.14958535997080263
"Gaia DR2 5288348980521133184" -0.659747 -1.369177 118.1060887669 -62.11536544765 "" "" "" "" "" "" 21.058725998175586 0.02588516237856267 "" ""
"Gaia DR2 5288349049238663424" -0.673847 -1.358368 118.07646286268 -62.10425106485 "" "" "" "" "" "" 20.81614559757447 0.015517564553491313 0.6878452932978192 0.250029867822581
"Gaia DR2 5288349221038015488" -0.625305 -1.353685 118.1803879161 -62.10060016187 "" "" "" "" "" "" 21.128248206453367 0.023707492459906488 "" ""
"Gaia DR2 5288349152317874432" -0.623279 -1.369159 118.18404029523 -62.11611200398 "" "" "" "" "" "" 21.06408388950918 0.024543116438920688 "" ""
"Gaia DR2 5288349182381093888" -0.633491 -1.354262 118.16287265362 -62.10100865105 "" "" "" "" "" "" 20.689594967177744 0.014643330231295017 0.33830059377247323 0.1961911558773288
"Gaia DR2 5288349221039340928" -0.627765 -1.347847 118.17539016007 -62.09471382342 "" "" "" "" "" "" 20.755118448867748 0.01238128736886374 1.3713437740765464 0.2908150365049377
"Gaia DR2 5288349319820051968" -0.6132 -1.342496 118.20673071121 -62.0896585638 "" "" "" "" "" "" 20.86549154198734 0.01607718825538223 0.4206342915277439 0.25732412558944845
"Gaia DR2 5288349285460316032" -0.589825 -1.335628 118.25693867304 -62.08325208698 "" "" "" "" "" "" 20.92161985764259 0.015314799329889316 0.39608234092750294 0.21411609130732176
"Gaia DR2 5288349324117030272" -0.609149 -1.337865 118.21558041883 -62.08510979959 "" "" "" "" "" "" 21.185748675380363 0.026205390295176056 "" ""
"Gaia DR2 5288349392837065216" -0.648305 -1.350981 118.13137431327 -62.09741783228 "" "" "" "" "" "" 20.75442594143186 0.018066269781085827 1.011350144365604 0.2468735029143274
"Gaia DR2 5288349392836044928" -0.644468 -1.354907 118.13939244877 -62.10142398837 "" "" "" "" "" "" 21.20777107024184 0.023856801146943423 "" ""
"Gaia DR2 5288349564635117056" -0.601713 -1.316316 118.23236874656 -62.06371248187 "" "" "" "" "" "" 21.070857255161613 0.025096328262184227 "" ""
"Gaia DR2 5288349835216126208" -0.528253 -1.337959 118.38833333321 -62.08670707637 "" "" "" "" "" "" 20.78247666082495 0.015532288002216676 0.7198096170206476 0.38244737959072805
"Gaia DR2 5288349976951977088" -0.562969 -1.342513 118.31401310259 -62.09064113601 "" "" "" "" "" "" 21.106808431008247 0.026558012297641372 "" ""
"Gaia DR2 5288349976949245568" -0.560818 -1.337617 118.31879944417 -62.08578518192 "" "" "" "" "" "" 20.801708532703394 0.017771213983571912 "" ""
"Gaia DR2 5288350148748175744" -0.554658 -1.32039 118.33262408495 -62.0686741289 "" "" "" "" "" "" 20.705691598254848 0.014026897984311146 "" ""
"Gaia DR2 5288350080031374848" -0.548083 -1.324811 118.34648768351 -62.07321250371 "" "" "" "" "" "" 21.14102172089957 0.030347297668614357 "" ""
"Gaia DR2 5288350144453780736" -0.554377 -1.320483 118.3332208861 -62.06877199072 "" "" "" "" "" "" 20.419527175638287 0.007898675289038759 1.754407008862021 0.15949575608649752
"Gaia DR2 5288350114390395136" -0.537931 -1.307552 118.36880903336 -62.05613593621 "" "" "" "" "" "" 20.905190245598956 0.01445641292907835 1.4676319184694613 0.2574562300771333
"Gaia DR2 5288350286188168064" -0.512532 -1.314032 118.42276566769 -62.06305065173 "" "" "" "" "" "" 20.73430643836058 0.011602658377053801 2.0316341564909983 0.39909294215743557
"Gaia DR2 5288350389266617344" -0.485026 -1.291797 118.4822174205 -62.0412668726 "" "" "" "" "" "" 20.835615682407248 0.013511841214014567 1.5213771939236516 0.2422094580441385
"Gaia DR2 5288350561065036416" -0.533642 -1.289639 118.37862670691 -62.03830111391 "" "" "" "" "" "" 20.56729549112399 0.015063510527523659 0.6969293907543523 0.2114819398351802
"Gaia DR2 5288350556770650240" -0.52909 -1.293248 118.38820054774 -62.04198886141 "" "" "" "" "" "" 20.390260276805158 0.008686329611930872 0.7493429165464143 0.18907756800216557
"Gaia DR2 5288350664146342400" -0.493899 -1.273106 118.4639413356 -62.022436148 "" "" "" "" "" "" 21.033369871874463 0.02462100781437074 "" ""
"Gaia DR2 5288350835945437056" -0.59037 -1.309713 118.25684523027 -62.05733168203 "" "" "" "" "" "" 20.997566677284052 0.02410016086727502 0.6302861505680504 0.41034646204826575
"Gaia DR2 5288351007741511424" -0.555483 -1.284584 118.33225414965 -62.03285957162 "" "" "" "" "" "" 20.39688064002938 0.015362567414475265 "" ""
"Gaia DR2 5288350939026264704" -0.550125 -1.284795 118.3436683636 -62.03316718103 "" "" "" "" "" "" 20.892013673624316 0.015975220472432834 0.6524461286639607 0.438929571941655
"Gaia DR2 5288351042103472512" -0.597158 -1.303984 118.24260342161 -62.05147231931 "" "" "" "" "" "" 20.938712009947476 0.015703865700764714 2.1619869538830514 1.188826875966327
"Gaia DR2 5288351110822802176" -0.606249 -1.29022 118.22379417141 -62.03753250667 "" "" "" "" "" "" 20.882364939635917 0.017022741962950002 0.5008154532449538 0.3018593036261307
"Gaia DR2 5288351278325735936" -0.570014 -1.255768 118.302421343 -62.00378234791 "" "" "" "" "" "" 21.081876900973597 0.024028589401385393 "" ""
"Gaia DR2 5288351282622521216" -0.559764 -1.247801 118.32456346027 -61.99600558474 "" "" "" "" "" "" 17.88450038953125 0.0060968298797567985 1.1626997040110858 0.013981696708464693
"Gaia DR2 5288351179542902784" -0.574616 -1.284776 118.29145925819 -62.03269923374 "" "" "" "" "" "" 20.9813773965189 0.03515655763485549 1.2285849712755237 0.2699687479508736
"Gaia DR2 5288351248260978048" -0.575345 -1.271763 118.29042722376 -62.01967439321 "" "" "" "" "" "" 20.829045585421717 0.02125962587852724 2.2940715080225758 0.42816606768027454
"Gaia DR2 5288351213904166400" -0.562984 -1.261978 118.31715107615 -62.01012035658 "" "" "" "" "" "" 20.73759603497811 0.013796136740662577 0.8278295797582622 0.2889048996229613
"Gaia DR2 5288351385701252224" -0.549503 -1.26765 118.34565181378 -62.01603646252 "" "" "" "" "" "" 21.149787709389123 0.036794348865319834 "" ""
"Gaia DR2 5288351488780062976" -0.497088 -1.242009 118.45822091269 -61.99129295213 "" "" "" "" "" "" 20.980808724930803 0.021098050994176974 0.8969689991378829 0.20875680975190178
