DR2Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP
"Gaia DR2 5276906809687626240" 2.633823 -2.721261 125.39588031526 -63.3555589619 "" "" "" "" "" "" 15.756551077279497 0.0035520536709352127 1.0818584401146296 0.004821912324586277
"Gaia DR2 5276907496878114176" 2.597934 -2.693894 125.31073277168 -63.33152562635 "" "" "" "" "" "" 17.05136402606375 0.0026952515934433353 "" ""
"Gaia DR2 5276908218437072256" 2.718186 -2.797632 125.59912481594 -63.42383634741 "" "" "" "" "" "" 17.08805654459851 0.002326831636553105 "" ""
"Gaia DR2 5276908214144500480" 2.718331 -2.797607 125.59944286964 -63.42379756752 "" "" "" "" "" "" 16.78397743197994 0.002800202877287903 1.6232548687968489 0.007499323733521816
"Gaia DR2 5276908768192806272" 2.773672 -2.755319 125.71347437631 -63.37650564143 "" "" "" "" "" "" 18.334782930435736 0.00528314203972226 1.4029279157225076 0.03999166487974592
"Gaia DR2 5276910898496593408" 2.869315 -2.680202 125.90923451002 -63.29254529195 "" "" "" "" "" "" 18.38815691887308 0.0039039801261257522 1.1748663544448412 0.023532772621964897
"Gaia DR2 5276911516967704576" 2.793886 -2.66595 125.73918163461 -63.2856605744 "" "" "" "" "" "" 14.482717108421525 0.0029452746421713837 "" ""
"Gaia DR2 5276912169806830080" 2.879793 -2.595948 125.91390342852 -63.20771139113 "" "" "" "" "" "" 18.26079052040993 0.005494214383114537 2.7290151920367194 0.033042768820592545
"Gaia DR2 5276921648796470016" 2.962609 -2.709263 126.12227083111 -63.31215173556 "" "" "" "" "" "" 15.420629575128617 0.003715911298183704 1.0852578204835872 0.0052357975317738415
"Gaia DR2 5276922477728427776" 2.950672 -2.685729 126.09051471765 -63.28995702792 "" "" "" "" "" "" 15.811271352778636 0.012347351134714508 1.4912625788015585 0.006312491075632842
"Gaia DR2 5276922821325811968" 2.937746 -2.64569 126.05291817973 -63.25144009661 "" "" "" "" "" "" 18.69590672173453 0.002955953510855837 1.0220772504132896 0.0285988925769898
"Gaia DR2 5276934641071648512" 2.923493 -2.608076 126.01303393455 -63.21545663626 "" "" "" "" "" "" 18.24023490179054 0.005902634274573006 "" ""
"Gaia DR2 5276934946015420416" 2.933554 -2.596072 126.03256209921 -63.20251572775 "" "" "" "" "" "" 15.753215115236966 0.002247346587505117 1.0549188279852117 0.007797394693586653
"Gaia DR2 5277223361658382848" 1.163469 -2.999872 122.14491970982 -63.72966474058 "" "" "" "" "" "" 15.366755748921467 0.006250389904554421 0.9967268212629978 0.003817603618278442
"Gaia DR2 5277223675194570752" 1.171076 -2.963689 122.15873438302 -63.69320675083 "" "" "" "" "" "" 16.535288477601668 0.005218397393304345 1.031240989304436 0.005623568886879197
"Gaia DR2 5277223915712805248" 1.104132 -2.998418 122.01089109828 -63.73054850173 "" "" "" "" "" "" 15.716233680566038 0.0026990602133611483 1.3556795227628395 0.005033962523950351
"Gaia DR2 5277227351682496640" 1.321054 -2.949548 122.49517077399 -63.67260230736 "" "" "" "" "" "" 16.537849466580838 0.003899199996077056 1.1730302954265248 0.006505627182646215
"Gaia DR2 5277231337411992960" 1.23165 -2.838281 122.28309616405 -63.56540104657 "" "" "" "" "" "" 17.715587016984212 0.0024298925167336467 1.191257270611512 0.012486344880167366
"Gaia DR2 5277231612289969792" 1.307341 -2.856768 122.45476996936 -63.58055180538 "" "" "" "" "" "" 17.749113267101897 0.0049487264518106285 "" ""
"Gaia DR2 5277231818448336512" 1.294461 -2.854943 122.4256761866 -63.5793073765 "" "" "" "" "" "" 13.671000883491175 0.0019832725726961994 1.193650901995552 0.0039249115275444895
"Gaia DR2 5277265181755945856" 1.828031 -2.929576 123.63268339216 -63.62503063839 "" "" "" "" "" "" 17.165342977340483 0.004698764485131024 "" ""
"Gaia DR2 5277265181758798976" 1.828031 -2.929434 123.63266315401 -63.62488956749 "" "" "" "" "" "" 16.151998597526987 0.007999344177961436 0.9075061611332398 0.007907778181816368
"Gaia DR2 5277265387917164544" 1.817972 -2.916553 123.60823603116 -63.61267089679 "" "" "" "" "" "" 16.809256674168918 0.006636905115411393 1.4016969944249205 0.006099926494508871
"Gaia DR2 5277266040752255232" 1.780332 -2.921277 123.52440269278 -63.61972609926 "" "" "" "" "" "" 14.813749794519174 0.002486111492310169 0.9805244971468063 0.002998638367594964
"Gaia DR2 5277268480293561600" 1.904864 -2.794504 123.78508773993 -63.48532105471 "" "" "" "" "" "" 15.897120424849131 0.008298578609826045 0.9687326865875008 0.0048199676265756435
"Gaia DR2 5277271843248598272" 2.222938 -2.9654 124.52488195651 -63.63308834445 "" "" "" "" "" "" 17.913104703044752 0.00555116896619953 0.9509975429706401 0.01195895031153122
"Gaia DR2 5277273977849379072" 2.109088 -2.952971 124.26726824726 -63.62922872885 "" "" "" "" "" "" 18.457787699365916 0.0069570799267118675 "" ""
"Gaia DR2 5277274184007811072" 2.107947 -2.935364 124.26179269971 -63.6117569248 "" "" "" "" "" "" 17.43495678236966 0.01374378472293952 "" ""
"Gaia DR2 5277276073795954176" 2.197225 -2.878171 124.45216365088 -63.54810291563 "" "" "" "" "" "" 18.987946649658028 0.009244573622120802 1.9514956015770117 0.03262293122316294
"Gaia DR2 5277276520472545408" 2.113752 -2.896653 124.26840232918 -63.57273612157 "" "" "" "" "" "" 17.379187081925195 0.005769961215054339 1.1920352394720908 0.007763596477468198
"Gaia DR2 5277277448182594432" 2.163877 -2.815969 124.36705164901 -63.48859924225 "" "" "" "" "" "" 17.8680483316438 0.0093707663407789 "" ""
"Gaia DR2 5277277581324907776" 2.263883 -2.959559 124.61571211532 -63.62408898038 "" "" "" "" "" "" 18.6029843289762 0.004660370194196825 1.9442914484777418 0.021638454163371314
"Gaia DR2 5277279608549628032" 2.286058 -2.819583 124.64045388618 -63.48284954198 "" "" "" "" "" "" 17.30500408918697 0.005032603707737162 0.9563409122537117 0.009859145076160512
"Gaia DR2 5277280506202278016" 2.435382 -2.79683 124.96930501181 -63.44806125974 "" "" "" "" "" "" 16.639753577514213 0.01003696364334235 2.9942937665504186 0.010901235381679135
"Gaia DR2 5277283289341016704" 2.221008 -2.781547 124.48868094852 -63.44997835446 "" "" "" "" "" "" 16.671882339792084 0.00419285242335222 1.9021436835939003 0.007451512052771578
"Gaia DR2 5277283529856299648" 2.223974 -2.754727 124.49067762103 -63.42301876657 "" "" "" "" "" "" 18.91511909969448 0.006029427744168528 "" ""
"Gaia DR2 5277283632938332032" 2.244509 -2.770241 124.53911684966 -63.43690747156 "" "" "" "" "" "" 18.556605441345525 0.013724430061618624 "" ""
"Gaia DR2 5277283632938331520" 2.240472 -2.769264 124.52994846258 -63.43624458025 "" "" "" "" "" "" 17.483828833598707 0.0034772372378784663 1.5929108985927485 0.010965582222360472
"Gaia DR2 5277283804737026560" 2.273761 -2.741357 124.59922679519 -63.40585145369 "" "" "" "" "" "" 15.343591219898965 0.0020611571172772427 0.9660408641144524 0.0032261157234399064
"Gaia DR2 5277285587144399360" 2.293095 -2.687042 124.63266355022 -63.3502076773 "" "" "" "" "" "" 18.888374042575276 0.005065223780961969 2.593189797927952 0.05343952546342447
"Gaia DR2 5277285724583383936" 2.316495 -2.673532 124.68224476654 -63.33489812774 "" "" "" "" "" "" 17.950912747638473 0.008928537563584457 1.3240626639225752 0.0174836785065654
"Gaia DR2 5277289130496460672" 2.126048 -2.817494 124.28281745497 -63.49291201029 "" "" "" "" "" "" 17.677964367946103 0.008067195873093593 2.250644536222765 0.01898476716060697
"Gaia DR2 5277290126925873408" 2.082013 -2.751667 124.17381292337 -63.4304596294 "" "" "" "" "" "" 17.723058338037983 0.007209741378290679 1.5050394797901774 0.01330243443079114
"Gaia DR2 5277290672385635456" 2.131236 -2.704879 124.27582292619 -63.38024992944 "" "" "" "" "" "" 15.33391359119086 0.0021747489960141967 1.0226756284000782 0.003650924278307604
"Gaia DR2 5277291020281997824" 1.966078 -2.800293 123.92272329866 -63.4870199488 "" "" "" "" "" "" 18.05426360427313 0.008483612592636773 "" ""
"Gaia DR2 5277291531378952704" 2.002067 -2.764043 123.99748680643 -63.44840843273 "" "" "" "" "" "" 17.77195472520087 0.0045027121319637636 1.031821803864812 0.011703217668461005
"Gaia DR2 5277291879272338688" 1.920321 -2.787822 123.81862361577 -63.47763801786 "" "" "" "" "" "" 17.792644540109233 0.0048669091369529845 2.287835464966978 0.026429065436927628
"Gaia DR2 5277292325948762240" 1.944867 -2.735728 123.8655948941 -63.424041035 "" "" "" "" "" "" 18.334621418413995 0.005708351555028235 "" ""
"Gaia DR2 5277293597262319360" 2.071157 -2.695811 124.14067759968 -63.37553255322 "" "" "" "" "" "" 17.6055923036973 0.0029903966021992703 1.6488708538439631 0.009415710876364164
"Gaia DR2 5277293700341538560" 2.115741 -2.678461 124.23704108452 -63.35503554409 "" "" "" "" "" "" 17.440285653296293 0.007142967238213886 "" ""
"Gaia DR2 5277294245798514816" 2.047908 -2.662574 124.08370797579 -63.34402648682 "" "" "" "" "" "" 17.711170707694578 0.003886446982174865 1.231288362416933 0.011047058773884046
"Gaia DR2 5277295109090683648" 2.070298 -2.605853 124.12446169451 -63.28588472307 "" "" "" "" "" "" 17.636495865062148 0.004678452839187887 2.19255352046849 0.017291534106395293
"Gaia DR2 5277296891498386560" 2.195751 -2.653144 124.41060805109 -63.32389351047 "" "" "" "" "" "" 18.040438455921574 0.00523547496918955 2.8657439443099157 0.03127266039942069
"Gaia DR2 5277297686071199744" 2.271442 -2.646002 124.57739139548 -63.31099502049 "" "" "" "" "" "" 16.65437682519792 0.0031383514910487543 1.4874420779574642 0.007029306290763835
"Gaia DR2 5277298648140861440" 2.275406 -2.59715 124.57767767716 -63.26199842889 "" "" "" "" "" "" 18.732451387027783 0.0035696936668530134 "" ""
"Gaia DR2 5277299026101000448" 2.2971 -2.583463 124.62333171935 -63.24666542244 "" "" "" "" "" "" 17.366584811872613 0.0023923849630936166 "" ""
"Gaia DR2 5277299266619232768" 2.320169 -2.542704 124.66719389764 -63.2042314849 "" "" "" "" "" "" 16.686430440439263 0.021770479856281007 "" ""
"Gaia DR2 5277302938812581888" 2.18402 -2.519301 124.36223090123 -63.19133935725 "" "" "" "" "" "" 17.9943444712263 0.012909408463234592 1.6710679943966475 0.010895497971802639
"Gaia DR2 5277302943107789312" 2.183956 -2.519188 124.36207140037 -63.19123108514 "" "" "" "" "" "" 18.54748415395429 0.004139112222599889 "" ""
"Gaia DR2 5277303183629211904" 2.203847 -2.49254 124.4015767073 -63.1631819462 "" "" "" "" "" "" 18.98676815690717 0.005680309601135046 "" ""
"Gaia DR2 5277306104207052288" 1.553108 -2.941921 123.01648715034 -63.65343540313 "" "" "" "" "" "" 17.14430565086943 0.0031698216575196483 2.0150480871573606 0.011333985021275313
"Gaia DR2 5277306482164241536" 1.622155 -2.97412 123.17586982844 -63.68178387699 "" "" "" "" "" "" 16.50961163477691 0.002887519006088378 "" ""
"Gaia DR2 5277306447804502400" 1.596517 -2.986348 123.11969813333 -63.69542088488 "" "" "" "" "" "" 16.1924640582961 0.003047311484122799 1.1418726536571526 0.004385881150597015
"Gaia DR2 5277307787830962176" 1.6117 -2.884159 123.14093693633 -63.59256243635 "" "" "" "" "" "" 18.484439154635172 0.0029631092491133196 "" ""
"Gaia DR2 5277307993992670976" 1.67886 -2.886656 123.29195296053 -63.59123855889 "" "" "" "" "" "" 14.281122137380882 0.0019776486187935843 0.748246246679722 0.002833319687903791
"Gaia DR2 5277310605329503616" 1.57639 -2.905245 123.06430335918 -63.61555804585 "" "" "" "" "" "" 18.693518196471587 0.0063738940877573775 "" ""
"Gaia DR2 5277312662618015616" 1.612813 -2.768726 123.128913757 -63.4772643583 "" "" "" "" "" "" 18.84113169997888 0.00653114043148488 1.7546130411092022 0.03204469921436042
"Gaia DR2 5277315106455905920" 1.82223 -2.8076 123.60227844269 -63.50368721107 "" "" "" "" "" "" 18.861686499634033 0.009563623544987203 "" ""
"Gaia DR2 5277315445756835968" 1.81255 -2.76838 123.57510859623 -63.465157265 "" "" "" "" "" "" 18.197624426827097 0.004501303967153774 1.65920690039162 0.021401363365986893
"Gaia DR2 5277316274686383488" 1.797813 -2.749756 123.53960109659 -63.44748646901 "" "" "" "" "" "" 18.10002575982227 0.003175821555864474 2.1268439422924956 0.026532956819869852
"Gaia DR2 5277316274689563520" 1.79771 -2.749861 123.53938443686 -63.44759824066 "" "" "" "" "" "" 18.08245350465031 0.0027790279816801836 2.0603827541158317 0.03190462603325085
"Gaia DR2 5277318267550998144" 1.640952 -2.782894 123.19360864215 -63.48983305619 "" "" "" "" "" "" 18.48735220471735 0.005063689058693401 2.4786938093681385 0.00960755704132782
"Gaia DR2 5277318267554315008" 1.640867 -2.782994 123.19343105718 -63.48993754748 "" "" "" "" "" "" 18.368678643121616 0.003356151361552281 2.3774061572621044 0.024425323611287894
"Gaia DR2 5277318435054112128" 1.674821 -2.749553 123.26499691896 -63.45462151258 "" "" "" "" "" "" 18.009063112771976 0.008347501199399646 2.1080364193073855 0.026313900576947366
"Gaia DR2 5277318572493079552" 1.646194 -2.74153 123.2000422233 -63.4482459363 "" "" "" "" "" "" 18.255603489576654 0.002898081609652531 2.556431292375624 0.03936894455779783
"Gaia DR2 5277319190968496384" 1.679463 -2.686951 123.26722989757 -63.39186625087 "" "" "" "" "" "" 17.873883854651183 0.0032910829889488268 1.0790521228895358 0.01672537886339818
"Gaia DR2 5277319195263775104" 1.672979 -2.687343 123.25283155838 -63.39263040258 "" "" "" "" "" "" 16.225769776291035 0.0019804918695153595 1.1924646546861748 0.010172320439931005
"Gaia DR2 5277319573221083520" 1.777302 -2.699975 123.48697631993 -63.3990672063 "" "" "" "" "" "" 17.759449495169843 0.0022314358978327265 0.9510526294619233 0.028100740058870616
"Gaia DR2 5277322768679965056" 1.404624 -2.83603 122.67078616999 -63.55528676193 "" "" "" "" "" "" 13.142689228933675 0.002706175757853771 "" ""
"Gaia DR2 5277323180996762240" 1.420155 -2.794118 122.70096376239 -63.51267281909 "" "" "" "" "" "" 15.845483240712422 0.010893548101853029 "" ""
"Gaia DR2 5277323623374564992" 1.463757 -2.761741 122.79487831329 -63.47817635586 "" "" "" "" "" "" 18.583359899884563 0.0034089932018227615 1.1749552924006323 0.021704395438126994
"Gaia DR2 5277325891117527552" 1.550574 -2.6669 122.97756932242 -63.37898385512 "" "" "" "" "" "" 18.12759641970966 0.006022616272072957 1.073992802211258 0.018695616860024522
"Gaia DR2 5277326307729371648" 1.368489 -2.765093 122.58220542628 -63.48616461328 "" "" "" "" "" "" 18.96857478599442 0.010822997312855097 "" ""
"Gaia DR2 5277326479531580928" 1.398662 -2.738151 122.64676371415 -63.45782090262 "" "" "" "" "" "" 18.368986317180212 0.003918111338357834 0.933870458668757 0.062320269688556605
"Gaia DR2 5277329743702891520" 1.463501 -2.611026 122.77727017044 -63.32768410722 "" "" "" "" "" "" 14.071214902858502 0.002149362250930263 0.928399860109554 0.021421883431357626
"Gaia DR2 5277331324251242240" 1.671622 -2.635995 123.24319758248 -63.34145320269 "" "" "" "" "" "" 18.030911519961982 0.0063819900407350106 "" ""
"Gaia DR2 5277331496053461888" 1.609983 -2.670791 123.11038697259 -63.37965176202 "" "" "" "" "" "" 17.909067837978032 0.007070965278258502 1.1916299801349517 0.015293957717386874
"Gaia DR2 5277331702208348288" 1.62729 -2.633144 123.14422187932 -63.34110917173 "" "" "" "" "" "" 16.747402637189406 0.007035382275248306 "" ""
"Gaia DR2 5277332595561571968" 1.71976 -2.631144 123.34962302926 -63.33381818309 "" "" "" "" "" "" 18.457773770988616 0.006429925587289587 "" ""
"Gaia DR2 5277332595561571328" 1.717685 -2.632491 123.3451861365 -63.33528459852 "" "" "" "" "" "" 18.440244441799624 0.002693552098714289 2.2905343023009905 0.14615994301463567
"Gaia DR2 5277335619221937408" 1.617405 -2.546028 123.11143494273 -63.25468890291 "" "" "" "" "" "" 15.360797670999755 0.0033476091870504434 1.0977728724050255 0.0034465157896781335
"Gaia DR2 5277337126752251392" 1.692122 -2.512791 123.27284497873 -63.21729592382 "" "" "" "" "" "" 18.198719979298193 0.004097379650134874 1.4680821745262662 0.017015833782537623
"Gaia DR2 5277338093123042688" 1.650126 -2.485125 123.17634984923 -63.19206837555 "" "" "" "" "" "" 17.28578120068285 0.004684334286224837 1.8283660758380833 0.009714514616422629
"Gaia DR2 5277341254215853056" 1.948401 -2.592744 123.85204023179 -63.28117241512 "" "" "" "" "" "" 18.034580368785246 0.008591605841062212 1.3032244913004227 0.016796516115374416
"Gaia DR2 5277342800407468416" 1.945786 -2.577624 123.84398788382 -63.26626261861 "" "" "" "" "" "" 16.463353048028264 0.0051675462724190095 1.5438994881190204 0.006956210716610547
"Gaia DR2 5277345338729690240" 1.889069 -2.535199 123.71209421884 -63.2276459623 "" "" "" "" "" "" 17.51549358642064 0.011326701177692468 0.9711554720259734 0.017727446992730978
"Gaia DR2 5277347812631035008" 1.977434 -2.412044 123.88928969896 -63.09897802017 "" "" "" "" "" "" 17.828366373586807 0.0053558577920143026 2.079181065831225 0.01708550612321729
"Gaia DR2 5277351179885437568" 2.231295 -2.384288 124.44393805162 -63.0532030359 "" "" "" "" "" "" 18.21176491122714 0.005595688699301636 3.0076335792809843 0.03720941358294985
"Gaia DR2 5277351214245184384" 2.23968 -2.37617 124.46101541557 -63.04447664035 "" "" "" "" "" "" 18.563393516047732 0.01478075414916303 1.1523145139379025 0.03609056239961472
"Gaia DR2 5277352141962079616" 2.17557 -2.355254 124.31658957511 -63.02841245892 "" "" "" "" "" "" 16.585309786519204 0.006930667606366576 1.2241431363752753 0.00557037771143962
"Gaia DR2 5277352833450956800" 2.040703 -2.408014 124.02812896032 -63.09064939539 "" "" "" "" "" "" 18.613613549440867 0.007657233119739054 2.002824709757544 0.024950053347779593
"Gaia DR2 5277354036038203008" 2.065575 -2.373281 124.07752858808 -63.05427982453 "" "" "" "" "" "" 17.69306371721774 0.00659130541511565 "" ""
"Gaia DR2 5277354890737218176" 2.116863 -2.346771 124.1861720129 -63.02421430794 "" "" "" "" "" "" 17.78527956745405 0.008780395996476911 2.1458865326896266 0.015616726250788564
"Gaia DR2 5277355857107873920" 2.121415 -2.310694 124.19043911195 -62.98791389675 "" "" "" "" "" "" 17.46559869120804 0.006679823254008725 0.6334881526492246 0.009928184282268538
"Gaia DR2 5277356952320497792" 1.814578 -2.516219 123.54446909353 -63.21340607267 "" "" "" "" "" "" 12.369440781297055 0.002300149238517803 1.2993318070747115 0.002791530905504074
"Gaia DR2 5277358365365014144" 1.801952 -2.427594 123.50439642072 -63.12574153257 "" "" "" "" "" "" 17.63245436690753 0.002882375800905677 "" ""
"Gaia DR2 5277358670308322560" 1.815021 -2.43734 123.53458214762 -63.13466525547 "" "" "" "" "" "" 16.879846814068426 0.002379767863056372 1.0454949256896988 0.006127904712360839
"Gaia DR2 5277359877193526016" 1.939785 -2.362511 123.79904254762 -63.05206426429 "" "" "" "" "" "" 17.506128482414592 0.0028001415132858387 0.97694756117167 0.019567379044286657
"Gaia DR2 5277359877197249024" 1.939951 -2.362414 123.7993934218 -63.05195616192 "" "" "" "" "" "" 17.518652874160875 0.002501695336441564 0.9748178438706887 0.033461140733755085
"Gaia DR2 5277360250856358656" 1.888519 -2.390182 123.69011651255 -63.08299396884 "" "" "" "" "" "" 18.94001995615357 0.004877786207428062 1.1130359616383423 0.033974291851988386
"Gaia DR2 5277360942349076096" 1.903003 -2.33921 123.71473684 -63.0312078102 "" "" "" "" "" "" 17.9704554272244 0.005412617826750031 "" ""
"Gaia DR2 5277363244451498240" 1.804939 -2.29741 123.49330308038 -62.99564343484 "" "" "" "" "" "" 18.760019347942993 0.0038743568570336856 "" ""
"Gaia DR2 5277363515031562240" 1.886948 -2.331331 123.67829906735 -63.02437636186 "" "" "" "" "" "" 16.388270583339683 0.003063724006458909 1.2766262381089 0.005118924522451356
"Gaia DR2 5277364447038459136" 1.823217 -2.320341 123.5366053072 -63.01740632782 "" "" "" "" "" "" 18.08373454133922 0.004801467119098047 "" ""
"Gaia DR2 5277365202956591872" 1.893915 -2.242943 123.68109913706 -62.93574250866 "" "" "" "" "" "" 18.98810533208556 0.00331956545087451 1.5284368916336852 0.03894169561928031
"Gaia DR2 5277365855788012032" 1.982512 -2.33888 123.88956476488 -63.02565602213 "" "" "" "" "" "" 16.259909071288526 0.014134229762379984 2.5750377989288413 0.011776781438907426
"Gaia DR2 5277366199389116416" 2.037403 -2.303047 124.00478597852 -62.98618568189 "" "" "" "" "" "" 18.334695953605703 0.010086640408233982 1.351687323724608 0.021870562076788277
"Gaia DR2 5277369910240768128" 2.128232 -2.118087 124.17493872912 -62.79536360829 "" "" "" "" "" "" 14.216796499421449 0.00491503117970341 0.9718274889619032 0.0041230197937261286
"Gaia DR2 5277370386981216896" 1.963466 -2.224227 123.83085085131 -62.91255126327 "" "" "" "" "" "" 18.71492424922273 0.009148022569861199 0.698720740207623 0.1365889342861777
"Gaia DR2 5277372212343229184" 2.034372 -2.178197 123.97920648289 -62.86186866083 "" "" "" "" "" "" 13.588417217526878 0.022711478685159367 "" ""
"Gaia DR2 5277373273201248256" 2.019582 -2.132894 123.94008900524 -62.81768760604 "" "" "" "" "" "" 17.49931551657071 0.010168420574810952 1.2813423499525847 0.0243043777406798
