EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP prob0 probs_final
"Gaia EDR3 2211143451403076736" 0.434974 -0.230505 358.13161337742 68.39865309254 0.2397 0.0473 -1.266 0.048 1.266 0.056 16.707737 0.002824 2.680866 0.012872416261520307 0.0 0.0
"Gaia EDR3 2211143451403078912" 0.421814 -0.24166 358.09531079536 68.38774891809 0.2293 0.0699 -1.335 0.069 0.332 0.082 17.389353 0.002939 2.841122 0.027040473158063783 0.0 0.0
"Gaia EDR3 2211143451403081088" 0.420165 -0.250084 358.09041050371 68.37935737856 0.5167 0.066 -5.704 0.066 -0.897 0.076 17.340796 0.002874 2.088366 0.019127141111199772 0.0 0.0
"Gaia EDR3 2211143481462817408" 0.439799 -0.231876 358.14464459657 68.39718933146 0.3341 0.1274 -0.928 0.133 -2.469 0.132 18.323513 0.003105 2.547857 0.05424100207228407 0.0 0.0
"Gaia EDR3 2211143515822559616" 0.434967 -0.229075 358.1316698891 68.40008320559 0.3304 0.1042 -3.06 0.11 -0.688 0.117 18.040897 0.003021 2.208397 0.029215846775510805 0.0 0.0
"Gaia EDR3 2211143515822568064" 0.433139 -0.221825 358.12708006091 68.40736698846 0.3519 0.1515 -0.677 0.161 -6.578 0.153 18.494995 0.003208 2.479857 0.048943792704754525 0.0 0.0
"Gaia EDR3 2211143588842031744" 0.454636 -0.225399 358.18528866501 68.40337244209 1.305 0.0225 11.623 0.022 0.395 0.027 15.265299 0.002774 1.902023 0.0062239935906637294 0.0 0.0
"Gaia EDR3 2211143618901801344" 0.481158 -0.206265 358.25843539417 68.42195339676 0.2979 0.1281 -3.644 0.138 -0.736 0.129 18.340914 0.003149 2.174074 0.055506879056237336 0.0 0.0
"Gaia EDR3 2211143653261531648" 0.454808 -0.214006 358.18637813989 68.41475914603 0.117 0.137 -2.217 0.146 0.641 0.147 18.416712 0.003172 2.27655 0.04107648627111418 0.0 0.0
"Gaia EDR3 2211143657561499520" 0.467004 -0.196768 358.22048811025 68.43174527838 0.2834 0.0282 -1.385 0.029 -1.795 0.032 15.691204 0.002795 2.704554 0.0072248439647296355 0.0 0.0
"Gaia EDR3 2211143657561499904" 0.468063 -0.198122 358.22329380375 68.43036991853 0.9834 0.2092 -6.376 0.214 -5.637 0.238 16.200396 0.003334 1.974699 0.007029433803685556 0.0 0.0
"Gaia EDR3 2211143657561500672" 0.454299 -0.205652 358.18544890139 68.423121558 1.4962 0.028 -6.575 0.028 -3.908 0.032 15.624801 0.002817 1.723932 0.006489365223996078 0.0 0.0
"Gaia EDR3 2211143687621299584" 0.478102 -0.191046 358.2510013877 68.43723412452 0.2411 0.035 -0.834 0.037 -0.942 0.039 16.17008 0.002807 2.779049 0.01097711798645434 0.0 0.0
"Gaia EDR3 2211143691921236480" 0.484002 -0.183155 358.26750980049 68.44499711285 0.45 0.1178 -0.135 0.131 -0.548 0.121 18.238111 0.003125 2.343693 0.039406297151239354 0.0 0.0
"Gaia EDR3 2211143691921237120" 0.482442 -0.18589 358.26310712822 68.44229644036 1.0558 0.0562 1.675 0.058 4.087 0.061 17.064377 0.00285 2.118244 0.011912473905177544 0.0 0.0
"Gaia EDR3 2211143691921647616" 0.473751 -0.196307 358.23886590785 68.43206565733 0.5023 0.1025 -3.057 0.111 -0.052 0.114 18.038225 0.003047 2.224808 0.0358332577513322 0.0 0.0
"Gaia EDR3 2211143721980995968" 0.496388 -0.219983 358.29901905038 68.40791048888 0.858 0.1157 3.694 0.126 0.931 0.123 18.18155 0.003055 2.415857 0.04452269460315682 0.0 0.0
"Gaia EDR3 2211143790700485888" 0.491174 -0.211145 358.28537438331 68.41685960331 0.5236 0.0596 -2.371 0.061 -1.352 0.067 17.167501 0.002864 2.570015 0.021091919899213312 0.0 0.0
"Gaia EDR3 2211143996858928896" 0.49145 -0.20054 358.28675117007 68.42745624547 0.1791 0.1391 -0.175 0.147 -1.871 0.142 18.379692 0.003299 2.327835 0.043991743737169825 0.0 0.0
"Gaia EDR3 2211143996858932096" 0.493652 -0.198815 358.29283978184 68.42913323474 0.0259 0.1419 -3.136 0.152 -1.341 0.148 18.47146 0.003231 2.252838 0.04376131994187439 0.0 0.0
"Gaia EDR3 2211144069878357888" 0.490613 -0.178274 358.28578704809 68.44973460131 1.4367 0.0481 2.762 0.051 -3.743 0.053 16.822012 0.002822 1.986471 0.00933025492438914 0.0 0.0
"Gaia EDR3 2211144276037174784" 0.02235 -0.492016 357.01004777871 68.14130582502 0.2865 0.0589 -2.069 0.062 -0.214 0.063 17.185154 0.002853 1.526339 0.01146073363712343 0.0 0.0
"Gaia EDR3 2211144306099819904" 0.041846 -0.483863 357.06245065941 68.14943210331 0.7561 0.124 4.342 0.152 -5.454 0.145 18.2763 0.003127 2.203222 0.039750484960555575 0.0 0.0
"Gaia EDR3 2211144310396227968" 0.040356 -0.482406 357.05845422844 68.15089142722 0.0854 0.1209 -1.691 0.152 -0.226 0.127 18.331947 0.00311 1.879078 0.027282078872188243 0.0 0.0
"Gaia EDR3 2211144340459550208" 0.018465 -0.491171 356.99961545943 68.14215436837 0.1273 0.1134 -3.43 0.126 1.093 0.117 18.154696 0.003025 1.890537 0.03023883761875796 0.0 0.0
"Gaia EDR3 2211144344756651136" 0.019365 -0.482016 357.00205402256 68.15130864014 1.0396 0.0355 1.576 0.039 3.716 0.039 16.0604 0.002802 1.700429 0.0069071887308943 0.0 0.0
"Gaia EDR3 2211144379115700096" 0.035667 -0.47415 357.04588985308 68.15915505221 1.9958 0.0287 -3.471 0.031 2.095 0.031 15.810541 0.002786 1.700015 0.006851581472056069 0.0 0.0
"Gaia EDR3 2211144413475443584" 0.045807 -0.481244 357.07310806342 68.15204275436 0.3328 0.0332 -3.006 0.037 0.167 0.036 16.068144 0.002791 1.799082 0.0065529269879751354 0.0 0.0
"Gaia EDR3 2211144413475445888" 0.044192 -0.486218 357.06874331815 68.1470719033 0.4648 0.0455 0.564 0.047 -0.34 0.052 16.61699 0.002809 1.755472 0.0092452730353195 0.0 0.0
"Gaia EDR3 2211144477898530560" 0.045252 -0.468627 357.07168437491 68.1646606298 0.0233 0.4661 -5.394 0.495 -2.431 0.487 17.099543 0.008368 1.986993 0.012264992468679082 0.0 0.0
"Gaia EDR3 2211144482194910976" 0.057203 -0.45708 357.10389189043 68.17618149291 0.6469 0.0144 1.917 0.015 2.116 0.015 14.032475 0.002777 2.396377 0.004958090018483287 0.0 0.0
"Gaia EDR3 2211144482194911488" 0.047786 -0.46184 357.07853425193 68.17144307066 0.2816 0.1472 -4.915 0.169 -0.157 0.15 18.356443 0.00316 2.059807 0.0344895146245576 0.0 0.0
"Gaia EDR3 2211144482194913792" 0.058801 -0.460322 357.10816814871 68.17293505474 0.095 0.0752 -1.264 0.081 -0.073 0.081 17.543722 0.002952 2.422566 0.031097664481007523 0.0 0.0
"Gaia EDR3 2211144516554650240" 0.061064 -0.456699 357.11428138969 68.17655207432 0.1625 0.098 -1.397 0.105 -0.594 0.108 18.016565 0.003473 1.967524 0.02840027048148434 0.0 0.0
"Gaia EDR3 2211144546617997312" 0.018278 -0.4803 356.99913677772 68.15302559633 0.3416 0.0932 -2.925 0.106 -1.169 0.101 17.9759 0.002996 1.912689 0.03092372328082537 0.0 0.0
"Gaia EDR3 2211144550914390400" 0.009601 -0.481635 356.97581801582 68.15169610587 0.5784 0.1084 2.839 0.14 2.295 0.114 18.163155 0.003029 2.096397 0.02734212561031409 0.0 0.0
"Gaia EDR3 2211144550914392192" 0.011414 -0.485667 356.98068466014 68.14766318321 1.2201 0.0122 8.21 0.013 11.258 0.013 11.238228 0.002767 1.871462 0.004741254984002813 0.0 0.0
"Gaia EDR3 2211144550915081216" 0.017172 -0.47831 356.99616863489 68.15501665959 0.645 0.0376 -3.478 0.042 1.883 0.041 16.364815 0.002796 1.80695 0.006847524936714257 0.0 0.0
"Gaia EDR3 2211144580977761280" 0.040629 -0.454798 357.05932129426 68.17849896181 0.2765 0.1484 -1.797 0.181 -0.282 0.17 18.489714 0.003242 1.556713 0.03618293015303235 0.0 0.0
"Gaia EDR3 2211144585269688448" 0.027771 -0.469544 357.0246809592 68.1637716405 2.5099 0.0775 -4.827 0.084 -4.42 0.093 17.410711 0.003237 1.822048 0.09456068510490995 0.0 0.0
"Gaia EDR3 2211144585274123648" 0.035059 -0.463722 357.04429794899 68.16958383769 0.2316 0.112 -1.251 0.129 -0.027 0.12 18.141571 0.003039 1.57514 0.024153265973933087 0.0 0.0
"Gaia EDR3 2211144585274124928" 0.032685 -0.466194 357.03790554248 68.1671155017 1.0799 0.0376 -3.684 0.041 -1.543 0.041 16.324596 0.002942 1.783018 0.009449720760831776 0.0 0.0
"Gaia EDR3 2211144585274126208" 0.027939 -0.470139 357.02513010957 68.16317640616 2.6046 0.0114 -4.875 0.012 -4.812 0.012 13.470902 0.002759 1.164855 0.004887687285990243 0.0 0.0
"Gaia EDR3 2211144615337489280" 0.023493 -0.464392 357.01319455039 68.16892881788 0.371 0.1286 1.052 0.158 -0.4 0.137 18.45226 0.003138 2.00597 0.032080022891339446 0.0 0.0
"Gaia EDR3 2211144619633861888" 0.010691 -0.474472 356.97875717594 68.15885852375 0.5145 0.109 -0.169 0.137 -2.63 0.117 18.169624 0.003061 1.905743 0.03146410409230005 0.0 0.0
"Gaia EDR3 2211144649697235712" 0.035261 -0.457111 357.04487096356 68.17619422899 0.104 0.0831 -1.94 0.095 -0.226 0.091 17.797586 0.002984 1.663103 0.019061719252882088 0.0 0.0
"Gaia EDR3 2211144649697239296" 0.036511 -0.454453 357.04824273239 68.1788506829 0.4897 0.1163 -3.527 0.138 1.62 0.124 18.304426 0.003122 1.947338 0.03760155484999723 0.0 0.0
"Gaia EDR3 2211144653995018880" 0.034105 -0.452914 357.04177593696 68.18039344093 0.3041 0.1223 -2.415 0.149 -0.488 0.127 18.370556 0.00316 1.872191 0.034935881290922385 0.0 0.0
"Gaia EDR3 2211144722713075328" 0.072747 -0.44326 357.14582098382 68.18995694667 1.1208 0.1099 8.313 0.113 -1.225 0.129 18.125736 0.00316 2.254553 0.03685070472877245 0.0 0.0
"Gaia EDR3 2211144752776481024" 0.056843 -0.437766 357.10305306392 68.19549622843 0.9604 0.0297 -0.599 0.033 -7.401 0.032 15.81868 0.002788 1.790895 0.006813939444586035 0.0 0.0
"Gaia EDR3 2211144757072805248" 0.053984 -0.435886 357.09536758311 68.19738276446 0.3288 0.0122 0.849 0.013 -0.277 0.014 13.571695 0.002773 2.466273 0.005000859398883506 0.0 0.0
"Gaia EDR3 2211144757072806144" 0.057327 -0.435858 357.10436808202 68.19740296186 0.3388 0.0752 2.932 0.085 -2.009 0.083 17.56272 0.003038 1.928244 0.020190029718281138 0.0 0.0
"Gaia EDR3 2211144757072808064" 0.04487 -0.446764 357.0707727503 68.18652499271 1.0408 0.0548 1.342 0.061 3.706 0.059 16.929455 0.002859 1.834739 0.008414167900565232 0.0 0.0
"Gaia EDR3 2211144791432540160" 0.072453 -0.421461 357.14521716925 68.21175668627 0.633 0.0381 7.347 0.042 0.994 0.045 16.389084 0.002807 1.885722 0.007567848826847729 0.0 0.0
"Gaia EDR3 2211144791432543232" 0.0749 -0.425735 357.15177000039 68.20747468317 1.0117 0.029 1.462 0.034 4.183 0.036 15.8535 0.00278 1.652467 0.006024845796764063 0.0 0.0
"Gaia EDR3 2211144821495936384" 0.091205 -0.44738 357.19545847808 68.18577063214 0.2026 0.0644 -1.424 0.069 -0.351 0.071 17.268467 0.002882 2.438374 0.024446870884413236 0.0 0.0
"Gaia EDR3 2211144825792298496" 0.083278 -0.45243 357.17407545446 68.18075123339 0.973 0.0891 2.038 0.095 -2.057 0.105 17.934305 0.003066 2.26713 0.03042597042275029 0.0 0.0
"Gaia EDR3 2211144855855676416" 0.103282 -0.445942 357.22797381522 68.18715759911 1.455 0.048 -19.828 0.051 -5.838 0.055 16.708006 0.002829 1.816397 0.009108009032952846 0.0 0.0
"Gaia EDR3 2211144855855682048" 0.100933 -0.441139 357.22170956541 68.19197092015 0.1931 0.1115 -1.135 0.123 -0.593 0.126 18.22244 0.003077 2.390314 0.046722768867348684 0.0 0.0
"Gaia EDR3 2211144860152034432" 0.104656 -0.438446 357.23176589252 68.19464714774 0.4818 0.0866 -4.416 0.092 5.804 0.103 17.82165 0.00297 1.902424 0.026521009065902157 0.0 0.0
"Gaia EDR3 2211144890215414272" 0.083777 -0.447645 357.17546582037 68.18553454165 0.1807 0.055 -2.161 0.06 -0.065 0.063 17.034473 0.002865 2.562992 0.01946183955243161 0.0 0.0
"Gaia EDR3 2211144890215414400" 0.081496 -0.447335 357.16933060569 68.18585286498 0.4 0.1146 0.252 0.138 -1.831 0.131 18.15324 0.003043 2.006279 0.02688960631440182 0.0 0.0
"Gaia EDR3 2211144890215416704" 0.087022 -0.444922 357.18422650969 68.18824523141 0.3326 0.0734 -2.277 0.075 -0.628 0.082 17.513756 0.002891 1.852865 0.026888017997579918 0.0 0.0
"Gaia EDR3 2211144894511768576" 0.080605 -0.443434 357.16696978789 68.18975727677 1.0246 0.0392 1.004 0.043 -1.63 0.046 16.449623 0.00282 1.795248 0.008291802687088123 0.0 0.0
"Gaia EDR3 2211144894511769088" 0.092194 -0.438481 357.19821544693 68.19466591064 0.2856 0.0873 -0.436 0.095 2.825 0.102 17.906073 0.002992 1.958139 0.023619555181649956 0.0 0.0
"Gaia EDR3 2211144924575172608" 0.098162 -0.430904 357.21437033994 68.20221788667 0.2831 0.0609 -3.006 0.067 0.222 0.073 17.238749 0.002865 1.86388 0.014072144493463268 0.0 0.0
"Gaia EDR3 2211144928872205568" 0.102166 -0.42662 357.22520421309 68.20648457461 0.608 0.0367 -4.815 0.04 -1.357 0.046 16.288296 0.0028 1.878761 0.008107602083145248 0.0 0.0
"Gaia EDR3 2211144928872205696" 0.101798 -0.42747 357.22420325779 68.20563590391 1.3296 0.0288 6.193 0.031 2.547 0.037 15.55205 0.002779 1.667499 0.005641287878612347 0.0 0.0
"Gaia EDR3 2211144958934908416" 0.125416 -0.430218 357.28777441865 68.20277054494 0.2629 0.1329 0.391 0.15 0.329 0.155 18.477116 0.003256 2.047716 0.03113545932574005 0.0 0.0
"Gaia EDR3 2211144963231245440" 0.125495 -0.423554 357.28808464529 68.2094347177 0.3337 0.0778 -2.903 0.084 -1.119 0.092 17.567698 0.002915 1.975662 0.018363896293998285 0.0 0.0
"Gaia EDR3 2211144963231245952" 0.11372 -0.428976 357.25629191081 68.20407451146 0.2736 0.046 -3.654 0.048 -1.332 0.055 16.504047 0.002845 1.869895 0.008123869161145537 0.0 0.0
"Gaia EDR3 2211144963231249920" 0.122971 -0.430534 357.28118291183 68.20246796689 0.7432 0.0573 -0.715 0.062 1.714 0.069 17.156584 0.002856 1.89675 0.013674481806602828 0.0 0.0
"Gaia EDR3 2211144993294656128" 0.12839 -0.423714 357.29588007203 68.20925780342 0.4355 0.1308 -9.104 0.157 -0.113 0.152 18.493824 0.003191 2.088982 0.03633045827505893 0.0 0.0
"Gaia EDR3 2211144993294656640" 0.130484 -0.42316 357.30152879427 68.20980080606 1.0084 0.1567 5.507 0.186 4.985 0.181 18.460878 0.003497 2.555239 0.058257565347025995 0.0 0.0
"Gaia EDR3 2211144997590987264" 0.141624 -0.420405 357.33158398698 68.21248923649 0.6534 0.0208 -1.3 0.022 -0.296 0.025 15.166374 0.002768 1.577236 0.005050580966043916 0.0 0.0
"Gaia EDR3 2211145027654406528" 0.120123 -0.414078 357.27374621492 68.21893897666 0.5443 0.0809 -5.252 0.088 -1.003 0.099 17.739332 0.002927 1.886213 0.02132740695897166 0.0 0.0
"Gaia EDR3 2211145031950715776" 0.126756 -0.411726 357.29165847161 68.22125522789 0.3588 0.0524 -2.997 0.056 0.047 0.061 16.952934 0.002832 1.558985 0.009250711671970356 0.0 0.0
"Gaia EDR3 2211145066310451968" 0.135801 -0.40248 357.31618414993 68.23044885534 0.2552 0.0408 -3.756 0.043 -0.373 0.049 16.51428 0.002808 1.611963 0.009164782376533075 0.0 0.0
"Gaia EDR3 2211145066310456064" 0.143239 -0.40696 357.33616173345 68.22592339872 0.4237 0.0428 -6.595 0.047 -0.67 0.05 16.523773 0.002819 2.201703 0.010309524759407955 0.0 0.0
"Gaia EDR3 2211145096373861504" 0.086221 -0.433172 357.18219036633 68.19999859342 0.2325 0.1036 -2.206 0.114 0.204 0.119 18.13517 0.003066 2.458691 0.036869303880274186 0.0 0.0
"Gaia EDR3 2211145100670191104" 0.075782 -0.430549 357.15410386824 68.20265841681 0.4023 0.0964 -4.508 0.108 -2.108 0.115 18.054276 0.003033 1.917309 0.017888442170872168 0.0 0.0
"Gaia EDR3 2211145100670195712" 0.080866 -0.436632 357.16773870967 68.19655783499 0.2863 0.0269 -3.727 0.029 -0.732 0.032 15.712313 0.002778 1.461371 0.005710092473795204 0.0 0.0
"Gaia EDR3 2211145135029932672" 0.098907 -0.426152 357.21643080782 68.20696732205 0.265 0.0288 -2.075 0.031 -0.243 0.036 15.775938 0.0028 2.613442 0.008502894150016045 0.0 0.0
"Gaia EDR3 2211145165093346816" 0.078454 -0.428146 357.16132220479 68.20505225981 0.1715 0.1175 -2.974 0.144 -0.178 0.141 18.336483 0.003133 2.274139 0.034937946511563255 0.0 0.0
"Gaia EDR3 2211145165093349760" 0.075659 -0.427877 357.15379769216 68.20533106189 1.1434 0.0818 -2.705 0.096 -3.023 0.098 17.720127 0.00297 2.146477 0.018374411794266344 0.0 0.0
"Gaia EDR3 2211145169389662976" 0.084998 -0.416856 357.17906054187 68.21631891679 0.3004 0.0814 -0.289 0.095 0.337 0.1 17.718334 0.002924 1.79809 0.019062610620616895 0.0 0.0
"Gaia EDR3 2211145199453104768" 0.09884 -0.408256 357.21645968593 68.2248626385 0.399 0.1485 -1.278 0.175 -0.376 0.181 17.208906 0.004869 1.952026 0.012682551116533306 0.0 0.0
"Gaia EDR3 2211145199453112704" 0.102643 -0.401117 357.22679557464 68.23198548785 0.3407 0.358 -0.791 0.427 -0.041 0.408 18.495888 0.004495 1.954798 0.04116475511321652 0.0 0.0
"Gaia EDR3 2211145203749401856" 0.108686 -0.407696 357.24300593318 68.22537818816 0.4141 0.0961 -1.683 0.105 0.117 0.119 17.994795 0.003 1.950935 0.027332134445788595 0.0 0.0
"Gaia EDR3 2211145203750830464" 0.109101 -0.399214 357.24423388134 68.23385780574 0.0372 0.0401 -1.67 0.046 0.002 0.05 16.045483 0.002807 2.46735 0.007368720485442032 0.0 0.0
"Gaia EDR3 2211145238104698112" 0.123933 -0.408302 357.2840980061 68.2246945892 0.6111 0.1183 -1.48 0.137 -0.242 0.138 18.271513 0.003189 2.069246 0.027001154364289754 0.0 0.0
"Gaia EDR3 2211145238109145600" 0.1102 -0.418105 357.24695318827 68.21496203348 0.8496 0.129 -13.38 0.146 -3.459 0.15 18.4333 0.003226 2.379671 0.05762164758900757 0.0 0.0
"Gaia EDR3 2211145272468876160" 0.128846 -0.394596 357.29755081144 68.23837304214 0.1991 0.0757 -1.404 0.079 -0.174 0.089 17.547886 0.002915 1.789709 0.016794398871228196 0.0 0.0
"Gaia EDR3 2211145306828615040" 0.112368 -0.402854 357.25299655771 68.23020245706 0.4766 0.0621 4.414 0.07 0.094 0.077 17.23874 0.00287 1.934555 0.015463881280340363 0.0 0.0
"Gaia EDR3 2211145336892088320" 0.141893 -0.380076 357.33298578785 68.25281594131 0.3104 0.13 -1.207 0.159 -0.602 0.182 18.40024 0.003253 2.419956 0.05518638245135321 0.0 0.0
"Gaia EDR3 2211145341188344192" 0.140609 -0.374176 357.32961813155 68.25872355511 3.5731 0.0442 -0.811 0.051 -28.24 0.06 13.751674 0.00276 1.411892 0.004819438019178173 -1.0 -1.0
"Gaia EDR3 2211145341188347648" 0.128308 -0.386077 357.29622791422 68.24689560655 0.3209 0.0342 -4.608 0.039 -0.405 0.042 16.116817 0.002796 1.689994 0.006684063578673332 0.0 0.0
"Gaia EDR3 2211145341188350592" 0.135707 -0.38764 357.31616910346 68.24528923894 0.6221 0.0368 3.421 0.04 -0.766 0.047 16.217224 0.002798 1.815942 0.008239236550315998 0.0 0.0
"Gaia EDR3 2211145371251742592" 0.009582 -0.457687 356.97579461486 68.17564372918 0.3025 0.0967 -8.027 0.116 1.349 0.105 18.012556 0.003013 2.06633 0.02056290584594832 0.0 0.0
"Gaia EDR3 2211145371251745152" 0.011948 -0.455968 356.98216046763 68.17736211528 0.2697 0.1278 -2.089 0.153 -2.592 0.135 18.470247 0.003158 1.990055 0.029732792326391647 0.0 0.0
"Gaia EDR3 2211145371251746432" 0.008517 -0.455361 356.97293178763 68.17797061489 0.3379 0.1223 -4.776 0.146 -0.185 0.13 18.36812 0.003135 2.031147 0.033722882929694095 0.0 0.0
"Gaia EDR3 2211145371251749632" 0.013928 -0.452684 356.98749291588 68.18064458208 0.5069 0.0298 -1.432 0.033 -0.753 0.032 15.764595 0.002789 1.756814 0.005673568629615308 0.0 0.0
"Gaia EDR3 2211145371251752320" 0.018437 -0.45069 356.99962818389 68.18263568577 0.4468 0.0716 -0.576 0.08 -2.736 0.077 17.512022 0.0029 2.209101 0.013844927669388066 0.0 0.0
"Gaia EDR3 2211145375548097792" 0.011402 -0.458743 356.98068983914 68.17458680986 0.5623 0.0407 -5.031 0.047 -2.665 0.044 16.52043 0.00324 1.925882 0.011041267780638473 0.0 0.0
"Gaia EDR3 2211145409907830528" 0.025695 -0.441875 357.01918296991 68.19144297325 0.8087 0.03 -3.876 0.034 2.949 0.033 15.424235 0.005092 1.804227 0.018011310354246527 0.0 0.0
"Gaia EDR3 2211145439971245824" 0.015393 -0.437078 356.99146182665 68.19624989093 1.3383 0.343 -17.183 0.372 -14.938 0.345 17.859184 0.003421 2.510201 0.022511911805825832 0.0 0.0
"Gaia EDR3 2211145444267562496" 0.019161 -0.434205 357.00161257066 68.19911959233 1.2149 0.0182 -3.696 0.02 -3.352 0.019 14.72504 0.002767 1.585571 0.0051509219994364756 0.0 0.0
"Gaia EDR3 2211145444267564544" 0.021547 -0.436109 357.00803183353 68.19721416308 0.5348 0.1289 -3.976 0.152 -0.057 0.135 18.418266 0.003218 2.059383 0.04118489356247097 0.0 0.0
"Gaia EDR3 2211145474330987648" 0.026621 -0.434151 357.02169963002 68.1991660812 0.8374 0.0718 2.869 0.082 0.648 0.077 17.44624 0.002931 1.896328 0.020850465891469244 0.0 0.0
"Gaia EDR3 2211145474330994432" 0.038383 -0.428008 357.05339960988 68.20529300348 0.3388 0.0803 -2.486 0.088 0.561 0.095 17.719755 0.002925 1.736431 0.013734673218396536 0.0 0.0
"Gaia EDR3 2211145478627298560" 0.035438 -0.422795 357.04548796734 68.21051025058 0.1715 0.0192 -3.225 0.022 -0.868 0.021 14.883932 0.002791 2.770651 0.005301629764455158 0.0 0.0
"Gaia EDR3 2211145478627305728" 0.025116 -0.43895 357.01763333563 68.1943694694 0.3458 0.0213 -0.491 0.023 -0.228 0.023 15.02503 0.002785 2.392657 0.005715079632984237 0.0 0.0
"Gaia EDR3 2211145478627305856" 0.027849 -0.438266 357.02499222991 68.19505008012 1.4687 0.0214 -3.277 0.023 0.452 0.023 15.064826 0.002777 1.562285 0.005064302681485301 0.0 0.0
"Gaia EDR3 2211145508690728960" 0.053491 -0.430225 357.09407601219 68.20304555736 0.6495 0.0983 -1.811 0.107 -0.146 0.108 18.014612 0.002972 1.847902 0.0229912866547597 0.0 0.0
"Gaia EDR3 2211145508690734976" 0.057007 -0.425035 357.10357976 68.20822667342 0.8344 0.1069 3.861 0.12 -3.39 0.116 18.099428 0.003037 2.081583 0.03930860491144681 0.0 0.0
"Gaia EDR3 2211145512987043712" 0.046567 -0.428627 357.07543742699 68.20465865658 0.471 0.0499 -0.118 0.056 -0.453 0.056 16.803303 0.00283 1.796681 0.008836578823218921 0.0 0.0
"Gaia EDR3 2211145512987043968" 0.045796 -0.429532 357.07335757097 68.20375476939 0.2366 0.0191 -1.003 0.021 0.317 0.021 14.893303 0.002773 2.195077 0.005651050454087253 0.0 0.0
"Gaia EDR3 2211145512987044864" 0.050637 -0.429964 357.08639203529 68.20331234177 0.1988 0.0328 -0.582 0.038 -0.29 0.038 16.097673 0.002796 2.27439 0.007764685153360116 0.0 0.0
"Gaia EDR3 2211145512987046912" 0.05079 -0.432773 357.08678599966 68.20050350725 0.4404 0.0514 -4.31 0.059 -0.058 0.06 16.899677 0.002829 1.697613 0.010152425799846152 0.0 0.0
"Gaia EDR3 2211145512987047680" 0.041983 -0.437794 357.06304738209 68.19550066447 0.2119 0.0633 -1.381 0.07 -0.795 0.069 17.238567 0.002877 1.887272 0.012468915703220404 0.0 0.0
"Gaia EDR3 2211145547346780288" 0.071681 -0.415542 357.14318587951 68.21767848449 0.251 0.0589 -3.048 0.067 -0.042 0.071 17.24972 0.00286 1.814034 0.013180014380436575 0.0 0.0
"Gaia EDR3 2211145547346782976" 0.069719 -0.420319 357.1378604654 68.21290711198 0.3754 0.0232 0.532 0.025 0.465 0.028 15.135103 0.002781 2.286687 0.005486038038336628 0.0 0.0
"Gaia EDR3 2211145577413491712" 0.046472 -0.422816 357.07521449769 68.21046943254 0.278 0.1167 -2.69 0.135 -1.368 0.125 18.187975 0.003141 2.099121 0.03677816096092774 0.0 0.0
"Gaia EDR3 2211145581706511616" 0.05392 -0.411072 357.09535366512 68.22219670173 0.2318 0.1034 -3.554 0.123 -1.157 0.112 18.104725 0.003023 1.841164 0.028236206563209285 0.0 0.0
"Gaia EDR3 2211145581706515200" 0.050392 -0.418271 357.08579988363 68.21500616335 0.4354 0.0119 -3.539 0.014 0.026 0.013 13.614215 0.002763 1.173775 0.004772086017685257 0.0 0.0
"Gaia EDR3 2211145581706515712" 0.045586 -0.422176 357.072830765 68.21111095582 0.5029 0.0122 -3.276 0.014 0.897 0.014 13.688127 0.002767 2.172492 0.004865995151585931 0.0 0.0
"Gaia EDR3 2211145581706517120" 0.047587 -0.423778 357.07821068897 68.20950567374 0.8367 0.0273 -7.046 0.032 -2.969 0.032 15.70164 0.00278 1.589404 0.005899699376205736 0.0 0.0
"Gaia EDR3 2211145616066249472" 0.068932 -0.403043 357.13587995576 68.23018571294 1.0233 0.116 -1.898 0.126 -1.437 0.139 18.125069 0.003464 2.161659 0.02733589804027535 0.0 0.0
"Gaia EDR3 2211145646129676672" 0.010788 -0.437115 356.97906452282 68.19621481554 0.4391 0.0537 -2.218 0.061 -1.093 0.057 17.04997 0.002836 1.680491 0.011265031605724085 0.0 0.0
"Gaia EDR3 2211145646129681024" 0.009359 -0.434336 356.97522123306 68.19899499964 0.4856 0.1403 0.142 0.17 -0.837 0.147 18.496336 0.003257 2.128367 0.0418202545877639 0.0 0.0
"Gaia EDR3 2211145646129684352" 0.010262 -0.431182 356.97765570015 68.20214801784 0.6399 0.0963 -7.688 0.113 -4.736 0.1 17.985167 0.003084 1.901575 0.022324568206180045 0.0 0.0
"Gaia EDR3 2211145646129691392" 0.019193 -0.424485 357.00172200046 68.20883964115 0.4403 0.0957 -4.511 0.113 -0.628 0.105 18.04383 0.003043 1.906569 0.026511414474787637 0.0 0.0
"Gaia EDR3 2211145650425988224" 0.015943 -0.427835 356.99295941279 68.20549261773 0.1987 0.111 -3.201 0.132 0.087 0.119 18.268671 0.003134 1.829756 0.02993069928606721 0.0 0.0
"Gaia EDR3 2211145650425990784" 0.018881 -0.430725 357.0008674112 68.20260018493 0.5864 0.0465 -6.179 0.054 -1.85 0.051 16.77924 0.002822 1.788634 0.009125189493715569 0.0 0.0
