EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP prob0 probs_final
"Gaia EDR3 2210945741169020544" 0.474424 -0.483119 358.22455956071 68.14530462586 0.3404 0.096 -5.364 0.104 -2.323 0.105 18.050488 0.003045 1.902485 0.020757499974301066 0.0 0.0
"Gaia EDR3 2210945741169037824" 0.481722 -0.475819 358.24457178075 68.15245101507 0.3121 0.0959 -1.037 0.1 -0.193 0.109 17.920893 0.002967 1.881403 0.02797088167933365 0.0 0.0
"Gaia EDR3 2210945745468905600" 0.471175 -0.484755 358.21574185946 68.14373625366 0.3507 0.0464 -2.762 0.048 0.079 0.055 16.709263 0.00282 1.882056 0.008953593631640172 0.0 0.0
"Gaia EDR3 2210945745468906752" 0.475778 -0.485575 358.22805814421 68.14282198959 0.6522 0.0491 1.651 0.051 -0.562 0.055 16.920853 0.002829 1.979313 0.009969551330765828 0.0 0.0
"Gaia EDR3 2210945775528772224" 0.48438 -0.47709 358.2516392451 68.15112408894 0.4571 0.1302 -2.023 0.149 -1.157 0.145 18.476196 0.003142 1.919439 0.03602673100700161 0.0 0.0
"Gaia EDR3 2210945775528792192" 0.497145 -0.468572 358.28642730824 68.15936735123 0.1015 0.1039 -0.955 0.11 1.076 0.112 18.01198 0.003024 2.380137 0.029111906970030393 0.0 0.0
"Gaia EDR3 2210945779828638336" 0.491953 -0.466842 358.27257383788 68.16120866177 0.4804 0.0383 -4.687 0.041 -2.073 0.044 16.348808 0.0028 1.965021 0.00892471429280335 0.0 0.0
"Gaia EDR3 2210945779828644352" 0.491477 -0.476487 358.27073846743 68.15157591182 0.3034 0.0469 -2.882 0.049 0.125 0.053 16.71735 0.002826 1.850333 0.00905353240117968 0.0 0.0
"Gaia EDR3 2210947154217690368" 0.420276 -0.497255 358.07843014581 68.13222831565 0.4666 0.0245 -1.007 0.026 -0.528 0.027 15.477727 0.00277 1.368339 0.0053911654669687135 0.0 0.0
"Gaia EDR3 2210947291656637440" 0.390372 -0.496369 357.99819557513 68.13364242583 1.3205 0.0115 17.475 0.012 5.587 0.013 13.430753 0.002761 1.520804 0.004787006614671322 0.0 0.0
"Gaia EDR3 2210947321719847168" 0.405222 -0.497422 358.03801257245 68.13233231545 0.2628 0.1169 -8.316 0.127 -0.438 0.121 18.253637 0.003076 1.97502 0.02258904900047536 0.0 0.0
"Gaia EDR3 2210947321719847552" 0.396555 -0.497289 358.01475164951 68.13261654303 0.038 0.1258 -1.133 0.138 -0.167 0.132 18.325947 0.003094 2.514923 0.04863140667177229 0.0 0.0
"Gaia EDR3 2210947429095587712" 0.414656 -0.47871 358.06424374504 68.15087192738 0.1831 0.1059 -2.526 0.116 -1.919 0.117 18.152296 0.003088 2.414391 0.031225975674920203 0.0 0.0
"Gaia EDR3 2210947699676971904" 0.360428 -0.495004 357.91786504618 68.13549724596 0.813 0.4698 0.911 0.506 -0.699 0.491 18.17755 0.009435 2.197599 0.023111752450920002 0.0 0.0
"Gaia EDR3 2210947699676972160" 0.347913 -0.49494 357.88426780318 68.13575418952 0.6805 0.1038 -5.335 0.116 -2.614 0.117 18.091806 0.003005 2.133795 0.028857260088224677 0.0 0.0
"Gaia EDR3 2210947699676973440" 0.358545 -0.490394 357.91300416429 68.14013616615 0.7354 0.0959 -6.529 0.1 -5.31 0.103 18.027027 0.00302 2.315443 0.03409992206493158 0.0 0.0
"Gaia EDR3 2210947772692965760" 0.3253 -0.499698 357.82337401128 68.13132898768 0.6115 0.0427 -3.338 0.046 -0.643 0.047 16.620071 0.002814 2.071202 0.009433523010649546 0.0 0.0
"Gaia EDR3 2210947841412441728" 0.316288 -0.499837 357.7991762941 68.13131517699 0.2439 0.1342 -5.023 0.155 -0.763 0.143 18.498016 0.00317 2.147085 0.04332002377501541 0.0 0.0
"Gaia EDR3 2210947875772181376" 0.332388 -0.498587 357.84244393245 68.13233822637 1.2315 0.0145 -13.207 0.016 1.174 0.016 14.284163 0.002763 1.834218 0.004916067748612445 0.0 0.0
"Gaia EDR3 2210947905835406976" 0.356054 -0.477059 357.90686901709 68.15350786366 1.3357 0.1095 1.633 0.128 3.83 0.118 18.237974 0.003083 2.52515 0.04661624987852956 0.0 0.0
"Gaia EDR3 2210947910131918080" 0.351941 -0.482968 357.89557612507 68.14766298754 0.6607 0.0552 -0.273 0.058 -1.379 0.06 16.495474 0.003031 2.111307 0.010059278338133831 0.0 0.0
"Gaia EDR3 2210947910131919488" 0.356219 -0.486233 357.90693032648 68.14433253116 0.1193 0.0578 -1.153 0.062 -0.034 0.064 17.188707 0.002868 2.687319 0.02434575227550553 0.0 0.0
"Gaia EDR3 2210947910131919616" 0.345375 -0.491697 357.87758502364 68.13903486323 0.4598 0.0676 -3.116 0.074 0.126 0.073 17.385977 0.00288 1.978565 0.011868925148177344 0.0 0.0
"Gaia EDR3 2210947940195143296" 0.325625 -0.487359 357.82471472885 68.14366142882 0.0697 0.1197 -2.181 0.15 -0.319 0.132 18.312054 0.003138 1.941906 0.038699177213360886 0.0 0.0
"Gaia EDR3 2210947944491655680" 0.335099 -0.484954 357.85025489344 68.14593033318 1.6337 0.1014 -10.684 0.106 2.521 0.105 18.05108 0.00301 2.543596 0.041013747618637325 0.0 0.0
"Gaia EDR3 2210947944491656064" 0.337081 -0.486085 357.85553424165 68.14476951927 0.3936 0.0611 2.859 0.063 -1.093 0.065 17.218536 0.002876 2.471298 0.016092867261917172 0.0 0.0
"Gaia EDR3 2210947944491656192" 0.330404 -0.489859 357.83745464846 68.14109360905 0.4805 0.0373 4.561 0.04 -1.914 0.041 16.311972 0.002808 2.561852 0.010302775819952537 0.0 0.0
"Gaia EDR3 2210947944491656960" 0.327119 -0.495717 357.8284072717 68.135282923 1.088 0.0513 1.542 0.054 3.909 0.057 17.007332 0.002839 2.061182 0.010240041586189066 0.0 0.0
"Gaia EDR3 2210947974554884096" 0.356468 -0.474577 357.90808519239 68.15598290826 0.9263 0.0686 2.277 0.072 4.381 0.074 17.47208 0.002909 2.174395 0.017085153246786795 0.0 0.0
"Gaia EDR3 2210947978851392640" 0.350698 -0.470945 357.89273039316 68.15970356135 1.4744 0.0115 -3.005 0.012 -3.314 0.013 13.497978 0.002774 1.312653 0.0049655089111552255 0.0 0.0
"Gaia EDR3 2210948008914616192" 0.369786 -0.496779 357.94291441101 68.13357337891 -0.0173 0.1278 -3.233 0.143 -0.779 0.151 18.443102 0.003164 2.06778 0.03824872658314961 0.0 0.0
"Gaia EDR3 2210948043275142784" 0.386837 -0.484634 357.98923877566 68.14543522631 0.4722 0.0386 -3.132 0.04 -0.418 0.043 15.886091 0.003033 1.804387 0.008503927433404522 0.0 0.0
"Gaia EDR3 2210948047570875392" 0.383749 -0.483895 357.98097716195 68.14622577107 0.3945 0.0469 -3.353 0.049 -0.965 0.054 16.776472 0.002816 2.011668 0.009497709994757846 0.0 0.0
"Gaia EDR3 2210948047570875648" 0.390873 -0.481302 358.00023071597 68.14869868999 0.991 0.0647 9.896 0.066 -2.436 0.072 17.327274 0.002869 2.049927 0.018056398975005453 0.0 0.0
"Gaia EDR3 2210948047570876032" 0.388035 -0.483861 357.9924907719 68.1461883465 0.5172 0.0132 -3.283 0.014 -0.596 0.015 13.159535 0.002771 2.146673 0.00481997865760523 0.0 0.0
"Gaia EDR3 2210948047570877056" 0.388196 -0.485437 357.99285222503 68.14460994983 0.2121 0.076 -5.182 0.078 -1.735 0.084 17.622688 0.002936 2.071484 0.019748188023911664 0.0 0.0
"Gaia EDR3 2210948047570877824" 0.380945 -0.490883 357.97313344069 68.13928635387 -0.0239 0.0877 -1.641 0.089 -0.277 0.098 17.886879 0.002975 1.665503 0.018150469456759504 0.0 0.0
"Gaia EDR3 2210948081930611968" 0.363755 -0.486815 357.92714742303 68.14363200862 1.428 0.1674 -8.644 0.188 -1.956 0.18 17.80465 0.003492 2.567816 0.025786962755763594 0.0 0.0
"Gaia EDR3 2210948116290348928" 0.382246 -0.471586 357.97749132379 68.15855835607 0.3035 0.117 -6.642 0.124 -2.686 0.13 17.816341 0.003271 2.087145 0.018696347488343968 0.0 0.0
"Gaia EDR3 2210948116290350080" 0.3877 -0.474183 357.99203006052 68.15586986733 0.3125 0.1019 -3.62 0.103 -2.087 0.112 18.031614 0.003002 2.088274 0.026251053902537454 0.0 0.0
"Gaia EDR3 2210948116290351104" 0.391578 -0.475955 358.00236909495 68.1540320134 0.2264 0.043 0.079 0.045 -0.763 0.048 16.612103 0.002817 2.572889 0.01732390664312439 0.0 0.0
"Gaia EDR3 2210948150650088960" 0.403554 -0.469744 358.03484277057 68.16003520233 0.1849 0.0606 -1.402 0.061 -0.214 0.067 17.221302 0.002865 1.666084 0.015633644504921832 0.0 0.0
"Gaia EDR3 2210948150650089344" 0.4117 -0.466713 358.05687981121 68.1629199969 0.4301 0.0603 -2.444 0.062 0.742 0.069 17.071745 0.002854 2.416998 0.017319262121050137 0.0 0.0
"Gaia EDR3 2210948150650090368" 0.406636 -0.47333 358.04295257647 68.15639500012 0.9636 0.0498 -3.371 0.052 -2.73 0.056 16.920324 0.002892 1.998179 0.011241151133644456 0.0 0.0
"Gaia EDR3 2210948180710494592" 0.414186 -0.466694 358.0635640859 68.16289438079 0.4072 0.0662 0.275 0.068 -0.371 0.073 17.344114 0.002882 2.197229 0.016415625416310867 0.0 0.0
"Gaia EDR3 2210948180710515200" 0.417897 -0.45849 358.07394093024 68.17102985826 0.3768 0.0738 -1.986 0.074 -0.685 0.079 17.522427 0.002914 2.028883 0.02429827602543556 0.0 0.0
"Gaia EDR3 2210948185009828224" 0.426155 -0.4626 358.0959402717 68.1667685 0.2222 0.03 -2.568 0.032 -0.061 0.033 15.935737 0.002792 2.53367 0.0071756342400126115 0.0 0.0
"Gaia EDR3 2210948219369563264" 0.40665 -0.457013 358.04376959151 68.17270895768 1.3538 0.1017 8.741 0.107 3.667 0.113 18.078325 0.003022 2.44758 0.03434266335736717 0.0 0.0
"Gaia EDR3 2210948219371274240" 0.395259 -0.468734 358.01259505524 68.16118928832 0.0662 0.141 -3.101 0.164 -0.788 0.15 18.193693 0.004105 1.967154 0.03195482071181113 0.0 0.0
"Gaia EDR3 2210948249430040192" 0.426731 -0.443193 358.0984609991 68.18616070368 0.2769 0.1175 -1.192 0.129 1.091 0.126 18.371672 0.003145 2.078863 0.0338756228960247 0.0 0.0
"Gaia EDR3 2210948253729300864" 0.427621 -0.441924 358.10091854623 68.18741265095 1.0047 0.0439 -1.536 0.046 -1.007 0.049 16.733324 0.003021 1.9103 0.010378103780512517 0.0 0.0
"Gaia EDR3 2210948253729301248" 0.411622 -0.452921 358.05733669775 68.1767116076 0.5511 0.1305 -3.812 0.138 -0.787 0.142 18.44538 0.003149 2.158239 0.03748551302064345 0.0 0.0
"Gaia EDR3 2210948253729301888" 0.417203 -0.454101 358.07228926589 68.17543075891 0.8141 0.0734 -2.357 0.074 2.489 0.083 17.623562 0.00291 2.104221 0.015174525725413597 0.0 0.0
"Gaia EDR3 2210948322448776960" 0.386577 -0.458252 357.98973517074 68.17181751205 0.8356 0.0793 -1.497 0.079 -2.636 0.088 17.71694 0.002915 2.260866 0.025566306603941952 0.0 0.0
"Gaia EDR3 2210948322448777088" 0.383723 -0.459583 357.98200028654 68.17053530305 -0.1523 0.2071 -4.901 0.212 -4.153 0.219 15.650206 0.003682 1.677312 0.005505113223642843 0.0 0.0
"Gaia EDR3 2210948352512007296" 0.363836 -0.468862 357.92812864047 68.16158204941 0.1028 0.112 -2.222 0.135 -0.101 0.127 18.238073 0.003443 1.925818 0.03424372090161449 0.0 0.0
"Gaia EDR3 2210948386868978048" 0.391001 -0.44871 358.00206837739 68.18128282783 1.3315 0.1508 -0.952 0.165 2.493 0.164 18.143116 0.003271 2.468987 0.0328573419070753 0.0 0.0
"Gaia EDR3 2210948425527992960" 0.394444 -0.459498 358.01083037345 68.17043790228 1.1802 0.0197 -3.523 0.021 -1.06 0.022 14.979541 0.002769 1.679276 0.004979682014697121 0.0 0.0
"Gaia EDR3 2210948455588488064" 0.418815 -0.436999 358.07746692109 68.19249983195 0.8187 0.0848 -5.132 0.087 -9.152 0.092 17.876934 0.002953 2.061186 0.029289299295473595 0.0 0.0
"Gaia EDR3 2210948459887729664" 0.427949 -0.433116 358.10224438365 68.19621315219 0.2755 0.0536 -1.513 0.058 -0.146 0.06 17.103731 0.002835 1.807734 0.01120745879664157 0.0 0.0
"Gaia EDR3 2210948459887729920" 0.424154 -0.439809 358.0916946423 68.18959274311 0.2414 0.0266 -3.198 0.028 -0.634 0.029 15.646773 0.002787 2.413685 0.0064614952517151394 0.0 0.0
"Gaia EDR3 2210948459887730048" 0.421995 -0.441119 358.08582076157 68.18832249657 0.4124 0.0613 -2.835 0.063 0.257 0.066 17.269333 0.002854 1.864359 0.013209543611263804 0.0 0.0
"Gaia EDR3 2210948528607206144" 0.423003 -0.424418 358.08936227829 68.20500144766 0.1729 0.0185 -1.107 0.02 -1.785 0.021 14.830534 0.002784 2.721252 0.006101069946617654 0.0 0.0
"Gaia EDR3 2210948558667532672" 0.44175 -0.497204 358.13607412468 68.13187554235 0.5451 0.0747 -0.628 0.079 -0.4 0.086 17.669968 0.002925 1.914312 0.018730343590348614 0.0 0.0
"Gaia EDR3 2210948627387026816" 0.438149 -0.490786 358.12673686432 68.13836170307 0.2011 0.1217 -2.033 0.142 -0.387 0.143 18.417585 0.003113 2.332501 0.040799012299847975 0.0 0.0
"Gaia EDR3 2210948627387041024" 0.445977 -0.485324 358.14803968229 68.143671128 0.3219 0.0915 -2.941 0.097 0.14 0.1 18.038757 0.002996 2.04661 0.02559853649037623 0.0 0.0
"Gaia EDR3 2210948631686437760" 0.437143 -0.484976 358.12433501241 68.14418979663 0.705 0.0377 -3.123 0.04 0.157 0.045 16.363426 0.002801 2.236627 0.00737292312037735 0.0 0.0
"Gaia EDR3 2210948631686438272" 0.447985 -0.480725 358.15367318402 68.14822992246 0.1422 0.0178 -1.997 0.019 -0.267 0.02 14.788573 0.002779 2.495925 0.005284203321535478 0.0 0.0
"Gaia EDR3 2210948631686438784" 0.436655 -0.486572 358.12294072871 68.14260273957 0.5949 0.0382 -1.363 0.041 -1.225 0.044 16.435867 0.002804 1.845884 0.008026488211917407 0.0 0.0
"Gaia EDR3 2210948631686441088" 0.436569 -0.492099 358.12242960672 68.13707904475 0.0478 0.043 -2.322 0.045 -0.606 0.048 16.569963 0.002807 2.428807 0.012176704734293503 0.0 0.0
"Gaia EDR3 2210948666046657792" 0.463043 -0.471188 358.19464009431 68.15746638458 0.5795 0.0407 2.989 0.044 -1.43 0.046 16.588488 0.002809 1.923339 0.00966950799392163 0.0 0.0
"Gaia EDR3 2210948666046659840" 0.455985 -0.47836 358.17528990736 68.15043726089 1.493 0.0659 -4.921 0.071 -3.935 0.075 17.415133 0.00304 2.135786 0.018315769071068695 0.0 0.0
"Gaia EDR3 2210948696106530048" 0.470598 -0.47909 358.21450522545 68.14941192717 0.4393 0.1021 -3.648 0.117 -0.084 0.122 18.138575 0.003004 1.965412 0.02333507043640108 0.0 0.0
"Gaia EDR3 2210948696106544512" 0.480857 -0.472742 358.24242119735 68.15554593095 0.6974 0.0904 1.495 0.094 -1.267 0.104 17.926704 0.002966 2.001534 0.020262760945937555 0.0 0.0
"Gaia EDR3 2210948700406397696" 0.474504 -0.468545 358.2255845625 68.1598741133 0.7 0.0873 3.285 0.09 -1.011 0.095 17.910786 0.002941 1.920845 0.01559784965241761 0.0 0.0
"Gaia EDR3 2210948730466313728" 0.496034 -0.459821 358.28394970671 68.16813955615 0.1368 0.0768 -3.46 0.082 -0.481 0.084 17.620394 0.002932 2.411453 0.03854386738696573 0.0 0.0
"Gaia EDR3 2210948769125867264" 0.474773 -0.454472 358.2270908541 68.17393838301 0.0703 0.0635 -1.696 0.066 -0.01 0.073 17.362211 0.00289 2.561775 0.019998998828283748 0.0 0.0
"Gaia EDR3 2210948799185834752" 0.490675 -0.444455 358.27042660336 68.18361724365 -0.0309 0.0938 -1.428 0.098 0.451 0.107 18.046892 0.003065 1.719828 0.018550156934709662 0.0 0.0
"Gaia EDR3 2210948803485605248" 0.49405 -0.444734 358.27949132503 68.18326635911 0.846 0.0739 -3.282 0.077 1.134 0.084 17.641617 0.002913 1.970398 0.017410561274255498 0.0 0.0
"Gaia EDR3 2210948833545488896" 0.436247 -0.478806 358.12224210987 68.1503757539 0.6957 0.1119 -5.368 0.13 -1.811 0.119 18.243273 0.00305 2.055788 0.03352426930342565 0.0 0.0
"Gaia EDR3 2210948833545499008" 0.434203 -0.475171 358.11693695255 68.15404860287 0.1737 0.0782 -2.003 0.084 0.205 0.085 17.713284 0.003067 2.409309 0.02583511237260727 0.0 0.0
"Gaia EDR3 2210948867905267328" 0.451156 -0.463642 358.1630941099 68.16524741105 0.1724 0.0648 -2.163 0.068 -1.023 0.071 17.375507 0.002879 2.14093 0.014720472308525013 0.0 0.0
"Gaia EDR3 2210948872205079296" 0.463257 -0.452952 358.19620544858 68.17569349005 0.9154 0.1295 -4.141 0.142 -2.577 0.138 18.490923 0.003147 2.167332 0.052171897962380455 0.0 0.0
"Gaia EDR3 2210948872205081088" 0.449352 -0.462391 358.15831046916 68.16653389914 0.8983 0.071 -1.057 0.075 -1.034 0.077 17.454224 0.00298 2.549688 0.018601699381947986 0.0 0.0
"Gaia EDR3 2210948902265006080" 0.4332 -0.464502 358.11478376914 68.16473477939 0.9453 0.1116 3.748 0.126 -2.183 0.115 18.227825 0.003097 2.294235 0.04245265351883551 0.0 0.0
"Gaia EDR3 2210948906564335104" 0.434638 -0.463101 358.11871942795 68.1661078887 0.2094 0.1063 -0.853 0.119 2.486 0.108 18.135027 0.003024 2.188009 0.02668737876944955 0.0 0.0
"Gaia EDR3 2210948906564336640" 0.435262 -0.46537 358.12028168485 68.16382798867 0.2006 0.0675 -0.952 0.07 -0.506 0.074 17.50007 0.002886 2.005377 0.014414543614937618 0.0 0.0
"Gaia EDR3 2210948906564813440" 0.44409 -0.451576 358.14472909917 68.17744918047 1.301 0.059 8.033 0.06 5.276 0.067 17.108366 0.002851 2.080984 0.013945778026926318 0.0 0.0
"Gaia EDR3 2210948940922039936" 0.463439 -0.447577 358.19698732955 68.18106416161 3.833 0.1145 58.107 0.145 4.943 0.155 18.067884 0.003348 2.270468 0.08276381311930142 -1.0 -1.0
"Gaia EDR3 2210948940924551552" 0.45102 -0.447987 358.16355814564 68.18090188063 0.4672 0.0555 -1.589 0.06 -3.802 0.062 17.125803 0.002837 1.878588 0.017025799485931605 0.0 0.0
"Gaia EDR3 2210948940924551936" 0.449489 -0.44981 358.15934273746 68.17910959069 0.9169 0.0294 1.012 0.031 -3.637 0.034 15.926633 0.002784 1.777504 0.006273228694051385 0.0 0.0
"Gaia EDR3 2210948940924553344" 0.46207 -0.447559 358.19330400948 68.1811094219 0.8259 0.1454 -3.174 0.176 -1.219 0.147 18.3155 0.003188 1.90188 0.05856547506436687 0.0 0.0
"Gaia EDR3 2210948940925873280" 0.44798 -0.451469 358.15519622331 68.17748028722 0.4221 0.0617 2.569 0.064 0.357 0.07 17.326553 0.002865 2.046568 0.015889476971886543 0.0 0.0
"Gaia EDR3 2210948970984505728" 0.464496 -0.453558 358.19950386067 68.17506303706 2.1826 0.6909 2.564 0.758 2.333 0.78 18.322382 0.010455 1.865252 0.022049396632520098 0.0 0.0
"Gaia EDR3 2210948975284293248" 0.466664 -0.449763 358.20554228459 68.17881288751 1.0799 0.0286 1.611 0.034 3.886 0.036 15.759317 0.002781 1.789951 0.008610293376955942 0.0 0.0
"Gaia EDR3 2210948975284294272" 0.472076 -0.448743 358.22015586416 68.17972136318 1.1172 0.1009 11.003 0.114 -4.848 0.115 18.087961 0.003048 2.311714 0.03593616184974276 0.0 0.0
"Gaia EDR3 2210948975284294912" 0.47917 -0.447332 358.23931550863 68.18098522789 0.936 0.0716 -2.175 0.077 -1.126 0.082 17.564604 0.002956 2.030405 0.020852586145100254 0.0 0.0
"Gaia EDR3 2210949005344286464" 0.49452 -0.437308 358.28118673651 68.19067994733 0.5998 0.0956 -0.44 0.099 2.946 0.108 17.687555 0.003047 2.067781 0.024790723016925656 0.0 0.0
"Gaia EDR3 2210949009644029696" 0.497979 -0.431075 358.29085902264 68.1968366246 0.3599 0.0523 -2.722 0.054 0.189 0.06 17.009113 0.002842 1.830914 0.009181260102411711 0.0 0.0
"Gaia EDR3 2210949009644034176" 0.482676 -0.446481 358.2487949794 68.18176248903 0.5582 0.0369 -3.631 0.039 -2.464 0.042 16.33637 0.002802 2.017558 0.0068042264993584045 0.0 0.0
"Gaia EDR3 2210949044003768576" 0.464874 -0.446741 358.2008919111 68.18187070725 3.8558 0.0132 58.225 0.015 4.485 0.015 11.474896 0.002808 0.849082 0.004993256140830793 -1.0 -1.0
"Gaia EDR3 2210949044004386432" 0.473067 -0.439289 358.22334680254 68.18915320155 0.8591 0.0326 2.911 0.036 4.285 0.04 16.150745 0.002793 1.855251 0.005922318510736862 0.0 0.0
"Gaia EDR3 2210949078363500800" 0.488647 -0.424505 358.26611942002 68.20360619212 0.5809 0.0365 3.645 0.039 -0.612 0.043 16.387203 0.002799 1.821411 0.00729162748736129 0.0 0.0
"Gaia EDR3 2210949112723256320" 0.499787 -0.453572 358.29440514728 68.1743057815 1.7602 0.013 11.018 0.014 6.691 0.015 14.014058 0.002772 1.394424 0.004920772775206873 0.0 0.0
"Gaia EDR3 2210949383301443200" 0.499382 -0.425495 358.29496463052 68.20238416669 0.1676 0.1218 -1.909 0.137 -1.08 0.134 18.36465 0.003142 1.967485 0.03688714719091059 0.0 0.0
"Gaia EDR3 2210949696838788096" 0.453239 -0.433522 358.17029648475 68.19532058102 0.3092 0.0452 0.98 0.048 0.706 0.053 16.819633 0.002825 2.292362 0.009042438909369283 0.0 0.0
"Gaia EDR3 2210949726898804992" 0.43484 -0.437255 358.12058106417 68.19194485424 0.3047 0.0666 -2.686 0.073 0.18 0.08 17.468956 0.002877 1.847845 0.015275254912689825 0.0 0.0
"Gaia EDR3 2210949731198526976" 0.444328 -0.438172 358.14606785199 68.19084581015 0.343 0.0106 -2.705 0.012 0.129 0.012 13.392198 0.002774 2.608312 0.00486577663302421 0.0 0.0
"Gaia EDR3 2210949761258567424" 0.456894 -0.427457 358.18046081392 68.2013114543 0.3162 0.0993 -2.661 0.111 0.149 0.115 18.111834 0.003033 1.890282 0.02868954691780092 0.0 0.0
"Gaia EDR3 2210949765558260352" 0.458227 -0.422832 358.184299335 68.20590888224 0.8944 0.0673 5.788 0.07 -1.897 0.077 17.505323 0.002893 2.036194 0.017856924706189246 0.0 0.0
"Gaia EDR3 2210949765558261888" 0.45049 -0.429135 358.16312951319 68.19976034324 1.4944 0.0497 11.161 0.057 -11.328 0.058 16.939137 0.002824 1.990183 0.009756016685636264 0.0 0.0
"Gaia EDR3 2210949829978060800" 0.487843 -0.419285 358.26425446197 68.20884252737 0.1084 0.1266 -1.813 0.14 -0.526 0.136 18.452965 0.003196 2.238777 0.03889934668129971 0.0 0.0
"Gaia EDR3 2210949829978066816" 0.483389 -0.417409 358.2523637339 68.21081217588 0.4044 0.0923 -3.306 0.098 1.678 0.104 17.925077 0.002976 1.831883 0.02542111099157799 0.0 0.0
"Gaia EDR3 2210949829978069248" 0.489477 -0.416235 358.26882887635 68.2118563695 0.3917 0.0836 -2.407 0.086 0.793 0.095 17.886879 0.002977 2.00684 0.02365771222066116 0.0 0.0
"Gaia EDR3 2210949829978078592" 0.488353 -0.413825 358.26593925395 68.21429013579 1.1747 0.0662 1.954 0.07 -2.704 0.074 17.456095 0.00289 2.069181 0.022394160906647382 0.0 0.0
"Gaia EDR3 2210949834273164032" 0.489474 -0.411354 358.26910165287 68.2167359231 0.8316 0.0842 5.83 0.098 0.17 0.077 17.336788 0.004047 2.062036 0.24829018504960818 0.0 0.0
"Gaia EDR3 2210949834277738368" 0.489443 -0.411733 358.26899781912 68.21635846933 0.8181 0.1099 6.879 0.126 -0.089 0.117 17.218098 0.003206 1.978932 0.042128161323958024 0.0 0.0
"Gaia EDR3 2210949864337807744" 0.473727 -0.416842 358.22637102454 68.21158187206 0.3759 0.1244 1.791 0.134 -4.571 0.133 18.413317 0.003114 2.014242 0.02792530895743887 0.0 0.0
"Gaia EDR3 2210949864337819904" 0.474909 -0.41388 358.22972253666 68.21451845619 0.2461 0.1236 -3.738 0.127 0.756 0.14 16.86797 0.003824 1.941654 0.009355381326261555 0.0 0.0
"Gaia EDR3 2210949864337840128" 0.475399 -0.407415 358.23140455259 68.22097129446 0.0672 0.0549 -2.437 0.056 -0.24 0.062 17.061958 0.002845 1.580059 0.012112295747215554 0.0 0.0
